id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review,decade,lat_combined,lon_combined,lat_source_col,lon_source_col,coord_source,in_california
614,312,42.116667,-120.583333,,,"near Lakeview, at highway bridge 1 miles downstream from Willow Creek, 2 miles downstream from Drew Creek Dam, and 13 miles southwest of Lakeview","['NW sec. 10', 'SW1 sec. 3']",Drew Creek,,"Lake County, California (inferred based on proximity to Lakeview, Oregon and the context of water usage)",10/01/1947-09/30/1948,daily,"{'Discharge': 'second-feet', 'Gage_Height': 'feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['water-stage recorder', 'discharge', 'North Drew Canal', 'Drew Creek Reservoir']",614_312,42.116667,-120.583333,Stream discharge,,1947,1948,[1947 1948],EXACT_RANGE,,FALSE,1940,42.116667,-120.583333,inferred_latitude,inferred_longitude,inferred,FALSE
648,534,42.233333,-121.8,42.233333,-121.8,Left bank 300 ft downstream from headgates of canal and 1 mile northwest of Klamath Falls,"['NE1 sec. 30, T. 38 S. R. 9 E.']","""A"" Canal",,"Klamath County, Oregon",10/01/1951-09/30/1952,Daily,cubic feet per second (cfs),Stream Discharge,"['canal', 'discharge', 'water-stage recorder', 'irrigation']",648_534,42.233333,-121.8,Stream discharge,,1951,1952,[1951 1952],EXACT_RANGE,,FALSE,1950,42.233333,-121.8,actual_latitude,actual_longitude,actual,FALSE
3150,111,41.7175,-110.0458,,,Green River Basin,[],LITTLE SNAKE RIVER ABOVE LILY,,"Sweetwater County, Wyoming",10/01/1966-09/30/1967,Daily,micromhos at 25°C,Stream Discharge,"['Specific conductance', 'stream', 'water year']",3150_111,41.7175,-110.0458,Stream discharge,,1966,1967,[1966 1967],EXACT_RANGE,,FALSE,1960,41.7175,-110.0458,inferred_latitude,inferred_longitude,inferred,FALSE
3150,111,41.7175,-110.0458,,,Green River Basin,[],GREEN RIVER BASIN,,"Sweetwater County, Wyoming",10/01/1966-09/30/1967,Daily,micromhos at 25°C,Stream Discharge,"['Specific conductance', 'basin']",3150_111,41.7175,-110.0458,Stream discharge,,1966,1967,[1966 1967],EXACT_RANGE,,FALSE,1960,41.7175,-110.0458,inferred_latitude,inferred_longitude,inferred,FALSE
199,126,39.5894,-111.8983,39.5894,-111.8983,Green River Basin,[],GREEN RIVER NEAR JENSEN,"Sevier County, Utah","Sevier County, Utah",06/01/1966-09/30/1966,Daily to Weekly,"{'pH': 'unitless', 'Specific Conductance': 'micro-mhos at 25°C', 'Sodium Adsorption Ratio': 'unitless', 'Hardness as CaCO3': 'mg/L', 'Dissolved Solids': ['Tons per day', 'Tons per acre-foot', 'Parts per million'], 'Boron (B)': 'mg/L', 'Nitrate (NO3)': 'mg/L', 'Fluoride (F)': 'mg/L', 'Chloride (Cl)': 'mg/L', 'Sulfate (SO4)': 'mg/L', 'Carbonate (CO3)': 'mg/L', 'Bicarbonate (HCO3)': 'mg/L', 'Potassium (K)': 'mg/L', 'Sodium (Na)': 'mg/L', 'Magnesium (Mg)': 'mg/L', 'Calcium (Ca)': 'mg/L', 'Iron (Fe)': 'mg/L', 'Silica (SiO2)': 'mg/L', 'Mean Discharge': 'cubic feet per second'}",Stream Discharge,"['pH', 'Specific Conductance', 'Sodium Adsorption Ratio', 'Hardness', 'Dissolved Solids', 'Mean Discharge']",199_126,39.5894,-111.8983,Stream discharge,,1966,1966,[1966],SINGLE_YEAR,,FALSE,1960,39.5894,-111.8983,actual_latitude,actual_longitude,actual,FALSE
1136,339,44.4167,-123.8,44.4167,-123.8,"Near Merrill, Oregon",[],Lost River,,Lane County,01/01/1907-05/31/1907,Daily,Second-feet,Stream Discharge,"['Discharge', 'Second-feet', 'Daily discharge', 'Lost River', 'Merrill, Oreg.']",1136_339,44.4167,-123.8,Stream discharge,,1907,1907,[1907],SINGLE_YEAR,,FALSE,1900,44.4167,-123.8,actual_latitude,actual_longitude,actual,FALSE
2447,67,32.9716,-109.7051,,,"head at Morenci, River Gila",[],Safford River,"Gila, Ariz.",,,Not specified,Not specified,Stream Discharge,"['River Gila', 'head']",2447_67,32.9716,-109.7051,Stream discharge,,,,,UNPARSED,,TRUE,,32.9716,-109.7051,inferred_latitude,inferred_longitude,inferred,FALSE
2447,67,31.5497,-110.9911,,,"at Gulch above Solomon, Ariz.",[],San Pedro River,Ariz.,,,Not specified,Not specified,Stream Discharge,"['River', 'Gulch']",2447_67,31.5497,-110.9911,Stream discharge,,,,,UNPARSED,,TRUE,,31.5497,-110.9911,inferred_latitude,inferred_longitude,inferred,FALSE
2447,67,33.3675,-110.9251,,,"below Calva, near Ariz. River",[],Gila River,Ariz.,,,Not specified,Not specified,Stream Discharge,"['River', 'below']",2447_67,33.3675,-110.9251,Stream discharge,,,,,UNPARSED,,TRUE,,33.3675,-110.9251,inferred_latitude,inferred_longitude,inferred,FALSE
2063,75,39.0841,-108.2967,,,"Meeker, Colo.",[],White River,,"Mesa County, Colorado",1910-05/31 to 1913-11,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['discharge', 'run-off', 'acre-feet']",2063_75,39.0841,-108.2967,Stream discharge,,1910,1913,[1910 1913],EXACT_RANGE,,FALSE,1910,39.0841,-108.2967,inferred_latitude,inferred_longitude,inferred,FALSE
2063,75,39.5272,-110.8783,,,"Spring Glenn, near Helper, Utah","['Sec. 25 or 26', 'T. 13 S.', 'R. 9 E.']",Price River,,"Emery County, Utah",1904-02/20 to 1914-09/30,Monthly,{'Discharge': None},Stream Discharge,"['discharge', 'irrigation', 'diversion']",2063_75,39.5272,-110.8783,Stream discharge,,1904,1914,[1904 1914],EXACT_RANGE,,FALSE,1900,39.5272,-110.8783,inferred_latitude,inferred_longitude,inferred,FALSE
3058,669,,,42.7403,-121.8333,"right bank 250 ft downstream from highway bridge, 0.6 mile southwest of railroad station at Kirk, 10 miles upstream from Spring Creek, and 10 miles northeast of Klamath Agency","['NW1SW1 sec.1, T.33 S., R.7 E.']",Williamson River near Klamath Agency,,"Klamath County, Oregon","{'Start': '03/25/1908', 'End': '09/30/1960'}",Monthly (except for some years where only yearly means are provided),"{'Discharge': 'cubic feet per second', 'Volume': 'acre-feet'}",Stream Discharge,"['discharge', 'monthly mean discharge', 'water-stage recorder']",3058_669,42.7403,-121.8333,Stream discharge,,1908,1960,[1908 1960],EXACT_RANGE,,FALSE,1900,42.7403,-121.8333,actual_latitude,actual_longitude,actual,FALSE
3931,13,37.1871,-113.5322,,,"near Beaver, Utah",[],"Beaver River near Beaver, Utah",,Washington County,1906-01/01/1906-12/31/1906,Daily,,Stream Discharge,"['Beaver River', 'near Beaver, Utah', 'stream discharge']",3931_13,37.1871,-113.5322,Stream discharge,,1906,1912,[1906 1912],EXACT_RANGE,,FALSE,1900,37.1871,-113.5322,inferred_latitude,inferred_longitude,inferred,FALSE
3931,13,37.8647,-112.9281,,,"near Minersville, Utah",[],"Rockyford Reservoir near Minersville, Utah",,Iron County,1937-01/01/1937-12/31/1937,Annual,,Reservoir,"['Rockyford Reservoir', 'Minersville, Utah', 'reservoir']",3931_13,37.8647,-112.9281,Reservoir,,1937,1937,[1937],SINGLE_YEAR,,FALSE,1930,37.8647,-112.9281,inferred_latitude,inferred_longitude,inferred,FALSE
3146,335,43.8167,-121.5333,,,BASIN OREG. LAKE BLY,[],Lake Bly,,"Deschutes County, Oregon (adjacent to California)",1964-05-09 to 1965-09-21,Unknown,"['mg/L', 'ppm']",Reservoir,['Lake Bly'],3146_335,43.8167,-121.5333,Reservoir,,1964,1965,[1964 1965],EXACT_RANGE,,FALSE,1960,43.8167,-121.5333,inferred_latitude,inferred_longitude,inferred,FALSE
1276,164,41.7141,-111.8286,,,"Green River, Utah",[],Green River,,"Cache County, Utah",10/01/1895-09/30/1896,Daily,second-feet,Stream Discharge,"['Revised daily mean discharge', 'second-feet']",1276_164,41.7141,-111.8286,Stream discharge,,1895,1909,[1895 1896 1909],MULTI_YEARS_OR_RANGES,,FALSE,1890,41.7141,-111.8286,inferred_latitude,inferred_longitude,inferred,FALSE
3144,495,33.5,-111.7,,,"Near Mayer, Arizona",[],Agua Fria River,,"Maricopa County, Arizona","10/01/1963-09/30/1964, 10/01/1964-09/30/1965",Daily,Cubic Feet per Second,Stream Discharge,"['discharge', 'cubic feet per second', 'water year']",3144_495,33.5,-111.7,Stream discharge,,1963,1965,[1963 1964 1965],MULTI_YEARS_OR_RANGES,,FALSE,1960,33.5,-111.7,inferred_latitude,inferred_longitude,inferred,FALSE
3146,251,32.8333,-109.7,32.8031,-109.7034,Near the confluence of the Gila and Salt Rivers in Arizona,[],Gila River at Head of Safford Valley,"Graham County, Arizona","Near Solomon, Arizona",02/01/1965-09/30/1965,Daily,"{'Discharge': 'cfs (cubic feet per second)', 'Concentration': 'ppm (parts per million)', 'Sediment_Load': 'tons per day'}",Stream Discharge,"['Suspended sediment', 'Mean discharge', 'Concentration']",3146_251,32.8031,-109.7034,Stream discharge,,1965,1965,[1965],SINGLE_YEAR,,FALSE,1960,32.8031,-109.7034,actual_latitude,actual_longitude,actual,FALSE
70038400,5,,,33.4908,-112.3562,"Below Palo Verde Dam, Arizona - California border",[],"Colorado River below Palo Verde Dam, Ariz.-Calif.",,Maricopa County,MM/DD/YYYY-MM/DD/YYYY,Unknown,Temperature,Stream Discharge,"['Colorado River', 'Palo Verde Dam']",70038400_5,33.4908,-112.3562,Stream discharge,,,,,UNPARSED,no_year_<=1980_found,TRUE,,33.4908,-112.3562,actual_latitude,actual_longitude,actual,FALSE
3995,44,42.1167,-121.7333,-1,-1,"near Bly, Oreg (Oregon) - inferred to California due to the context of the document focusing on California watersheds",['[TRS not available]'],Sprague River Irrigation Co.'s canal near Bly,"Klamath County, Oregon","Klamath County, California",1918-26,Monthly or Daily measurements between years 1918; 1925-26.,[Not specified],Irrigation,"['Canal', 'Irrigation']",3995_44,-1,-1,Irrigation,,1918,1926,[1918 1926],EXACT_RANGE,,FALSE,1910,-1,-1,actual_latitude,actual_longitude,actual,FALSE
3995,44,42.1833,-121.6667,-1,-1,"near Beatty (Yainax), Oreg (Oregon) - inferred to California due to the context of the document focusing on California watersheds",['[TRS not available]'],"Sprague River near Beatty (Yainax), Oreg","Klamath County, Oregon","Klamath County, California",1912-26; 1953-present,Periodic measurements between years 1912-26; additional data from 1953 onwards.,[Not specified],Stream Discharge,"['River', 'Discharge']",3995_44,-1,-1,Stream discharge,,1912,,[1912 1926 1953],OPEN_ENDED_IGNORED,,TRUE,1910,-1,-1,actual_latitude,actual_longitude,actual,FALSE
3995,44,42.2189,-121.7328,-1,-1,"near Klamath Falls, Oreg (Oregon) - inferred to California due to the context of the document focusing on California watersheds",['[TRS not available]'],Upper Klamath Lake (continuation of Williamson River),"Klamath County, Oregon","Klamath County, California",(1904; 1906-22)*; 1923-present,Measurements started in 1904 with a continuation from 1923 onwards.,[Not specified],Reservoir,"['Lake', 'Klamath']",3995_44,-1,-1,Reservoir,,1904,,[1904 1906 1922 1923],OPEN_ENDED_IGNORED,,TRUE,1900,-1,-1,actual_latitude,actual_longitude,actual,FALSE
251,247,34.5657,-111.9026,,,"near Duncan, Ariz.",[],Cosper-Windham Canal,,"Yavapai County, Arizona",10/1923-09/1927,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Runoff', 'Second-foot-days', 'Acre-feet']",251_247,34.5657,-111.9026,Stream discharge,,1923,1927,[1923 1927],EXACT_RANGE,,FALSE,1920,34.5657,-111.9026,inferred_latitude,inferred_longitude,inferred,FALSE
1595,242,42.473611,-120.556111,,,"SW1 sec. 29, T. 38 S., R. 19 E., near Cottonwood Reservoir and Lakeview, Oregon","['T. 38 S., R. 19 E., SW1 sec. 29']",Cottonwood Creek,,Lake County,10/01/1933-09/30/1934,Daily,Second-feet,Stream Discharge,"['stream discharge', 'water-stage recorder', 'discharge', 'Cottonwood Reservoir']",1595_242,42.473611,-120.556111,Stream discharge,,1933,1934,[1933 1934],EXACT_RANGE,,FALSE,1930,42.473611,-120.556111,inferred_latitude,inferred_longitude,inferred,FALSE
251,323,32.9,-109.8,32.9,-109.8,"Near Pima, Arizona","['NW2 sec. 28, T. 6 S., R. 25 E.', 'NW1 sec. 20, T. 6 S., R. 25 E.']",Dodge-Nevada Canal,,Pima County,12/31/1920-09/30/1931,Daily to Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Irrigation,"['irrigation', 'canal', 'discharge']",251_323,32.9,-109.8,Irrigation,,1920,1931,[1920 1931],EXACT_RANGE,,FALSE,1920,32.9,-109.8,actual_latitude,actual_longitude,actual,FALSE
23628,60,0,0,,,"14-inch casing, Altitude 2,594.0 feet",[],V. Phillips,,California County based on drilling company location,11/12-26J1,Unknown,"{'Thickness': 'foot', 'Depth': 'foct'}",Groundwater,"['Clay and sand streaks', 'Water sand', 'Heavy clay and packed sand', 'Water sand and fine gravel']",23628_60,0,0,Groundwater,,,,,UNPARSED,no_year_<=1980_found,TRUE,,0,0,inferred_latitude,inferred_longitude,inferred,FALSE
23628,60,0,0,,,"14-inch casing, Altitude about 2,595 feet",[],Monolith Cement Co.,,California County based on drilling company location,11/12-26J2,Unknown,"{'Thickness': None, 'Depth': 'foct'}",Groundwater,"['Surface soil and clay', 'Hard shale and boulders', 'Clay, gravel and boulders']",23628_60,0,0,Groundwater,,,,,UNPARSED,no_year_<=1980_found,TRUE,,0,0,inferred_latitude,inferred_longitude,inferred,FALSE
23628,60,0,0,,,"16-inch casing, Altitude about 3,610 feet",[],"California Portland Cement Co., well 1",,California County based on company location,11/13-19C1,Unknown,"{'Thickness': None, 'Depth': 'foct'}",Groundwater,"['Sand and gravel', 'Clay and boulders', 'Granite boulders']",23628_60,0,0,Groundwater,,,,,UNPARSED,no_year_<=1980_found,TRUE,,0,0,inferred_latitude,inferred_longitude,inferred,FALSE
2987,186,42.5,-121.75,,,"near Klamath River, California",[],Klamath River,unknown,"Del Norte County, Oregon (Chiloquin)",MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'River']",2987_186,42.5,-121.75,Stream discharge,,,,,UNPARSED,no_year_<=1980_found,TRUE,,42.5,-121.75,inferred_latitude,inferred_longitude,inferred,FALSE
3144,301,32.9992,-111.6553,,,"Near Florence, Arizona",[],Gila River,,Pinal County,10/01/1960-09/30/1965,Monthly,"{'Discharge': 'cubic feet per second', 'Diversions': 'acre-feet'}",Stream Discharge,"['Discharge', 'cubic feet per second', 'Diversions', 'acre-feet']",3144_301,32.9992,-111.6553,Stream discharge,,1960,1965,[1960 1965],EXACT_RANGE,,FALSE,1960,32.9992,-111.6553,inferred_latitude,inferred_longitude,inferred,FALSE
2447,207,,,38.24305556,-109.4402778,"SW1 sec. 30, T.29 S , R.23 E.","['T.29 S , R.23 E., SW1 sec. 30']",Hatch Wash near La Sal,Grand County,,09/20/1950-06/10/1961,Variable (dates range over multiple years),"{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Stage-discharge relation', 'current-meter measurements', 'velocity-area studies']",2447_207,38.24305556,-109.4402778,Stream discharge,,1950,1961,[1950 1961],EXACT_RANGE,,FALSE,1950,38.24305556,-109.4402778,actual_latitude,actual_longitude,actual,FALSE
2447,207,,,37.84444444,-109.5180556,"SW1 sec 4, T.34 S , R.22 E.","['T.34 S , R.22 E., SW1 sec 4']",Indian Creek near Monticello,San Juan County,,06/01/1950-08/15/1956,Variable (dates range over multiple years),"{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Stage-discharge relation', 'current-meter measurements']",2447_207,37.84444444,-109.5180556,Stream discharge,,1950,1956,[1950 1956],EXACT_RANGE,,FALSE,1950,37.84444444,-109.5180556,actual_latitude,actual_longitude,actual,FALSE
2447,363,,,37.316667,-109.016667,Near Colorado-Utah State line,"['T.35 N., R.20 W., sec 2']",McElmo Creek,,"Dolores County, Colorado","{'Range1': '06/15/1927-09/25/1927', 'Range2': '11/01/1927-08/26/1929', 'Range3': '03/05/1929-08/26/1929', 'Range4': '07/31/1953-10/20/1954', 'Range5': '04/27/1941-09/22/1941', 'Range6': '07/17/1942-01/22/1943', 'Range7': '08/03/1951-09/30/1951', 'Range8': '10/31/1951-12/30/1951', 'Range9': '08/01/1953-09/25/1954', 'Range10': '08/07/1955-08/01/1956', 'Range11': '03/09/1960-09/18/1961'}",Variable (dates of recording),"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Gage height', 'Discharge (cfs)', 'Peak stages']",2447_363,37.316667,-109.016667,Stream discharge,,1927,1961,[1927 1929 1941 1942 1943 1951 1953 1954 1955 1956 1960 1961],MULTI_YEARS_OR_RANGES,,FALSE,1920,37.316667,-109.016667,actual_latitude,actual_longitude,actual,FALSE
3144,31,,,34.3333,-109.3667,"near St. Johns, Ariz.","['T.11 N., R.28 E., sec 27']",Little Colorado River above Lyman Reservoir,Coconino County,,04/01/1940-09/30/1965,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_height': 'feet'}",Stream Discharge,"['stream discharge', 'gage height', 'discharge measurement']",3144_31,34.3333,-109.3667,Stream discharge,,1940,1965,[1940 1965],EXACT_RANGE,,FALSE,1940,34.3333,-109.3667,actual_latitude,actual_longitude,actual,FALSE
3048,630,,,42.4055556,-122.2680556,near Fish Lake in the Rogue River and Klamath River basins,"['SE1 sec.30', 'T.36 S., R.5 E.', 'sec.9, T.36 S., R.5 E.']",Cascade Canal near Fish Lake,"Jackson County, Oregon",,06/01/1924-09/30/1958,Daily,cubic feet per second (cfs),Irrigation,"['irrigation seasons', 'water-stage recorder', 'discharge measurement', 'diverts water']",3048_630,42.4055556,-122.2680556,Irrigation,,1924,1958,[1924 1958],EXACT_RANGE,,FALSE,1920,42.4055556,-122.2680556,actual_latitude,actual_longitude,actual,FALSE
251,368,31.5333,-110.9333,,,"Tuoson, Ariz.",[],Santa Cruz River,,"Pima County, Arizona",10/01/1910-09/30/1914,Monthly,"['Second-feet', 'Acre-feet']",Stream Discharge,"['Discharge', 'Second-feet', 'Runoff', 'Acre-feet']",251_368,31.5333,-110.9333,Stream discharge,,1910,1914,[1910 1914],EXACT_RANGE,,FALSE,1910,31.5333,-110.9333,inferred_latitude,inferred_longitude,inferred,FALSE
2913,78,45.678,-116.175,,,"near Cleveland, Idaho",,Cottonwood Creek,,"Idaho County, Idaho",10/01/1939-09/30/1950,Monthly and Yearly,"{'Runoff': 'acre-feet', 'Discharge': 'cubic feet per second'}",Stream Discharge,"['Runoff', 'Discharge', 'acre-feet', 'cubic feet per second']",2913_78,45.678,-116.175,Stream discharge,,1939,1950,[1939 1950],EXACT_RANGE,,FALSE,1930,45.678,-116.175,inferred_latitude,inferred_longitude,inferred,FALSE
2913,78,,,42.2667,-111.75,"below Utah Power & Light Co. tailrace, at Oneida, Idaho","N sec. 26, T. 13 S., R. 40 E.",Bear River,,"Caribou County, Idaho",10/01/1922-09/30/1930,Monthly and Yearly,{'Discharge': 'cubic feet per second'},Stream Discharge,"['Discharge', 'cubic feet per second']",2913_78,42.2667,-111.75,Stream discharge,,1922,1930,[1922 1930],EXACT_RANGE,,FALSE,1920,42.2667,-111.75,actual_latitude,actual_longitude,actual,FALSE
2987,261,42,-111.5,,,"near Wyo Idaho Border, Malad, at near Bear River",,Malad Creek,,Idaho,5/23/1938,1937 -38 (1),"{'Discharge': 'feet per square mile', 'Area': 'square miles'}",Stream Discharge,"['peak Momentary discharge', 'Calendar-day charge']",2987_261,42,-111.5,Stream discharge,,1938,1938,[1938],SINGLE_YEAR,,FALSE,1930,42,-111.5,inferred_latitude,inferred_longitude,inferred,FALSE
2987,261,41.2,-111.9,,,"near Ogden, Morgan, near East Ogden Canyon River",,Morgan Creek,,Utah,4/23/1936,4/23/1936,"{'Discharge': 'feet per square mile', 'Area': 'square miles'}",Stream Discharge,"['peak Momentary discharge', 'Calendar-day charge']",2987_261,41.2,-111.9,Stream discharge,,1936,1936,[1936],SINGLE_YEAR,,FALSE,1930,41.2,-111.9,inferred_latitude,inferred_longitude,inferred,FALSE
2987,261,40.2,-111.6,,,"at Provo near Indian Fork of River above Kingston, Utah",,Provo River at Vivian Park,,Utah,6/11/1921,6/11/1921,"{'Discharge': 'feet per square mile', 'Area': 'square miles'}",Stream Discharge,"['peak Momentary discharge', 'Calendar-day charge']",2987_261,40.2,-111.6,Stream discharge,,1921,1921,[1921],SINGLE_YEAR,,FALSE,1920,40.2,-111.6,inferred_latitude,inferred_longitude,inferred,FALSE
2447,328,37.119444,-107.015278,,,"Near Pagosa Springs, Colorado",[],Rito Blanco near Pagosa Springs,,"Archuleta County, Colorado",04/20/1948-06/18/1949; 01/01/1950-06/03/1951,Daily to weekly,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['peak stages', 'discharges', 'gage height', 'stream discharge']",2447_328,37.119444,-107.015278,Stream discharge,,1948,1951,[1948 1949 1950 1951],MULTI_YEARS_OR_RANGES,,FALSE,1940,37.119444,-107.015278,inferred_latitude,inferred_longitude,inferred,FALSE
2447,328,,,37.085556,-106.688889,"Near Chromo, Colorado","['NW1 sec 24, T.33 N., R.2 E.']",Navajo River at Banded Peak Ranch,,"Chaffee County, Colorado",05/17/1937-06/30/1956,Daily to weekly,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['gage height', 'discharge', 'snowmelt', 'irrigation']",2447_328,37.085556,-106.688889,Stream discharge,,1937,1956,[1937 1956],EXACT_RANGE,,FALSE,1930,37.085556,-106.688889,actual_latitude,actual_longitude,actual,FALSE
2987,124,35.5333,-90.5667,,,"near floodway Parkin, Ark.",['[TRS]'],"Arkansas River at Francis St., Parkin",,Cross County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['Arkansas River', 'Francis St.', 'Parkin']",2987_124,35.5333,-90.5667,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,35.5333,-90.5667,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,35.6,-90.2,,,"near outlet at Lake Beaver, Ark.",['[TRS]'],"Arkansas River at Big White River Outlet, Lake Beaver",,Mississippi County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['Arkansas River', 'Big White River', 'Beaver']",2987_124,35.6,-90.2,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,35.6,-90.2,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,35.8,-92.2,,,"near Newport, Ark.",['[TRS]'],"White River near Newport, Ark.",,Stone County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['White River', 'Newport']",2987_124,35.8,-92.2,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,35.8,-92.2,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,37.1833,-90.35,,,"near Battlefield, Mo.",['[TRS]'],"James River near Battlefield, Mo.",,Wayne County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['James River', 'Battlefield']",2987_124,37.1833,-90.35,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,37.1833,-90.35,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,35.5,-93.9,,,"near Rush, Ark.",['[TRS]'],"White River near Rush, Ark.",,Franklin County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['White River', 'Rush']",2987_124,35.5,-93.9,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,35.5,-93.9,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,35.5,-91.6,,,"near Rock, Ark.",['[TRS]'],"Black River near Rock, Ark.",,Independence County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['Black River', 'Rock']",2987_124,35.5,-91.6,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,35.5,-91.6,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,36.9,-93.7,,,"near Eminence, Mo.",['[TRS]'],"Current River near Eminence, Mo.",,Barry County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['Current River', 'Eminence']",2987_124,36.9,-93.7,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,36.9,-93.7,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,39.1,-106.9,,,"near Granite, Colo.",['[TRS]'],"East Fork of Arkansas River near Granite, Colo.",,Pitkin County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['East Fork', 'Arkansas River', 'Granite']",2987_124,39.1,-106.9,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,39.1,-106.9,inferred_latitude,inferred_longitude,inferred,FALSE
2987,124,38.5,-106,,,"near Salida, Colo.",['[TRS]'],"Arkansas River near Salida, Colo.",,Chaffee County,Jan. 1924-Mar. 1937,Monthly,cfs (cubic feet per second),Stream Discharge,"['Arkansas River', 'Salida']",2987_124,38.5,-106,Stream discharge,,1924,1937,[1924 1937],EXACT_RANGE,,FALSE,1920,38.5,-106,inferred_latitude,inferred_longitude,inferred,FALSE
1335,30,39.3,-111.9,,,Utah,[],Utah Snow Samples,,Various in Utah,Unknown,"Sampled at unknown intervals, based on snow condition (new vs. old)",pH scale,Precipitation,"['pH', 'new snow', 'old snow']",1335_30,39.3,-111.9,Precipitation,,,,,UNPARSED,no_year_<=1980_found,TRUE,,39.3,-111.9,inferred_latitude,inferred_longitude,inferred,FALSE
1335,30,39.7,-104.9,,,Denver,[],Denver Snow Samples,,"Denver, Colorado",Unknown,"Sampled at unknown intervals, based on snow condition (new vs. old)",pH scale,Precipitation,"['pH', 'new snow']",1335_30,39.7,-104.9,Precipitation,,,,,UNPARSED,no_year_<=1980_found,TRUE,,39.7,-104.9,inferred_latitude,inferred_longitude,inferred,FALSE
2447,109,,,39.8806,-106.3333,"Near Kremmling, Colorado","['T.1 S., R.80 W., NE sec.15']",Blue River below Green Mountain Reservoir,,"Grand County, Colorado",1938-06-04 to 1962-03-14,Various dates of recording as given in the document,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Gage height', 'Discharge', 'Stage-discharge relation', 'Peak stages and discharges']",2447_109,39.8806,-106.3333,Stream discharge,,1938,1962,[1938 1962],EXACT_RANGE,,FALSE,1930,39.8806,-106.3333,actual_latitude,actual_longitude,actual,FALSE
2447,109,,,40.0367,-106.4394,"Near Kremmling, Colorado","['T.IN., R.81 W., NE1SW1 sec.23']",Colorado River near Kremmling,,"Grand County, Colorado","Before July 27, 1910 to winter of 1910",Various dates of recording as given in the document,"{'Gage_Height': 'feet', 'Discharge': None}",Stream Discharge,"['Natural flow', 'Transmountain diversions', 'Irrigation']",2447_109,40.0367,-106.4394,Stream discharge,,1910,1910,[1910],SINGLE_YEAR,,FALSE,1910,40.0367,-106.4394,actual_latitude,actual_longitude,actual,FALSE
