doc_id,page_number,table_index,site_name,json_latitude,json_longitude,year,year_type,peak_date,peak_discharge_cfs,peak_gage_height_ft,mean_discharge_cfs,total_runoff_acre_ft,discharge_unit,quality_flag,notes,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1927,calendar_year,,3240,,747,541000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1928,water_year,,6740,,562,408000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1928,calendar_year,,6740,,537,390000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1929,water_year,,2990,,355,257000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1929,calendar_year,,2990,,358,259000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1930,water_year,,2210,,468,339000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1930,calendar_year,,2210,,482,349000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1931,water_year,,1020,,246,178000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1931,calendar_year,,1020,,241,174000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1932,water_year,,3940,,789,573000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1932,calendar_year,,3940,,798,579000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1933,water_year,,3090,,458,332000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1933,calendar_year,,3090,,450,326000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1934,water_year,,1110,,321,232000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1934,calendar_year,,1100,,348,251600,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1935,water_year,,4340,,838,606600,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1935,calendar_year,,4340,,822,595000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1936,water_year,,4100,,835,605900,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1936,calendar_year,,4100,,831,603300,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1937,water_year,,4460,,711,514600,cfs,,"Water year peak 4,460; calendar year peak 18,500 — these appear swapped or represent different events. Table row shows water year peak as 4,460 and calendar year peak as 18,500.",Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1937,calendar_year,,18500,,809,585900,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1938,water_year,,18500,,1212,877400,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1938,calendar_year,,6900,,1139,824500,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1939,water_year,,1670,,395,286200,cfs,,No calendar year data for 1939.,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1923,water_year,1922-06-02,3730,,1230,892000,cfs,,"First 1923 row; peak date June 2 1922 suggests this may be water year ending Sept 30 1922 (labeled 1923 in WSP). Minimum day blank. Calendar year mean=1240, runoff=896400.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1923,water_year,1923-06-10,3840,,1290,932000,cfs,,"Second 1923 row; minimum day=469. Calendar year mean=1310, runoff=953700.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1924,water_year,1924-08-11,1800,,1030,745400,cfs,,"Peak date Aug. 11,12 1924; minimum day=322. Calendar year mean=978, runoff=710000.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1925,water_year,1925-07-22,1280,,718,519600,cfs,,"Minimum day=161. Calendar year mean=674, runoff=488800.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1926,water_year,1926-08-06,1410,,755,546700,cfs,,"Minimum day=276. Calendar year mean=798, runoff=579100.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1927,water_year,1927-07-30,1390,,714,517200,cfs,,"Minimum day=160. Calendar year mean=593, runoff=429400.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1928,water_year,1928-08-03,1210,,487,353800,cfs,,"Minimum day=110. Calendar year mean=552, runoff=401700.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1929,water_year,1929-07-18,1150,,537,388600,cfs,,"Minimum day=120. Calendar year mean=486, runoff=352600.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1930,water_year,1930-07-10,1260,,522,377600,cfs,,"Minimum day=100. Calendar year mean=511, runoff=372000.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1931,water_year,1931-07-30,1330,,467,337900,cfs,,"Minimum day=50. Calendar year mean=410, runoff=298400.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1932,water_year,,1050,,283,205600,cfs,,"Peak date footnote (b) = July 31, Aug. 17, 18, 1932. Minimum day=45. Calendar year mean=280, runoff=204400.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1933,water_year,,1030,,327,237100,cfs,,"Peak date footnote (c) = July 13, 14, Aug. 3, 4, 1933. Minimum day=50. Calendar year mean=336, runoff=244600.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1934,water_year,,1060,,382,276500,cfs,,"Peak date footnote (a) = Files of Utah Power & Light Co. (date not specified). Minimum day=45. Calendar year mean=361, runoff=263200.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1935,water_year,1935-07-09,1120,,270,196000,cfs,,"Minimum day=40. Calendar year mean=270, runoff=197000.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1936,water_year,1936-04-20,1300,,285,207000,cfs,,"Minimum day=23. Calendar year mean=308, runoff=224200.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1937,water_year,1937-07-06,920,,314,227000,cfs,,"Minimum day=65. Calendar year mean=303, runoff=220300.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1938,water_year,1938-09-23,760,,290,210200,cfs,,"Minimum day=55. Calendar year mean=348, runoff=252500.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1939,water_year,1939-05-31,1160,,428,309800,cfs,,"Minimum day=55. Calendar year mean=365, runoff=266300.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1940,water_year,1940-07-11,1320,,355,257600,cfs,,"Peak date July 11,12 1940. Minimum day=45. Calendar year mean=355, runoff=259400.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1941,water_year,1941-07-02,1390,,304,220200,cfs,,"Minimum day=40. Calendar year mean=312, runoff=227100.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1942,water_year,1942-07-16,1170,,374,263700,cfs,,"Minimum day=60. Calendar year mean=370, runoff=269200.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1943,water_year,1943-06-30,1020,,416,301400,cfs,,"Minimum day=85. Calendar year mean=417, runoff=303200.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1944,water_year,1944-07-22,1250,,356,258400,cfs,,"Minimum day=55. Calendar year mean=322, runoff=235200.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1945,water_year,1945-07-31,1060,,324,235200,cfs,,"Minimum day=50. Calendar year mean=277, runoff=200300.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1946,water_year,1946-07-26,1210,,405,293100,cfs,,"WSP 1060. Minimum day=50. Calendar year mean=456, runoff=330500.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1947,water_year,1947-07-26,1500,,559,404700,cfs,e,"WSP 1090. Peak discharge is momentary maximum (footnote e). Minimum day=80. Calendar year mean=614, runoff=444500.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1948,water_year,1948-07-15,1500,,599,435000,cfs,,"WSP 1120. Peak date July 15,16 1948. Minimum day=95. Calendar year mean=615, runoff=446100.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1949,water_year,1949-07-13,1260,,601,435400,cfs,e,"WSP 1150. Peak discharge is momentary maximum (footnote e). Minimum day=95. Calendar year mean=549, runoff=397600.",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Yearly discharge, in cubic feet per second, of Bear River at Pescadero, Idaho",,,1950,water_year,1950-06-12,2640,,866,627100,cfs,e,WSP 1180. Peak discharge is momentary maximum (footnote e). Minimum day=112. Calendar year columns blank/dash.,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,water_year,,,,38.5,,cfs,e,"The year value printed as #38,5; # treated as estimated; comma as decimal = 38.5",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,water_year,,,,,,cfs,,The year value is dash (blank) — April through July also blank,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,water_year,,,,42.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,water_year,,,,23.5,,cfs,e,The year value printed as $23.5; $ footnote = not previously published; estimated or partly estimated on basis of one discharge measurement and flow characteristics,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,water_year,,,,22.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,water_year,,,,24.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,water_year,,,,29.8,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1944,water_year,,,,29.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1945,water_year,,,,29.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1946,water_year,,,,33.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1947,water_year,,,,31.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1948,water_year,,,,33.8,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1949,water_year,,,,30.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1950,water_year,,,,39.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
