id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",26F1,,Santa Barbara County,04/41-1941 to 07/49-1941,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Irrigation,"['Well', 'Union Sugar Co.', 'Ir']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",F3,,Santa Barbara County,04/58-1947 to 07/49-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'USGS, Union Sugar Co.', 'Ob']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",J4 Santa Barbara County,,Santa Barbara County,04/58-1947 to 07/51-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Spring,"['Well', 'Santa Barbara County', 'Ps']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",27C3 County Nat' Bank & Trust,,Santa Barbara County,04/41-1932 to 06/39-1932,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Unspecified Use,"['Well', ""County Nat' Bank & Trust"", 'Un']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",28H2,,Santa Barbara County,01/53-1930 to 04/31-1930,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Unspecified Use,"['Well', 'Dept. of the Navy', 'Un']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",35A3 Gus Aquistapace,,Santa Barbara County,04/58-1947 to 07/50-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Irrigation,"['Well', 'Gus Aquistapace', 'Ir']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']","A4 USGS, Gus Aquistapace",,Santa Barbara County,01/56-1947 to 10/51-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'USGS, Gus Aquistapace', 'Ob']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']","C4 USGS, Dept. of the Navy",,Santa Barbara County,03/54-1947 to 10/55-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'USGS, Dept. of the Navy', 'Ob']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",36J3,,Santa Barbara County,04/41-1930 to 04/55-1930,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'Ted Holden', 'Ob']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",J6,,Santa Barbara County,04/58-1947 to 07/50-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Irrigation,"['Well', 'do', 'Ir']"
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']","J7 USGS, Denholm Seed Co.",,Santa Barbara County,12/57-1947 to 07/50-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'USGS, Denholm Seed Co.', 'Ob']"
sb3,53,36.15,-119.25,,,San Antonio Creek Valley,['T. 8 N. R. 32 W.'],30K2,,Tulare County,01/01/YYYY-12/31/YYYY,Monthly,feet,Groundwater,"['Well', 'feet']"
sb3,53,36.15,-119.25,,,San Antonio Creek Valley,['T. 8 N. R. 32 W.'],35Q1,,Tulare County,01/01/YYYY-12/31/YYYY,Monthly,feet,Groundwater,"['Well', 'feet']"
sb3,53,36.15,-119.25,,,San Antonio Creek Valley,['T. 8 N. R. 33 W.'],20Q1,,Tulare County,01/01/YYYY-12/31/YYYY,Monthly,feet,Groundwater,"['Well', 'feet']"
sb3,53,36.15,-119.25,,,San Antonio Creek Valley,['T. 8 N. R. 33 W.'],R1,,Tulare County,01/01/YYYY-12/31/YYYY,Monthly,feet,Groundwater,"['Well', 'feet']"
sb3,53,36.15,-119.25,,,San Antonio Creek Valley,"['T. 8 N., R. 34 W.']",23B1,,Tulare County,01/01/YYYY-12/31/YYYY,Monthly,feet,Groundwater,"['Well', 'feet']"
sb3,55,37.5,-120.7,,,"San Antonio Creek Valley, California","['T. 8 N., R. 32 W.']",Well 30K2,,Merced County,02/1944-08/1955,Monthly,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,55,37.5,-120.7,,,"San Antonio Creek Valley, California","['T. 8 N., R. 32 W.']",Well 35Q1,,Merced County,12/1943-12/1957,Monthly,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,55,37.5,-120.7,,,"San Antonio Creek Valley, California","['T. 8 N., R. 33 W.']",Well 20Q1,,Merced County,02/1944-04/1947,Monthly,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,55,37.5,-120.7,,,"San Antonio Creek Valley, California","['T. 8 N., R. 33 W.']",R1 do,,Merced County,01/1947-09/1950,Monthly,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,55,37.5,-120.7,,,"San Antonio Creek Valley, California","['T. 8 N., R. 34 W.']",23B1 Josephine Harris Estate,,Merced County,02/1944-03/1953,Monthly,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,57,34.9531,-120.6564,,,"T. 9 N., R. 32 W.","['T. 9 N., R. 32 W.']",Well 7N1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9531,-120.6564,,,"T. 9 N., R. 32 W.","['T. 9 N., R. 32 W.']",Well 17G1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9531,-120.6564,,,"T. 9 N., R. 32 W.","['T. 9 N., R. 32 W.']",Well 18H1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9561,-120.6589,,,"T. 9 N., R. 33 W.","['T. 9 N., R. 33 W.']",Well 2A1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9561,-120.6589,,,"T. 9 N., R. 33 W.","['T. 9 N., R. 33 W.']",Well 3N1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9561,-120.6589,,,"T. 9 N., R. 33 W.","['T. 9 N., R. 33 W.']",Well 6K2,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9561,-120.6589,,,"T. 9 N., R. 33 W.","['T. 9 N., R. 33 W.']",Well 8H1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 7P1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well R1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 18G1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 19B1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 20H1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well L1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 21F5,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 27G1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well K2,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 28A1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 30G1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well H1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well M1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well R1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,57,34.9608,-120.6611,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 33H1,Santa Barbara County,,01/2022-12/2022,Monthly,"Unknown (based on context, likely feet or meters)",Groundwater,"['Well', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'October', 'November', 'December']"
sb3,59,34.9596,-120.4447,,,"T. 9 N., R. 32 W.","['T. 9 N., R. 32 W.']",Valerio Tognazzini Well,Santa Barbara,Santa Barbara,04/44-10/51,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Use', 'Altitude', 'Ir']"
sb3,59,34.9596,-120.4447,,,"T. 9 N., R. 32 W.","['T. 9 N., R. 32 W.']",J. A. Waugh Well,Santa Barbara,Santa Barbara,04/43-10/60,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Dm']"
sb3,59,34.9596,-120.4447,,,"T. 9 N., R. 32 W.","['T. 9 N., R. 32 W.']",M. L. Gracia Well,Santa Barbara,Santa Barbara,12/58-12/50,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9571,-120.4372,,,"T. 9 N., R. 33 W.","['T. 9 N., R. 33 W.']",Francis J. Calderon Well,Santa Barbara,Santa Barbara,06/41-06/60,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9556,-120.4302,,,"T. 9 N., R. 34 W.","['T. 9 N., R. 34 W.']",City of Santa Maria Well,Santa Barbara,Santa Barbara,06/37-12/60,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Un']"
sb3,59,34.9556,-120.4302,,,"T. 9 N., R. 34 W.","['T. 9 N., R. 34 W.']",Associated Oil Co. Well,Santa Barbara,Santa Barbara,03/42-08/57,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Un']"
sb3,59,34.9556,-120.4302,,,"T. 9 N., R. 34 W.","['T. 9 N., R. 34 W.']",Richfield Oil Corp. Well,Santa Barbara,Santa Barbara,03/58-07/59,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Dm']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",P. T. Bonetti Well,Santa Barbara,Santa Barbara,09/58-10/51,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Francis J. Calderon Well,Santa Barbara,Santa Barbara,02/42-09/57,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Un']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",La Brea Securities Co. Well,Santa Barbara,Santa Barbara,07/43-04/51,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Owen T. Rice Well,Santa Barbara,Santa Barbara,09/43-07/60,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",M. J. Santos Well,Santa Barbara,Santa Barbara,08/38-12/50,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Francis J. Calderon Well,Santa Barbara,Santa Barbara,01/42-07/59,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Un']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Frank Donovan Well,Santa Barbara,Santa Barbara,11/58-10/60,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Un']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",L. H. Adam Well,Santa Barbara,Santa Barbara,07/38-07/51,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'S, Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Newhall Land Co. Well,Santa Barbara,Santa Barbara,06/58-12/50,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Joe Soars Well,Santa Barbara,Santa Barbara,07/38-09/51,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Lillian Cook Well,Santa Barbara,Santa Barbara,01/53-07/60,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ps']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Hancock Oil Co. Well,Santa Barbara,Santa Barbara,01/53-07/58,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Id']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Sheehy Bros. Well,Santa Barbara,Santa Barbara,01/53-10/60,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Ir']"
sb3,59,34.9672,-120.4379,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",E. L. Sargent Well,Santa Barbara,Santa Barbara,01/47-10/59,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Well', 'Depth', 'Dm, S']"
sb3,61,34.9533,-120.4575,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']","T. 10 N., R. 34 W.",,Santa Barbara,01/01/2022-12/31/2022,Monthly,Feet,Groundwater,"['Well', 'Feet']"
sb3,61,34.9533,-120.4675,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']","T. 10 N., R. 35 W.",,Santa Barbara,01/01/2022-12/31/2022,Monthly,Feet,Groundwater,"['Well', 'Feet']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 2R1,,Santa Barbara County,06/43-12/57,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 4R1,,Santa Barbara County,03/45-11/60,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 6N1,,Santa Barbara County,04/43-10/60,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 9F1,,Santa Barbara County,04/44-10/57,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well L2,,Santa Barbara County,03/48-10/60,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 14E2,,Santa Barbara County,01/42-10/57,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 20H1,,Santa Barbara County,03/45-08/56,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 22R1,,Santa Barbara County,03/45-01/58,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 23H1,,Santa Barbara County,04/43-11/59,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 24K2,,Santa Barbara County,06/46-07/60,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well K3,,Santa Barbara County,01/47-03/48,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 34 W.']",Well 29N1,,Santa Barbara County,03/58-11/58,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level', 'Lowest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']",Well 7F1,,Santa Barbara County,12/43-07/56,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']",Well G3,,Santa Barbara County,02/44-06/58,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']",Well 9F1,,Santa Barbara County,05/42-08/57,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']",Well N1,,Santa Barbara County,04/45-10/59,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']",Well 12M1,,Santa Barbara County,01/24-10/60,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']",Well 21B1,,Santa Barbara County,02/44-08/55,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level']"
sb3,63,34.9533,-120.4375,,,Santa Maria Valley,"['T. 10 N., R. 35 W.']",Well 24B1 Union Sugar Co.,,Santa Barbara County,02/44-09/55,Yearly,feet,Groundwater,"['Depth', 'Use', 'Altitude', 'Year', 'Highest water level']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 34 W.",['T. 11 N. R. 34 W.'],19Q1,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 34 W.",['T. 11 N. R. 34 W.'],30Q1,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 34 W.",['T. 11 N. R. 34 W.'],34J2,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 35 W.",['T. 11 N. R. 35 W.'],20E1,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 35 W.",['T. 11 N. R. 35 W.'],25H1,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 35 W.",['T. 11 N. R. 35 W.'],26M2,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 35 W.",['T. 11 N. R. 35 W.'],28M1,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 35 W.",['T. 11 N. R. 35 W.'],33G1,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,65,34.9683,-120.4309,,,"T. 11 N., R. 35 W.",['T. 11 N. R. 35 W.'],35A1,Santa Barbara County,,01/01/2022-12/01/2022,Monthly,feet or meters (context-dependent),Groundwater,"['Well', 'feet', 'meters']"
sb3,67,34.9506,-120.4542,,,Santa Maria Valley,"['T. 11 N., R. 34 W.']",Frank Silva,Santa Barbara,Santa Barbara,01-47-1947 to 09-60,Monthly,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Depth', 'Altitude', 'Highest water level', 'Lowest water level']"
sb3,67,34.9506,-120.4542,,,Santa Maria Valley,"['T. 11 N., R. 34 W.']",Mary Bolton,Santa Barbara,Santa Barbara,05-41-1930 to 10-60,Monthly,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Depth', 'Altitude', 'Highest water level', 'Lowest water level']"
sb3,67,34.9506,-120.4542,,,Santa Maria Valley,"['T. 11 N., R. 34 W.']",L. O. Fox,Santa Barbara,Santa Barbara,11-58-1955 to 11-55,Monthly,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Groundwater,"['Depth', 'Altitude', 'Highest water level', 'Lowest water level']"
