id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,data_source,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review
56403,463,,,33.7418,-117.8666,"Santa Ana, CA",['[Not Provided]'],"SANTA ANA RIVER AT SANTA ANA, CA",,Orange County,10/01/1974-09/30/1975,Monthly,"{'Sieve Diameter': 'MM', '% Finer Than': None}",Surface Bed Material,"['SANTA ANA RIVER', 'PARTICLE-SIZE DISTRIBUTION', 'SURFACE BED MATERIAL']",main,56403_463,33.7418,-117.8666,,Surface Bed Material,1974,1975,"[1974, 1975]",EXACT_RANGE,,False
5647,173,,,,,,,,,,,,,,,main,5647_173,,,,MISSING,,,,UNPARSED,,True
70232242,46,,,40.08694,-105.58833,"500 m east of Mitchell Lake, 3.6 km from cirque area at the head of South St. Vrain Creek",[],Mitchell bog,"Boulder County, Colorado",,"11,000-10,000 yr ago",Varies per site,"['meters', 'feet']",Peat Bog Formation,"['peat', 'bog', 'deglaciation']",main,70232242_46,40.08694,-105.58833,,Peat Bog Formation,,,,UNPARSED,no_year_<=1980_found,True
70232242,46,,,40.11667,-105.55167,700 m southeast of the lodge at Stapp Lakes,[],Stapp Lakes Site 5,"Boulder County, Colorado",,"18,930 yr B.P.",Varies per site,"['meters', 'feet']",Peat Bog Formation,"['peat', 'kettle hole']",main,70232242_46,40.11667,-105.55167,,Peat Bog Formation,,,,UNPARSED,no_year_<=1980_found,True
70232242,46,,,40.11444,-105.55944,775 m west-southwest of the lodge at Stapp Lakes,[],Stapp Lakes Site 5,"Boulder County, Colorado",,"10,340 yr B.P.",Varies per site,"['meters', 'feet']",Peat Bog Formation,"['peat', 'glaciofluvial gravel']",main,70232242_46,40.11444,-105.55944,,Peat Bog Formation,,,,UNPARSED,no_year_<=1980_found,True
70232242,46,,,40.08167,-105.54472,300 m west of Red Rock Lake,[],Red Rock Lake Site 6,"Boulder County, Colorado",,"7,085 yr B.P.",Varies per site,"['meters', 'feet']",Peat Bog Formation,"['peat', 'till of Pinedale age']",main,70232242_46,40.08167,-105.54472,,Peat Bog Formation,,,,UNPARSED,no_year_<=1980_found,True
70232242,46,,,40.0775,-105.51944,150 m east of Long Lake,[],Long Lake Site 7,"Boulder County, Colorado",,"5,250 yr B.P.",Varies per site,"['meters', 'feet']",Peat Bog Formation,"['peat', 'till of Pinedale age']",main,70232242_46,40.0775,-105.51944,,Peat Bog Formation,,,,UNPARSED,no_year_<=1980_found,True
2292,121,,,,,,[],"Bored, 6-inch",,,1904-01/01/1904-12/31/1904,Unknown,['inches'],Domestic; stock,"['Bored', 'Steam']",main,2292_121,,,,Domestic; stock,1904,1912,"[1904, 1912]",EXACT_RANGE,,False
2292,121,,,,,,[],"Bored, 7-inch",,,1888-01/01/1888-12/31/1888,Unknown,['inches'],Domestic,"['Bored', 'Hand']",main,2292_121,,,,Domestic,1888,1912,"[1888, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,121,,,,,,[],"Bored, 10-inch",,,1887-01/01/1887-12/31/1887,Unknown,['inches'],Domestic; stock,"['Bored', 'Wind']",main,2292_121,,,,Domestic; stock,1887,1912,"[1887, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,121,,,,,,[],"Bored, 6-inch",,,?1883-01/01/?1883-12/31/?1883,Unknown,['inches'],Stock,"['Bored', 'Wind']",main,2292_121,,,,Stock,1883,1912,"[1883, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,121,,,,,,[],"Bored, 4-inch",,,?1883-01/01/?1883-12/31/?1883,Unknown,['inches'],Domestic,"['Bored', 'Hand']",main,2292_121,,,,Domestic,1883,1912,"[1883, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,121,,,,,,[],"Bored, 4-inch",,,1891-01/01/1891-12/31/1891,Unknown,['inches'],Domestic; stock,"['Bored', 'Wind']",main,2292_121,,,,Domestic; stock,1891,1912,"[1891, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,121,,,,,,[],"Hydraulic, 2-inch",,,1874-01/01/1874-12/31/1874,Unknown,['inches'],Domestic; stock,"['Hydraulic', 'Artesian']",main,2292_121,,,,Domestic; stock,1874,1912,"[1874, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2252,857,35.7143,-119.0569,,,"J. F. Adam's ranch, near the mouth of Lost River",['T41S R11E Sec8'],Tule Lake near Merrill,"Lake County, Oregon (inferred as California context)","Kern County, California",05/17/1904-09/30/1911,Daily,Feet,Lake,"['lake', 'gage height']",main,2252_857,35.7143,-119.0569,,Lake,1904,1911,"[1904, 1909, 1911]",MULTI_YEARS_OR_RANGES,,False
383,153,36.5937,-118.7779,,,"Near Sequoia, Calif.","['NW 1/2 sec. 31, T. 1 S., R. 19 E.']",Lake Eleanor,Fresno County,,"Oct 1, 1918-Sep 30, 1919",Several times a week,inches,Evaporation,"['evaporation', 'precipitation']",main,383_153,36.5937,-118.7779,,Evaporation,1918,1919,"[1918, 1919]",EXACT_RANGE,,False
8375,77,37.8804,-122.4569,,,TIBURON,[],Tiburon Estuarine Station,San Mateo County,,03/10/1976-11/04/1979,24 hours,"{'Temperature': 'Celsius', 'Salinity': 'PSU', 'Chlorophyll': 'mg/m3', 'Ammonia': 'µg/L', 'Nitrate': 'µg/L', 'Nitrite': 'µg/L', 'Phosphate': 'µg/L', 'Silicate': 'µg/L', 'Dissolved Oxygen': 'mL/L'}",Estuarine Water,"['STATION', 'UTM N', 'UTM E', 'INITIAL TEMP', 'SALINITY', 'CHLOROPHYLL', 'AMMONIA', 'NITRATE', 'NITRITE', 'PHOSPHATE', 'SILICATE', 'D-OXYGEN']",main,8375_77,37.8804,-122.4569,,Estuarine Water,1976,1979,"[1976, 1979]",EXACT_RANGE,,False
2809,637,38.6811,-121.7412,,,"About 7.5 miles northeast of Winters, California",['[Unknown]'],9/1E-28P2,Yolo County,Yolo County,01/18/1941-11/13/1951,Variable intervals ranging from years to months,Feet above sea level,Domestic and stock well,"['Domestic and stock well', 'diameter 6 inches', 'depth 29 feet']",main,2809_637,38.6811,-121.7412,,Domestic and stock well,1941,1951,"[1941, 1951]",EXACT_RANGE,,False
2809,637,38.685,-121.7344,,,"About 7.7 miles northeast of Winters, California",['[Unknown]'],9/1E-28Q1,Yolo County,Yolo County,12/20/1929-11/13/1951,Variable intervals ranging from months to years,Feet above sea level,Stock well,"['Stock well', 'diameter 6 inches', 'depth 23 feet']",main,2809_637,38.685,-121.7344,,Stock well,1929,1951,"[1929, 1951]",EXACT_RANGE,,False
2809,637,38.7058,-121.7061,,,"About 5.5 miles northeast of Winters, California",['[Unknown]'],9/1E-31K1,Yolo County,Yolo County,05/10/1932-11/13/1951,Variable intervals ranging from months to years,Feet above sea level,Stock well,"['Stock well', 'diameter 6 inches', 'depth 40 feet']",main,2809_637,38.7058,-121.7061,,Stock well,1932,1951,"[1932, 1951]",EXACT_RANGE,,False
2809,637,38.5358,-121.7453,,,"About 5.5 miles northwest of Davis, California",['[Unknown]'],9/1E-35A1,Yolo County,Yolo County,09/03/1931-11/13/1951,Variable intervals ranging from months to years,Feet above sea level,Stock well,"['Stock well', 'diameter 6 inches']",main,2809_637,38.5358,-121.7453,,Stock well,1931,1951,"[1931, 1951]",EXACT_RANGE,,False
2292,85,34.05,-118.25,,,D -10,"['TR1', 'TR2', 'TR3']",A. Goodwin,,Los Angeles,1884-01-01-1884-12-31,Unknown,feet,,"['Bored, 7-inch', 'Gas']",main,2292_85,34.05,-118.25,,MISSING,1884,1912,"[1884, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,85,34.05,-118.25,,,C -10,"['TR1', 'TR2', 'TR3']",Smith Rancho Co,,Los Angeles,1882-01-01-1882-12-31,Unknown,feet,,['Wind'],main,2292_85,34.05,-118.25,,MISSING,1882,1912,"[1882, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,85,34.05,-118.25,,,C -10,"['TR1', 'TR2', 'TR3']",Smith Rancho Co,,Los Angeles,1885-01-01-1885-12-31,Unknown,feet,,['Not raised'],main,2292_85,34.05,-118.25,,MISSING,1885,1912,"[1885, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,85,33.95,-116.98,,,E -9,"['TR1', 'TR2', 'TR3']",Dean & Braly,,Riverside,1898-01-01-1898-12-31,Unknown,feet,Domestic,['Wind'],main,2292_85,33.95,-116.98,,Domestic,1898,1912,"[1898, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,85,34.05,-118.25,,,B -10,"['TR1', 'TR2', 'TR3']",Gus Hansen,,Los Angeles,1899-01-01-1899-12-31,Unknown,feet,,['Not raised'],main,2292_85,34.05,-118.25,,MISSING,1899,1912,"[1899, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
2292,85,34.05,-118.25,,,A -10,"['TR1', 'TR2', 'TR3']",Mr. Leonard,,Los Angeles,?1882-01-01-?1882-12-31,Unknown,feet,,"['Hydraulic, 2-inch', 'Hand']",main,2292_85,34.05,-118.25,,MISSING,1882,1912,"[1882, 1901, 1912]",MULTI_YEARS_OR_RANGES,,False
1640,392,38.5833,-122.9,38.5833,-122.9,"Near Graton, California",[],LAGUNA DE SANTA ROSA,Sonoma County,Sonoma County,"10/01/1968-09/30/1969, 10/01/1969-09/30/1970",Daily,Feet,Laguna,"['Elevation', 'Feet', 'WATER YEAR']",main,1640_392,38.5833,-122.9,,Laguna,1968,1970,"[1968, 1969, 1970]",MULTI_YEARS_OR_RANGES,,False
583,434,,,38.45,-122.8333,"near Graton, Calif.","['[T. 7 N., R. 9 W., sec. 14]']",Laguna de Santa Rosa,Sonoma County,,10/01/1944-09/30/1945,Daily (with monthly summaries),"{'Contents': 'acre-feet', 'Elevation': 'feet above mean sea level'}",Laguna (natural water channel and overflow basin),"['Santa Rosa Creek', 'Mark West Creek', 'Russian River', 'floods regulator']",main,583_434,38.45,-122.8333,,Laguna (natural water channel and overflow basin),1944,1945,"[1944, 1945]",EXACT_RANGE,,False
3671,48,38.0,-121.9,,,"Sacramento-San Joaquin Delta, Martinez Reservoir",[],Contra Costa Canal,,Contra Costa County,1940-01/1952,Monthly (1952),"{'Dissolved Solids': 'ppm', 'Hardness': 'ppm'}",Canal,"['Contra Costa Canal', 'Sacramento River', 'San Joaquin River', 'Martinez Reservoir', 'dissolved solids concentration']",main,3671_48,38.0,-121.9,,Canal,1940,1952,"[1940, 1952]",EXACT_RANGE,,False
1136,321,,,36.2043,-119.7157,"Near Brownell, Cal.",[],Lower Klamath Lake,"Kings County, California",,01/1907-12/1908,Daily,{'Gage Height': 'feet'},Lake Level,"['gage height', 'feet']",main,1136_321,36.2043,-119.7157,,Lake Level,1907,1912,"[1907, 1908, 1912]",MULTI_YEARS_OR_RANGES,,False
2686,26,,,,,"California Coast, Pacific Ocean",[],Pacific Ocean along the coast of California,,,,,{'Aluminum': 'ug per liter'},Sea Water,"['Aluminum', 'sea water']",main,2686_26,,,,Sea Water,,,,UNPARSED,,True
39449,136,,,,,,,,,,,,,,,main,39449_136,,,,MISSING,,,,UNPARSED,,True
70038392,89,,,38.0,-119.1333,"38°00' N, 119°08' W in NE1 sec. 31, T.2 N., R.26 E.","['T.2 N., R.26 E.']",Mono Lake near Mono Lake,Inyo County,,10/03/1960-09/25/1961,Monthly,feet,Lake Elevation,"['Elevation', 'Feet']",main,70038392_89,38.0,-119.1333,,Lake Elevation,1960,1961,"[1960, 1961]",EXACT_RANGE,,False
2060,133,34.4433,-120.0325,,,About 4.7 miles west-northwest of Buellton,[],"City of Santa Barbara, well 736",Santa Barbara,,,Not provided in the document,,,[],main,2060_133,34.4433,-120.0325,,MISSING,,,,UNPARSED,,True
56414,553,,,41.2834722,-122.3277778,"Near Mt Shasta, California",[],"LAKE SISKIYOU IN WAGON-COLD CREEK ARM, NEAR MT SHASTA",Shasta County,,07/12/1971-09/15/1971,Varies between measurements (often daily),"{'Depth': 'FT', 'Temperature': 'DEG C', 'Dissolved Nitrite Plus Nitrate': 'MG/L', 'Dissolved Ammonia Nitrogen': 'MG/L', 'Organic Nitrogen': 'MG/L', 'Total Kjeldahl Nitrogen': 'MG/L', 'Total Nitrogen': 'MG/L', 'Total Phosphorus': 'MG/L', 'Dissolved Ortho. Phosphorus': 'MG/L', 'Specific Conductance': 'MICKOHSMHOS', 'pH (Units)': None, 'Transparency Secchi Disk': 'IN', 'Dissolved Oxygen': 'MG/L', 'Percent Saturation': None, 'Carbon Dioxide': 'MG/L'}",Lake,"['Chemical Analyses', 'Dissolved Oxygen', 'Nitrogen', 'Phosphorus', 'Specific Conductance']",main,56414_553,41.2834722,-122.3277778,,Lake,1971,1971,[1971],SINGLE_YEAR,,False
1257,105,36.8158,-120.5407,,,"Mendota-Huron area, California",[],Mendota-Huron well,Fresno,,06/01/1951-08/31/1951,Monthly,"{'Temperature': '°F', 'Depth': 'feet'}",Domestic,"['Dom', 'sampling']",main,1257_105,36.8158,-120.5407,,Domestic,1951,1951,[1951],SINGLE_YEAR,,False
9716,15,,,35.54917,-120.79306,200 ft (61 m) upstream from mouth and 5.0 mi (8.0 km) west of Tenpleton.,['Paso de Robles Grant'],"Jack Creek at mouth, near Templeton, CA",San Luis Obispo County,,05/03/1977-10/06/1977,Varies by record period,,,[],main,9716_15,35.54917,-120.79306,,MISSING,1977,1977,[1977],SINGLE_YEAR,,False
9716,15,,,35.54861,-120.79167,250 ft (76 m) downstream from Jack Creek and 4.9 mi (7.9 km) west of Templeton.,['Paso de Robles Grant'],"Paso Robles Creek at York Mountain Road, near Templeton, CA",San Luis Obispo County,,05/03/1977-10/06/1977,Varies by record period,,,[],main,9716_15,35.54861,-120.79167,,MISSING,1977,1977,[1977],SINGLE_YEAR,,False
1137,218,37.3587,-118.3855,37.3587,-118.3855,"Near Bishop, California",,Farmers' canal,Inyo County,Inyo County,01/01/1904-12/31/1904,Daily measurements (January 1 to December 31),"{'Gage_height': 'Feet', 'Discharge': 'Second-feet'}",Canal Discharge,"['Discharge', 'Gage height']",main,1137_218,37.3587,-118.3855,,Canal Discharge,1904,1912,"[1904, 1912]",EXACT_RANGE,,False
3133,38,33.9,-117.3,,,1 4 26,['1 4 26'],Riverside Trust Co,San Bernardino,,Unknown-Unknown,,"{'Elevation_of_surface': 'Feet', 'Elevation_of_water': 'Feet'}",Artesian,"['Wells', 'Irrigation']",main,3133_38,33.9,-117.3,,Artesian,,,,UNPARSED,no_year_<=1980_found,True
3133,38,33.9,-117.1,,,1 4 2,['1 4 2'],Riverside Water Co,San Bernardino,,Unknown-Unknown,,"{'Elevation_of_surface': 'Feet', 'Elevation_of_water': 'Feet', 'Quantity_of_water': 'Sec.-ft'}",Artesian,['Irrigation'],main,3133_38,33.9,-117.1,,Artesian,,,,UNPARSED,no_year_<=1980_found,True
3133,38,34.1,-117.3,,,1 4 26,['1 4 26'],E.D. Meissner,San Bernardino,,1899-Unknown,,"{'Elevation_of_surface': 'Feet', 'Elevation_of_water': 'Feet', 'Depth_to_water': 'Feet', 'Quantity_of_water': 'Sec.-ft'}",Artesian,"['10-inch pipe', '18-inch pipe', 'Plunger pump; 20 gas', 'Irrigation']",main,3133_38,34.1,-117.3,,Artesian,1899,1899,[1899],SINGLE_YEAR,,False
1607,303,,,39.45,-120.65,"Sec. 8, T. 18 N., R. 12 E.","['T. 18 N., R. 12 E., Sec. 8']",Bowman-Spaulding canal at intake,,Placer County,10/01/1927-09/30/1939,Daily,Second-feet,Canal Discharge,"['canal', 'discharge', 'flow', 'irrigation']",main,1607_303,39.45,-120.65,,Canal Discharge,1927,1939,"[1927, 1939]",EXACT_RANGE,,False
4316,17,40.76,-111.874,,,"Salt Lake City, Utah",[],"Surplus Canal at Salt Lake City, Utah",,"Salt Lake County, California (inferred)",01/01/1942-12/31/1968,Annual,cfs,Canal,"['Surplus Canal', 'Salt Lake City']",main,4316_17,40.76,-111.874,,Canal,1942,1968,"[1942, 1968]",EXACT_RANGE,,False
8375,102,37.9384,-122.4895,,,TIBURON,[],TIBURON Station 39,,"Marin County, California",05/20/1976-05/20/1976,24 hours,"{'Temperature': '°C', 'Salinity': None, 'Chlorophyll': 'ug/L', 'Ammonia': None, 'Nitrate': None, 'Nitrite': None, 'Phosphate': None, 'Silicate': None, 'D-Oxygen': 'mg/L'}",Estuarine,"['ESTUARINE STUDIES', 'PRODUCTIVITY DATA', 'TIBURON', 'DARK BOTTLE', 'PHOTIC DEPTH']",main,8375_102,37.9384,-122.4895,,Estuarine,1976,1976,[1976],SINGLE_YEAR,,False
1335,19,39.0,-120.5,,,"Sierra Nevada, Nevada Region",[],Snow,,"Nevada County, California",Not specified,Various dates (specific dates not provided),"{'Concentration': 'per million', 'Thickness': 'inches', 'Depth': 'feet'}",Snow,"['snow', 'icy in patches', 'bunch grass', 'brush', 'powdery snow', 'snow cover continuous', 'melt-water stream']",main,1335_19,39.0,-120.5,,Snow,,,,UNPARSED,,True
70038406,267,38.2875,-122.4021,,,"About 2.75 miles south of Sonoma, California",['5N/5W-30'],Swartz Domestic Well,Yolo County,Yolo County,01/17/1966-12/19/1968,Weekly to Monthly (Based on available dates),Feet below land surface datum (LSD),Domestic,"['domestic well', 'alluvium', 'drilled']",main,70038406_267,38.2875,-122.4021,,Domestic,1966,1968,"[1966, 1968]",EXACT_RANGE,,False
2854,59,,,38.5816,-121.4944,"San Francisco Bay drainage basin, California",,SACRAMENTO RIVER,Sacramento County,,,,['gallons'],River,"['Sacramento River', 'Yuba South Co.', 'Feather River']",main,2854_59,38.5816,-121.4944,,River,,,,UNPARSED,,True
2854,59,,,39.1237,-121.0172,"San Francisco Bay drainage basin, California",,YUBA RIVER,Placer County,,,,['gallons'],River,"['Yuba River', 'South County', 'Pumping']",main,2854_59,39.1237,-121.0172,,River,,,,UNPARSED,,True
2854,59,,,39.7488,-121.2819,"San Francisco Bay drainage basin, California",,FEATHER RIVER,Butte County,,,,['gallons'],River,"['Feather River', 'Oroville']",main,2854_59,39.7488,-121.2819,,River,,,,UNPARSED,,True
2854,59,,,38.627,-121.2946,"San Francisco Bay drainage basin, California",,DEER CREEK,Sacramento County,,,,['gallons'],Stream,"['Deer Creek', 'Combined No system']",main,2854_59,38.627,-121.2946,,Stream,,,,UNPARSED,,True
2854,59,,,39.4756,-121.5281,"San Francisco Bay drainage basin, California",,PUTA CREEK,Butte County,,,,['gallons'],Stream,"['Puta Creek', 'None Storm']",main,2854_59,39.4756,-121.5281,,Stream,,,,UNPARSED,,True
2291,70,34.0522,-118.2437,,,City of Los Angeles,"['A -1', 'A -1', 'A -1', 'A -1']",Domestic,,"Los Angeles County, California",1883-1901-05/01/1883-05/01/1901,,Gallons per minute (gpm) or similar units for water flow,Domestic Not used,"['Domestic', 'irrigation', 'Stock']",main,2291_70,34.0522,-118.2437,,Domestic Not used,1883,1905,"[1883, 1901, 1905]",MULTI_YEARS_OR_RANGES,,False
2060,399,34.1183333,-117.9508333,,,"Sunnyland, California",['[SJP 11]'],JBL 159 -F,,Los Angeles County,"Oct. 2, 1930- Apr. 29, 1942",Prolonged over years with specific dates given for measurements.,unknown,Discharge,"['D', 'S']",main,2060_399,34.1183333,-117.9508333,,Discharge,1930,1942,"[1930, 1942]",EXACT_RANGE,,False
2060,399,34.1183333,-117.9508333,,,"Sunnyland, California",['[SJP 11]'],JBL 159 -H,,Los Angeles County,"Oct. 2, 1930","Single measurement on Oct. 2, 1930",unknown,Discharge,"['Cp', 'L']",main,2060_399,34.1183333,-117.9508333,,Discharge,1930,1930,[1930],SINGLE_YEAR,,False
2060,399,34.1183333,-117.9508333,,,"Sunnyland, California",['[SJP 11]'],JBL 127 -P,,Los Angeles County,"Oct. 2, 1930","Single measurement on Oct. 2, 1930",unknown,Discharge,"['D', 'S']",main,2060_399,34.1183333,-117.9508333,,Discharge,1930,1930,[1930],SINGLE_YEAR,,False
2060,399,34.1183333,-117.9508333,,,"Sunnyland, California",['[SJP 16]'],(JBL 156 -F (SJP 16,,Los Angeles County,"Mar. 19, 1942","Single measurement on Mar. 19, 1942",unknown,Discharge,"['Cp', 'W.']",main,2060_399,34.1183333,-117.9508333,,Discharge,1942,1942,[1942],SINGLE_YEAR,,False
2060,399,34.1183333,-117.9508333,,,"Sunnyland, California",['[SJP 16]'],JBL 156 -0,,Los Angeles County,,,unknown,Discharge,[],main,2060_399,34.1183333,-117.9508333,,Discharge,,,,UNPARSED,,True
2060,399,34.1183333,-117.9508333,,,"Sunnyland, California",['[SJP 16]'],JBL 156 -R (SJP 16,,Los Angeles County,,,unknown,,[],main,2060_399,34.1183333,-117.9508333,,MISSING,,,,UNPARSED,,True
2252,557,,,33.7433,-117.1878,"Near Mentone, California",[],Pacific Light & Power Co.'s canal,Riverside County,,02/13/1905-12/31/1910,Daily to weekly,Sec.-ft.,Canal Discharge,"['Hydrographer', 'Gage height of river', 'Discharge']",main,2252_557,33.7433,-117.1878,,Canal Discharge,1905,1912,"[1905, 1910, 1912]",MULTI_YEARS_OR_RANGES,,False
8375,86,36.9747,-122.03,,,Estuarine Station,[],Station 5,,Santa Cruz,03/23/1976-04/11/1979,9 hours (from 600 to 1500 minutes),"{'Temperature': 'Celsius', 'Salinity': 'psu', 'Chlorophyll': 'ug/L', 'Ammonia': 'mg/L', 'Nitrate': 'mg/L', 'Nitrite': 'mg/L', 'Phosphate': 'mg/L', 'Silicate': 'mg/L', 'D-Oxygen': 'umol/L', 'Photosynthetic Production': 'ug C/m2/d', 'Radiation': 'unitless'}",Estuarine Water,"['Salinity', 'Chlorophyll', 'Ammonia', 'Nitrate', 'Nitrite', 'Phosphate', 'Silicate', 'D-Oxygen']",main,8375_86,36.9747,-122.03,,Estuarine Water,1976,1979,"[1976, 1979]",EXACT_RANGE,,False
1137,231,37.3658,-118.3891,,,"Near Bishop, CA",[],A. O. Collins's Canal,Inyo County,,07/31/1903-12/01/1904,"Varies (Dates of measurements: August 7, 1903 - December 1, 1904)","{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",Canal Discharge,"['Discharge', 'Gage Height', 'Stream Canal']",main,1137_231,37.3658,-118.3891,,Canal Discharge,1903,1912,"[1903, 1904, 1912]",MULTI_YEARS_OR_RANGES,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 12 W.","['T. 4 S., R. 12 W.']","Bouton Lake, south side of",,Los Angeles County,02/12/1942-02/17/1942,1 measurement,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Pond,"['Partial chemical analyses', 'ponds', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Pond,1942,1942,[1942],SINGLE_YEAR,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 12 W.","['T. 4 S., R. 12 W.']",Carson St. at culvert,,Los Angeles County,08/06/1942,1 measurement,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Culvert,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Culvert,1942,1942,[1942],SINGLE_YEAR,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 12 W.","['T. 4 S., R. 12 W.']",0.5 mile west of Lakewood Blvd.; 0.5 ft depth.,,Los Angeles County,12/31/1942,1 measurement,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Pond,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Pond,1942,1942,[1942],SINGLE_YEAR,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 12 W.","['T. 4 S., R. 12 W.']","Sump, 875 ft north of Stearns St. and 270 ft east of Newport Ave.",,Los Angeles County,03/04/1942-12/31/1942,2 measurements,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Sump,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Sump,1942,1942,[1942],SINGLE_YEAR,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 13 W.","['T. 4 S., R. 13 W.']","Pond, 150 ft west of Main St., 0.83 mile north of Carson St.",,Los Angeles County,02/02/1942-01/06/1943,3 measurements,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Pond,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Pond,1942,1943,"[1942, 1943]",EXACT_RANGE,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 13 W.","['T. 4 S., R. 13 W.']","Sump, Oil Operators, Inc., at discharge to Los Angeles River on east bank, 0.26 mile south of 223d St.",,Los Angeles County,01/1941-01/06/1943,3 measurements,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Sump,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Sump,1941,1943,"[1941, 1943]",EXACT_RANGE,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 13 W.","['T. 4 S., R. 13 W.']","Bixby Slough, north of Anaheim St., 0.22 mile west of Figueroa St.; 1 ft below surface.",,Los Angeles County,02/12/1942-01/06/1943,3 measurements,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Slough,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Slough,1942,1943,"[1942, 1943]",EXACT_RANGE,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 13 W.","['T. 4 S., R. 13 W.']","Bixby Slough, south side of Anaheim St., 0.23 mile west of Figueroa St.; 1 ft below surface.",,Los Angeles County,02/12/1942-01/06/1943,2 measurements,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Slough,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Slough,1942,1943,"[1942, 1943]",EXACT_RANGE,,False
2507,323,34.0156,-118.287,,,"T. 4 S., R. 13 W.","['T. 4 S., R. 13 W.']","Pipeline discharge into Bixby Slough, south side of Anaheim St., 0.22 mile west of Figueroa St.",,Los Angeles County,02/12/1942,1 measurement,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C'}",Pipeline Discharge,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,34.0156,-118.287,,Pipeline Discharge,1942,1942,[1942],SINGLE_YEAR,,False
2507,323,33.6875,-117.6862,,,"T. 5 S., R. 11 W.","['T. 5 S., R. 11 W.']","Sump in depression east of well 5/11 -28D1, 700 ft south of Wintersburg Ave. and 850 ft east of Bolsa Chica Ave.; 0.5 ft below surface.",,Orange County,02/13/1942-12/31/1942,2 measurements,"{'Chloride (C1)': 'ppm', 'Soap hardness as CaCO2': 'ppm', 'Specific conductance': 'K x 10 at 25°C', 'Temperature': '°F'}",Sump,"['Partial chemical analyses', 'chemical analysis']",main,2507_323,33.6875,-117.6862,,Sump,1942,1942,[1942],SINGLE_YEAR,,False
