id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review,decade,lat_combined,lon_combined,lat_source_col,lon_source_col,coord_source
70038406,246,34.6667,-120.3333,,,"7N/34W-35F2 S, Valla Brothers",['7N/34W-35F2'],Valla Brothers Drilled Unused Well,,Santa Barbara County,03/02/1966-10/09/1968,1 month to 11 months,Feet Below Land Surface Datum (LSD),Groundwater,"['UNUSED WELL', 'ALLUVIUM']",70038406_246,34.6667,-120.3333,Groundwater,,1966,1968,[1966 1968],EXACT_RANGE,,False,1960,34.6667,-120.3333,inferred_latitude,inferred_longitude,inferred
56086,80,34.4722,-120.0694,34.4722,-120.0694,"Foot of bluff, west side Refugio Creek",[],M. F. Erro Spring,,San Luis Obispo,07/07/1954-09/12/1956,Variable (daily to monthly),"{'Discharge_cubic_feet_per_second': '.0017 to .0044', 'Discharge_gallons_per_minute': '0.75 to 1.97'}",Springs,"['Uncurbed seep', 'Discharge', 'Stock trough']",56086_80,34.4722,-120.0694,Springs,,1954,1956,[1954 1956],EXACT_RANGE,,False,1950,34.4722,-120.0694,actual_latitude,actual_longitude,actual
51002,133,,,34.536111,-119.858333,Above Highway 150,[],UNNAMED CREEK TRIBUTARY TO LOS LAURELES CANYON CREEK,,San Luis Obispo County,10/29/1948-03/06/1951,"Variable intervals between measurements, approximately weekly to monthly","{'Discharge': 'Second-feet and Gals. per second', 'Temperature': '°F'}",Stream Discharge,"['Discharge', 'Temperature', 'Natural stream channel']",51002_133,34.536111,-119.858333,Stream discharge,,1948,1951,[1948 1951],EXACT_RANGE,,False,1940,34.536111,-119.858333,actual_latitude,actual_longitude,actual
593,143,,,34.457222,-119.808333,"Goleta, Calif.",[],San Jose Creek,Santa Barbara County,Santa Barbara County,01/01/1941-09/30/1946,Daily,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet', 'Gage_Height': 'feet'}",Stream Discharge,"['water-stage recorder', 'discharge', 'gage height', 'rating curve', 'logarithmic plotting', 'no flow']",593_143,34.457222,-119.808333,Stream discharge,,1941,1946,[1941 1946],EXACT_RANGE,,False,1940,34.457222,-119.808333,actual_latitude,actual_longitude,actual
52539,12,34.6768,-120.4594,,,"Lompoc plain, California",[],Lompoc Plain Precipitation,,Santa Barbara County,05/01/1957-04/30/1962,Annual (May 1st to April 30th),"{'Precipitation': 'inches', 'Volume_of_Precipitation': 'acre-feet'}",Precipitation,"['rain gages', 'weighted mean annual precipitation', 'acre-feet']",52539_12,34.6768,-120.4594,Precipitation,,1957,1962,[1957 1962],EXACT_RANGE,,False,1950,34.6768,-120.4594,inferred_latitude,inferred_longitude,inferred
70038673,293,,,34.58472,-120.14306,"Lat 34°35'05"", long 120°08'35"", in San Carlos de Jonata Grant, on downstream side of right abutment of Mission Bridge, 25 ft downstream from Alisal Creek, and 0.9 mile south of Solvang",,Santa Ynez River,Santa Barbara County,,10/1967-09/1968,Daily measurements across months,Cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'cubic feet per second', 'gage height']",70038673_293,34.58472,-120.14306,Stream discharge,,1967,1968,[1967 1968],EXACT_RANGE,,False,1960,34.58472,-120.14306,actual_latitude,actual_longitude,actual
51002,43,,,34.50556,-119.80278,"Near Hobo Rock, approximately 200 yards upstream from highway 150",[],UNNAMED CREEK NEAR HOBO ROCK,San Luis Obispo County,,07/20/1948-02/14/1950,Varies,"{'Discharge': ['Second-feet', 'Gals. per min.'], 'Temperature': '°F'}",Stream Discharge,"['stream channel', 'discharge']",51002_43,34.50556,-119.80278,Stream discharge,,1948,1950,[1948 1950],EXACT_RANGE,,False,1940,34.50556,-119.80278,actual_latitude,actual_longitude,actual
1610,143,,,34.5777778,-119.9305556,"Tequepis Grant, half a mile upstream from mouth and 91 miles east southeast of Santa Ynez",[],Santa Cruz Creek near Santa Ynez,Santa Barbara County,,10/01/1942-09/30/1943,Daily,Second-feet,Stream Discharge,"['Discharge', 'Gage-height', 'Second-feet']",1610_143,34.5777778,-119.9305556,Stream discharge,,1942,1943,[1942 1943],EXACT_RANGE,,False,1940,34.5777778,-119.9305556,actual_latitude,actual_longitude,actual
658,174,,,34.669444,-120.455556,"Lat 34°40'10"" long. 120°27'20"", near center of channel on downstream side of H Street Bridge on State Highway 1, 2 miles north of Lompoc, Santa Barbara County.",[],Santa Ynez River,Santa Barbara County,Santa Barbara County,04/01/1947-09/30/1953,Weekly,cubic feet per second (cfs),Stream Discharge,"['water-stage recorder', 'gage height', 'rating curve', 'logarithmic plotting']",658_174,34.669444,-120.455556,Stream discharge,,1947,1953,[1947 1953],EXACT_RANGE,,False,1940,34.669444,-120.455556,actual_latitude,actual_longitude,actual
51002,178,,,34.536111,-120.063889,"Lat. 34°32'10"", long. 120°03'50""",[],U.S. Forest Service Spring,,"Tulare County, California",01/27/1949-04/24/1951,Varies between dates,"{'Discharge': ['Second-feet', 'Gals. per min.'], 'Temperature': ['°F']}",Springs,"['Concrete-curbed spring', 'Discharge']",51002_178,34.536111,-120.063889,Springs,,1949,1951,[1949 1951],EXACT_RANGE,,False,1940,34.536111,-120.063889,actual_latitude,actual_longitude,actual
56411,280,,,34.430278,-119.821111,"La Goleta Grant, on right bank south of Hollister Avenue and Kellogg Road, 0.5 mile southeast of Goleta",[],SAN JOSE CREEK AT GOLETA,Santa Barbara County,,10/01/1971-09/30/1972,Daily,cubic feet per second (cfs),Stream Discharge,"['Discharge', 'cubic feet per second', 'San Jose Creek', 'Gage Height']",56411_280,34.430278,-119.821111,Stream discharge,,1971,1972,[1971 1972],EXACT_RANGE,,False,1970,34.430278,-119.821111,actual_latitude,actual_longitude,actual
3564,16,34.8333,-120.3167,,,Southern California,[],Cachuma,,Santa Barbara County,09/30/1957-09/30/1958,Annual,acre-feet,Reservoir,"['storage', 'capacity']",3564_16,34.8333,-120.3167,Reservoir,,1957,1958,[1957 1958],EXACT_RANGE,,False,1950,34.8333,-120.3167,inferred_latitude,inferred_longitude,inferred
648,166,,,34.628889,-119.861111,"San Marcos Grant, left bank 1.5 miles upstream from Stuke Canyon Creek and 13 miles east of Santa Ynez",,Santa Cruz Creek above Stuke Canyon,Santa Barbara County,,"05/01/1947-11/30/1948, 05/01/1949-09/30/1952",daily (discharge measurements generally made twice a month),"cubic feet per second (cfs), gage height in feet, acre-feet",Stream Discharge,"['discharge', 'gage height', 'flow', 'stream', 'irrigation seasons']",648_166,34.628889,-119.861111,Stream discharge,,1947,1952,[1947 1948 1949 1952],MULTI_YEARS_OR_RANGES,,False,1940,34.628889,-119.861111,actual_latitude,actual_longitude,actual
56361,512,,,34.459167,-119.808056,"La Goleta Grant, near Patterson Avenue bridge in Santa Barbara County, 1.1 mi (1.8 km) downstream from unnamed tributary, and 1.7 mi (2.7 km) northeast of Goleta.",[],SAN JOSE CREEK,Santa Barbara County,Santa Barbara County,01/01/1941-12/31/current year,Daily,"{'Latitude': 'degrees', 'Longitude': 'degrees', 'Discharge': 'cubic feet per second (ft3/s)', 'Gage_Height': 'feet'}",Stream Discharge,"['SAN JOSE CREEK', 'Gage recorder', 'Discharge', 'Acre-feet/year']",56361_512,34.459167,-119.808056,Stream discharge,,1941,,[1941],OPEN_ENDED_IGNORED,,True,1940,34.459167,-119.808056,actual_latitude,actual_longitude,actual
2060,297,34.4236,-119.8481,,,"Carpinteria and Goleta Valleys, Santa Ynez Valley",[],Carpinteria-Guadalcanal Valley Groundwater,Santa Barbara County,Santa Barbara County,07/29/1932-06/10/1934,"Variable, primarily weekly intervals",feet above sea-level datum of 1929,Groundwater,"['water levels', 'feet above sea-level datum of 1929']",2060_297,34.4236,-119.8481,Groundwater,,1932,1934,[1932 1934],EXACT_RANGE,,False,1930,34.4236,-119.8481,inferred_latitude,inferred_longitude,inferred
1630,499,,,34.588611,-120.4075,"On right bank at bridge on Jalama Road, 0.4 mile downstream from E1 Jaro Creek and 4.4 miles southeast of Lompoc.","['W3 sec 24', 'T.6 N. R, 34 W']",Salsipuedes Creek near Lompoc,Santa Barbara County,,01/01/1941-09/30/1970,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Annual Flow': 'acre-feet'}",Stream Discharge,"['Discharge', 'Gage Height', 'Precipitation', 'Stream Flow']",1630_499,34.588611,-120.4075,Stream discharge,,1941,1970,[1941 1970],EXACT_RANGE,,False,1940,34.588611,-120.4075,actual_latitude,actual_longitude,actual
56403,532,34.5,-119.5,,,"At the boundary between Los Angeles and Ventura Counties, California",[],SANTA CLARA RIVER AT LOS ANGELES-VENTURA COUNTY LINE,"Los Angeles, Ventura",,10/01/1975-09/30/1976,Variable (monthly to specific dates),"{'Dissolved Solids': 'tons/day', 'Nitrogen Compounds': 'mg/L', 'Sodium Percent': '%', 'Potassium': 'mg/L', 'Bicarbonate, Carbonate, Alkalinity as CaCO3': 'mg/L', 'Carbon Dioxide, Sulfate, Chloride, Fluoride': 'mg/L'}",Stream Discharge,"['Dissolved Solids', 'Nitrite Plus Nitrate', 'Total Ammonia Nitrogen', 'Organic Nitrogen', 'Kjeldahl Nitrogen', 'Total Nitrogen', 'Sodium Percent', 'Sodium Adsorption Ratio', 'Potassium', 'Bicarbonate', 'Carbonate', 'Alkalinity as CaCO3', 'Carbon Dioxide', 'Dissolved Sulfate', 'Dissolved Chloride', 'Dissolved Fluoride']",56403_532,34.5,-119.5,Stream discharge,,1975,1976,[1975 1976],EXACT_RANGE,,False,1970,34.5,-119.5,inferred_latitude,inferred_longitude,inferred
70038401,276,,,34.524444,-119.686389,"34°31'28"", long 119°41'11"" in southwest portion of Los Padres National Forest, on left bank 700 ft downstream from Gibraltar Dam, and 7 miles north of Santa Barbara, Santa Barbara County.",[],Santa Ynez River Below Gibraltar Dam,Santa Barbara County,,04/1920-09/1967,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",Stream Discharge,"['Santa Ynez River', 'Gibraltar Dam', 'stream discharge', 'discharge records']",70038401_276,34.524444,-119.686389,Stream discharge,,1920,1967,[1920 1967],EXACT_RANGE,,False,1920,34.524444,-119.686389,actual_latitude,actual_longitude,actual
70038669,479,,,34.8836,-120.3492,"Sisquoc, Santa Barbara County, California",,La Brea Creek near Sisquoc,Santa Barbara County,,,,,Stream Discharge,['La Brea Creek'],70038669_479,34.8836,-120.3492,Stream discharge,,,,,UNPARSED,,True,,34.8836,-120.3492,actual_latitude,actual_longitude,actual
2133,42,34.4208,-119.6982,,,"Santa Barbara, California",[],Santa Barbara Tunnel,Santa Barbara County,,01/01/1903-04/30/1903,daily,"{'Mean_head_over_weir': ['feet'], 'Discharge_Second_feet': ['second-feet'], 'Miner_inches': [""miner's inches""], 'Gallons_for_24_hours': ['gallons for 24 hours']}",Stream Discharge,"['weir', 'discharge', 'mean head']",2133_42,34.4208,-119.6982,Stream discharge,,1903,1904,[1903 1904],EXACT_RANGE,,False,1900,34.4208,-119.6982,inferred_latitude,inferred_longitude,inferred
56850,508,34.5,-119.5,,,SANTA CLARA RIVER BASIN,,SANTA CLARA RIVER,LOS ANGELES-VENTURA COUNTY LINE,"LOS ANGELES, VENTURA",12/28/1977-05/17/1978,Monthly (assumed from available dates),% FINER THAN [various sieve diameters],Stream Discharge,"['SUSPENDED SEDIMENT', 'PARTICLE-SIZE DISTRIBUTION']",56850_508,34.5,-119.5,Stream discharge,,1977,1978,[1977 1978],EXACT_RANGE,,False,1970,34.5,-119.5,inferred_latitude,inferred_longitude,inferred
2060,170,34.4247,-119.6982,,,"Southwestern Lompoc, 550 feet north of Olive Street, 0.2 mile west of '0' Street, 15 feet east of dwelling",[],"City of Santa Barbara, well 52. B. Grossi",Santa Barbara County,,1930-05-16 to 1941-04-17,"Varies, with some dates missing specific months or days within the years listed",feet above sea-level datum of 1929,Groundwater,"['ground-water basins', 'well', 'water levels', 'city of Santa Barbara']",2060_170,34.4247,-119.6982,Groundwater,,1930,1941,[1930 1941],EXACT_RANGE,,False,1930,34.4247,-119.6982,inferred_latitude,inferred_longitude,inferred
1325,36,34.6811,-120.4913,,,"Point Arguello, California",[],Lagomarsino No. 1,,Santa Barbara County,09/1954-09/1954,,['feet'],Groundwater,"['oil-test well', 'ground water', 'logged by Intex Oil Co.']",1325_36,34.6811,-120.4913,Groundwater,,1954,1954,[1954],SINGLE_YEAR,,False,1950,34.6811,-120.4913,inferred_latitude,inferred_longitude,inferred
383,84,34.4208,-119.6982,,,"near Santa Barbara, Calif.",[],Santa Ynez River,Santa Barbara County,,01/19/1904-11/24/1904,"Daily measurements with some dates having multiple entries (e.g., Jan. 19, Feb. 9)","{'Gage Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['discharge', 'gage height', 'stream']",383_84,34.4208,-119.6982,Stream discharge,,1904,1911,[1904 1911],EXACT_RANGE,,False,1900,34.4208,-119.6982,inferred_latitude,inferred_longitude,inferred
56361,559,34.7,-120.2,,,,['4N/25W-26A1'],Carpenteria Basin - Moses Mesa Associates Co.,Santa Barbara County,,1975-04-08/1940-01-01,,Feet,Groundwater,"['drilled unused water-table well', 'Casitas Formation of Pleistocene age']",56361_559,34.7,-120.2,Groundwater,,1940,1975,[1940 1975],EXACT_RANGE,,False,1940,34.7,-120.2,inferred_latitude,inferred_longitude,inferred
56361,559,34.7,-120.2,,,,['4N/25W-27Q2'],Carpenteria Basin - A. F. Heimlich,Santa Barbara County,,1975-04-08/1941-01-01,,Feet,Groundwater,"['drilled unused artesian well', 'Casitas Formation of Pleistocene age']",56361_559,34.7,-120.2,Groundwater,,1941,1975,[1941 1975],EXACT_RANGE,,False,1940,34.7,-120.2,inferred_latitude,inferred_longitude,inferred
3058,197,,,34.668333,-120.474722,"near Lompoc, Calif.",[],Santa Ynez River,Santa Barbara County,Santa Barbara County,10/1954-09/1960,Monthly,"{'Discharge': 'cubic feet per second (cfs) and acre-feet', 'Height': 'feet'}",Stream Discharge,"['Santa Ynez River', 'discharge', 'gauge height', 'reservoirs', 'Jameson Lake', 'Gibraltar Reservoir', 'Cachuma Reservoir']",3058_197,34.668333,-120.474722,Stream discharge,,1954,1960,[1954 1960],EXACT_RANGE,,False,1950,34.668333,-120.474722,actual_latitude,actual_longitude,actual
24284,112,,,34.472222,-119.877778,At narrows in Glen Anne Canyon and at damsite of proposed reservoir at end of Tecolote Tunnel About 2.9 miles north of Highway 101.,[],Glen Anne Creek at Damsite,,Monterey County,11/02/1948-12/03/1958,Variable (dates vary with some measurements missing),"{'Discharge': 'gpm', 'Temperature': '°F'}",Stream Discharge,"['Discharge', 'gpm', 'Temperature', 'Temp']",24284_112,34.472222,-119.877778,Stream discharge,,1948,1958,[1948 1958],EXACT_RANGE,,False,1940,34.472222,-119.877778,actual_latitude,actual_longitude,actual
3217,239,,,34.6888889,-120.5847222,"near Lompoc, Calif.",[],Santa Ynez River at Pine Canyon,Santa Barbara County,,10/1941-09/1950,Monthly,"['cubic feet per second', 'acre-feet']",Stream Discharge,"['discharge', 'runoff', 'cubic feet per second']",3217_239,34.6888889,-120.5847222,Stream discharge,,1941,1950,[1941 1950],EXACT_RANGE,,False,1940,34.6888889,-120.5847222,actual_latitude,actual_longitude,actual
3217,239,,,34.6888889,-120.5847222,"near Surf, Calif.",[],"Santa Ynez River at barrier, near Surf",Santa Barbara County,,10/1947-09/1950,Monthly,"['cubic feet per second', 'acre-feet']",Stream Discharge,"['discharge', 'runoff', 'cubic feet per second']",3217_239,34.6888889,-120.5847222,Stream discharge,,1947,1950,[1947 1950],EXACT_RANGE,,False,1940,34.6888889,-120.5847222,actual_latitude,actual_longitude,actual
583,151,,,34.5827777778,-120.4097222222,"near northern edge of San Julian Grant, at highway bridge on Jalama road, just downstream from El Jaro Creek, and 5 miles southeast of Lompoc",,Salsipuedes Creek near Lompoc,Santa Barbara County,,01/01/1941-09/30/1945,Daily,second-feet,Stream Discharge,"['Stream Discharge', 'water-stage recorder', 'gage height']",583_151,34.5827777778,-120.4097222222,Stream discharge,,1941,1945,[1941 1945],EXACT_RANGE,,False,1940,34.5827777778,-120.4097222222,actual_latitude,actual_longitude,actual
810,104,34.6467,-120.4462,34.6467,-120.4462,"Near Lompoc, North A St. and Santa Ynez River",[],"U.S. Geol. Survey, L.H. Schuyler property",Santa Barbara County,Santa Barbara County,1947-01-29 to 1952-12-29,Monthly,feet below land-surface datum,Groundwater,"['Observation water-table well', 'Alluvium', 'Land-surface datum']",810_104,34.6467,-120.4462,Groundwater,,1947,1952,[1947 1952],EXACT_RANGE,,False,1940,34.6467,-120.4462,actual_latitude,actual_longitude,actual
810,104,34.6467,-120.4462,34.6467,-120.4462,Near Lompoc,[],"U.S. Geol. Survey, L.H. Schuyler property",Santa Barbara County,Santa Barbara County,1943-01-29 to 1952-12-28,Monthly,feet below land-surface datum,Groundwater,"['Observation water-table well', 'Alluvium']",810_104,34.6467,-120.4462,Groundwater,,1943,1952,[1943 1952],EXACT_RANGE,,False,1940,34.6467,-120.4462,actual_latitude,actual_longitude,actual
810,104,34.6467,-120.4462,34.6467,-120.4462,"Near Lompoc, North Ave. and A St.",[],Mrs. Susan Van Clief,Santa Barbara County,Santa Barbara County,1941-01-29 to 1952-12-29,Monthly,feet below land-surface datum,Groundwater,"['Irrigation water-table well', 'Alluvium']",810_104,34.6467,-120.4462,Groundwater,,1941,1952,[1941 1952],EXACT_RANGE,,False,1940,34.6467,-120.4462,actual_latitude,actual_longitude,actual
810,104,34.6467,-120.4462,34.6467,-120.4462,Near Lompoc,[],"U.S. Geol. Survey, W.A. Burpee property",Santa Barbara County,Santa Barbara County,1943-01-29 to 1952-12-30,Monthly,feet below land-surface datum,Groundwater,"['Observation water-table well', 'Alluvium']",810_104,34.6467,-120.4462,Groundwater,,1943,1952,[1943 1952],EXACT_RANGE,,False,1940,34.6467,-120.4462,actual_latitude,actual_longitude,actual
810,104,34.6467,-120.4462,34.6467,-120.4462,Near Lompoc,[],"U.S. Geol. Survey, W.H. Sanor property",Santa Barbara County,Santa Barbara County,1945-01-29 to 1952-12-29,Monthly,feet below land-surface datum,Groundwater,"['Observation water-table well', 'Alluvium']",810_104,34.6467,-120.4462,Groundwater,,1945,1952,[1945 1952],EXACT_RANGE,,False,1940,34.6467,-120.4462,actual_latitude,actual_longitude,actual
56850,606,,,34.637777,-120.4255556,"in Canada de Salsipuedes Grant, Santa Barbara County, on left bank 0.5 mi (0.8 km) upstream from State Highway 246, 1.9 mi (3.1 km) east of Lompoc, 1.9 mi (3.1 km) downstream from Salsipuedes Creek, and 12.5 mi (20.1 km) downstream from Lake Cachuma",[],"SANTA YNEZ RIVER AT NARROWS, NEAR LOMPOC",Santa Barbara County,,October 1977-September 1978,daily,cubic feet per second,Stream Discharge,"['water-stage recorders', 'discharge records', 'flow regulated', 'supplementary gage']",56850_606,34.637777,-120.4255556,Stream discharge,,1977,1978,[1977 1978],EXACT_RANGE,,False,1970,34.637777,-120.4255556,actual_latitude,actual_longitude,actual
52982,127,34.555556,-119.927778,34.555556,-119.927778,"Lat. 34°33'20"", long. 119°55'40""",[],T. M. Storke,,San Luis Obispo County,07/20/1948-04/20/1950,"Irregular intervals, primarily monthly","{'Discharge': ['Second-feet', 'Gals. per min.'], 'Temperature': ['Degrees Fahrenheit']}",Springs,"['seep', 'stock tank']",52982_127,34.555556,-119.927778,Springs,,1948,1950,[1948 1950],EXACT_RANGE,,False,1940,34.555556,-119.927778,actual_latitude,actual_longitude,actual
2060,199,34.6889,-120.4686,,,"About 2.5 miles north-northeast of Lompoc, about 700 feet south of farm access road which trends north and west from Rucker Crossing of the Santa Ynez River.",['Not specified'],"City of Santa Barbara, well 31-C",Santa Barbara County,,1930-04-16/1939-09-22,"Varies (Daily, Weekly)",Feet,Groundwater,"['well', 'pump operating', 'water level']",2060_199,34.6889,-120.4686,Groundwater,,1930,1939,[1930 1939],EXACT_RANGE,,False,1930,34.6889,-120.4686,inferred_latitude,inferred_longitude,inferred
2060,199,34.6889,-120.4686,,,"About 2.5 miles north-northeast of Lompoc, about 700 feet south of farm access road which trends north and west from Rucker Crossing of the Santa Ynez River.",['Not specified'],"City of Santa Barbara, well 31-C",Santa Barbara County,,1941-03-08/1941-12-29,Varies (Weekly),Feet below land-surface datum,Groundwater,"['well', 'pump operating', 'water level']",2060_199,34.6889,-120.4686,Groundwater,,1941,1941,[1941],SINGLE_YEAR,,False,1940,34.6889,-120.4686,inferred_latitude,inferred_longitude,inferred
70038675,284,,,34.58917,-119.98778,"Canada de los Pinos Grant, Santa Barbara County",,SANTA YNEZ RIVER NEAR SANTA YNEZ,Santa Barbara County,,10/01/1969-09/30/1970,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Flow Height': 'feet', 'Water Year Total': 'acre-feet'}",Stream Discharge,"['stream discharge', 'gage height', 'cubic feet per second']",70038675_284,34.58917,-119.98778,Stream discharge,,1969,1970,[1969 1970],EXACT_RANGE,,False,1960,34.58917,-119.98778,actual_latitude,actual_longitude,actual
2060,235,34.4203,-119.7094,,,"About 3.2 miles west-northwest of Lompoc, 0.11 mile south of Central Avenue, 0.15 mile east of Douglass Avenue.",['[Not Provided]'],City of Santa Barbara well 106-A,Santa Barbara County,Santa Barbara County,"1930-35, 1941-42",Variable (dates of recording show irregular intervals),feet,Groundwater,"['well', 'pump base', 'water levels']",2060_235,34.4203,-119.7094,Groundwater,,1930,1942,[1930 1935 1941 1942],MULTI_YEARS_OR_RANGES,,False,1930,34.4203,-119.7094,inferred_latitude,inferred_longitude,inferred
2060,235,34.4203,-119.7094,,,"About 3.1 miles west-northwest of Lompoc, 0.75 mile north of State Highway 150 (Ocean Avenue), 750 feet east of Douglass Avenue.",['[Not Provided]'],City of Santa Barbara well 103 (Union Sugar Co. L-11),Santa Barbara County,Santa Barbara County,"1930-35, 1941-42",Variable (dates of recording show irregular intervals),feet,Groundwater,"['well', 'pump base', 'measuring point', 'storage tank']",2060_235,34.4203,-119.7094,Groundwater,,1930,1942,[1930 1935 1941 1942],MULTI_YEARS_OR_RANGES,,False,1930,34.4203,-119.7094,inferred_latitude,inferred_longitude,inferred
2060,351,34.678,-120.459,,,"Camp Cooke Military Reservation, about 6.5 miles west-northwest of Lompoc, California",[],"City of Santa Barbara, well 163-E",Santa Barbara County,Santa Barbara County,10/28/1930-12/4/1934,Monthly (approx.),Feet,Groundwater,"['well', 'water levels', 'sea-level datum']",2060_351,34.678,-120.459,Groundwater,,1930,1934,[1930 1934],EXACT_RANGE,,False,1930,34.678,-120.459,inferred_latitude,inferred_longitude,inferred
2060,351,34.676,-120.46,,,"Camp Cooke Military Reservation, about 6.4 miles west of Lompoc, California",[],"City of Santa Barbara, well 163-F",Santa Barbara County,Santa Barbara County,10/28/1930-03/25/1932,Monthly (approx.),Feet,Groundwater,"['well', 'water levels', 'sea-level datum']",2060_351,34.676,-120.46,Groundwater,,1930,1932,[1930 1932],EXACT_RANGE,,False,1930,34.676,-120.46,inferred_latitude,inferred_longitude,inferred
51831,92,34.530556,-119.863889,34.530556,-119.863889,"Lat. 34°31'50"", long. 119°51'50""",[],S. A. Nash-Bouldan Spring,,Kern County,07/15/1953-06/18/1954,Monthly to Bi-monthly,"{'Discharge_Cubic_Feet_Per_Second': True, 'Discharge_Gallons_Per_Minute': True, 'Temperature_Degrees_Fahrenheit': True}",Springs,"['Seeps', 'Discharge', 'Temperature']",51831_92,34.530556,-119.863889,Springs,,1953,1954,[1953 1954],EXACT_RANGE,,False,1950,34.530556,-119.863889,actual_latitude,actual_longitude,actual
2060,50,34.4312,-119.8448,,,"Goleta Basin, California","['T. 4 N., R. 29 V.', 'T. 5 N., R. 28 W.']",Goleta Basin Wells,Santa Barbara County,,['08/12/1938-10/08/1941'],Monthly (1941),"{'Altitude': 'feet', 'Depth': 'feet', 'Diameter': 'inches'}",Groundwater,"['wells', 'groundwater', 'sand and gravel', 'fine sand']",2060_50,34.4312,-119.8448,Groundwater,,1938,1941,[1938 1941],EXACT_RANGE,,False,1930,34.4312,-119.8448,inferred_latitude,inferred_longitude,inferred
1595,126,34.8986,-120.4303,,,"Water-stage recorder in Suey grant, at highway bridge 1 mile above mouth of Alamos Creek and 10 miles northeast of Santa Maria",[],Cuyama River near Santa Maria,Santa Barbara County,,12/1929-09/1934,Daily,"{'Discharge': 'second-feet', 'Gage Height': 'feet'}",Stream Discharge,"['Cuyama River', 'water-stage recorder', 'discharge', 'gage height']",1595_126,34.8986,-120.4303,Stream discharge,,1929,1934,[1929 1934],EXACT_RANGE,,False,1920,34.8986,-120.4303,inferred_latitude,inferred_longitude,inferred
53412,21,,,34.4208,-119.6982,"Santa Barbara, California",[],Santa Barbara,Santa Barbara County,,1946-09-30 to 1964-09-30,Annual,inches,Precipitation,"['Annual precipitation', 'Santa Barbara']",53412_21,34.4208,-119.6982,Precipitation,,1946,1964,[1946 1964],EXACT_RANGE,,False,1940,34.4208,-119.6982,actual_latitude,actual_longitude,actual
53412,21,34.8,-119.9,,,"Santa Ynez upland basin, California",[],Marre Ranch,,Santa Barbara County,1946-09-30 to 1964-09-30,Annual,inches,Precipitation,"['Santa Ynez upland', 'Marre Ranch']",53412_21,34.8,-119.9,Precipitation,,1946,1964,[1946 1964],EXACT_RANGE,,False,1940,34.8,-119.9,inferred_latitude,inferred_longitude,inferred
53412,21,34.8,-119.9,,,"Santa Ynez upland basin, California",[],Zaca-San Antonio divide,,Santa Barbara County,1946-09-30 to 1964-09-30,Annual,inches,Precipitation,"['Santa Ynez upland', 'Zaca-San Antonio divide']",53412_21,34.8,-119.9,Precipitation,,1946,1964,[1946 1964],EXACT_RANGE,,False,1940,34.8,-119.9,inferred_latitude,inferred_longitude,inferred
53412,21,34.8,-119.9,,,"Santa Ynez upland basin, California",[],Zaca-Foxen divide,,Santa Barbara County,1946-09-30 to 1964-09-30,Annual,inches,Precipitation,"['Santa Ynez upland', 'Zaca-Foxen divide']",53412_21,34.8,-119.9,Precipitation,,1946,1964,[1946 1964],EXACT_RANGE,,False,1940,34.8,-119.9,inferred_latitude,inferred_longitude,inferred
53412,21,34.8,-119.9,,,"Santa Ynez upland basin, California",[],Santa Ynez,,Santa Barbara County,1946-09-30 to 1964-09-30,Annual,inches,Precipitation,"['Santa Ynez upland', 'Santa Ynez']",53412_21,34.8,-119.9,Precipitation,,1946,1964,[1946 1964],EXACT_RANGE,,False,1940,34.8,-119.9,inferred_latitude,inferred_longitude,inferred
733,463,,,34.5888889,-120.4075,"On the right bank at Road, 0.4 mile downstream from El Jaro Creek and 4.4 miles southeast of highway Lompoc.","['T.6 N., R.34 W., sec. 24']",Santa Ynez River,Santa Barbara County,,01/01/1941-09/30/1965,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage height': 'feet'}",Stream Discharge,"['Santa Ynez River Basin', 'Salsipuedes Creek', 'stream discharge', 'cubic feet per second (cfs)', 'gage height']",733_463,34.5888889,-120.4075,Stream discharge,,1941,1965,[1941 1965],EXACT_RANGE,,False,1940,34.5888889,-120.4075,actual_latitude,actual_longitude,actual
733,463,34.640278,-120.439444,,,"Near Lompoc, California.",[],Salsipuedes Creek,Santa Barbara County,,01/01/1941-09/30/1965,Daily and specific event recordings,"{'Discharge': 'cubic feet per second (cfs)', 'Gage height': 'feet'}",Stream Discharge,"['Salsipuedes Creek', 'stream discharge']",733_463,34.640278,-120.439444,Stream discharge,,1941,1965,[1941 1965],EXACT_RANGE,,False,1940,34.640278,-120.439444,inferred_latitude,inferred_longitude,inferred
