id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms
56416,495,39.5,-123.3,,,"Near Dos Rios, California",[],EEL RIVER NEAR DOS RIOS,Mendocino County,,10/01/1972-09/30/1973,Daily,"{'Water_Discharge': 'CFS (cubic feet per second) and CFS-Days', 'Sediment_Discharge': {'Suspended': 'Tons', 'Bedload': 'Tons'}, 'Particle_Size_Distribution_Percentage_Finer_Than': ['0.002 mm', '0.004 mm', '0.008 mm', '0.016 mm', '0.031 mm', '0.062 mm', '0.125 mm', '0.250 mm', '0.500 mm', '1.00 mm', '2.00 mm']}",Stream Discharge,"['water discharge', 'suspended sediment discharge', 'bedload discharge', 'particle-size distribution']"
1610,315,,,39.86666667,-121.23333333,"Water-stage recorder and concrete control, 2,000 feet upstream from outlet of tunnel from Bucks Creek and 6 miles southeast of Storrie.","['SW1 sec. 5, T. 23 N., R. 7 E.']",Grizzly Creek near Storrie,Plumas County,,"12/1929-09/1932,10/1933-09/1943",Daily,Second-feet,Stream Discharge,"['water-stage recorder', 'stream discharge', 'gage height', 'maximum discharge']"
28370,31,,,38.7833,-123.2167,San Francisco Bay Hydrologic Subregion,[],Dry Creek near Cloverdale,Sonoma County,,01/01/1966-12/31/1973,yearly,thermograph records,Stream Discharge,"['thermograph', 'Dry Creek', 'Cloverdale']"
28370,31,,,38.6467,-122.9469,San Francisco Bay Hydrologic Subregion,[],Russian River near Guerneville,Sonoma County,,01/01/1965-12/31/1971,yearly,thermograph records,Stream Discharge,"['thermograph', 'Russian River', 'Guerneville']"
28370,31,,,38.9539,-123.7242,North Coastal Hydrologic Subregion,[],Garcia River near Point Arena,Mendocino County,,"01/01/1964-12/31/1968, 01/01/1970-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'Garcia River', 'Point Arena']"
28370,31,,,39.4331,-123.7869,North Coastal Hydrologic Subregion,[],Noyo River near Fort Bragg,Mendocino County,,"01/01/1967-12/31/1969, 01/01/1971-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'Noyo River', 'Fort Bragg']"
28370,31,,,39.425,-123.7958,North Coastal Hydrologic Subregion,[],Middle Fork Tenmile River near Fort Bragg,Mendocino County,,"01/01/1965, 01/01/1967-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'Middle Fork Tenmile River', 'Fort Bragg']"
28370,31,,,39.2964,-123.005,North Coastal Hydrologic Subregion,[],"Eel River below Scott Dam, near Potter Valley",Mendocino County,,"01/01/1964-12/31/1965, 01/01/1967-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'Eel River', 'Scott Dam', 'Potter Valley']"
28370,31,,,39.29,-123.0006,North Coastal Hydrologic Subregion,[],Potter Valley Powerhouse Tailrace near Potter Valley,Mendocino County,,01/01/1969-12/31/1973,yearly,thermograph records,Stream Discharge,"['thermograph', 'Potter Valley Powerhouse Tailrace', 'Potter Valley']"
28370,31,,,39.2664,-123.0383,North Coastal Hydrologic Subregion,[],South Fork Eel River near Branscomb,Mendocino County,,"01/01/1961-12/31/1965, 01/01/1967-08/31/1968, 1970",yearly,thermograph records,Stream Discharge,"['thermograph', 'South Fork Eel River', 'Branscomb']"
28370,31,,,39.2333,-123.0892,North Coastal Hydrologic Subregion,[],South Fork Eel River at Leggett,Mendocino County,,"01/01/1966-12/31/1969, 01/01/1972-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'South Fork Eel River', 'Leggett']"
28370,31,,,39.2,-123.1189,North Coastal Hydrologic Subregion,[],South Fork Eel River near Miranda,Mendocino County,,"01/01/1964, 01/01/1966-08/31/1968, 01/01/1972-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'South Fork Eel River', 'Miranda']"
28370,31,,,40.4833,-123.9,North Coastal Hydrologic Subregion,[],Eel River at Scotia,Humboldt County,,"01/01/1963-12/31/1964, 01/01/1967-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'Eel River', 'Scotia']"
28370,31,,,40.6667,-123.75,North Coastal Hydrologic Subregion,[],Van Duzen River near Dinsmores,Humboldt County,,"01/01/1966-08/31/1967, 01/01/1971-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'Van Duzen River', 'Dinsmores']"
28370,31,,,40.5333,-123.8,North Coastal Hydrologic Subregion,[],Mad River near Forest Glen,Humboldt County,,"01/01/1962-12/31/1966, 1968, 01/01/1971-12/31/1973",yearly,thermograph records,Stream Discharge,"['thermograph', 'Mad River', 'Forest Glen']"
28370,31,,,41.4667,-122.8333,North Coastal Hydrologic Subregion,[],Klamath River below Iron Gate Dam,Siskiyou County,,01/01/1963-12/31/1973,yearly,thermograph records,Stream Discharge,"['thermograph', 'Klamath River', 'Iron Gate Dam']"
70038401,418,,,38.6980555556,-122.9569444444,"Tzabaco Grant, on left bank pier of bridge, 0.3 mile downstream from Pena Creek and 3 miles west of Geyserville",[],DRY CREEK NEAR GEYSERVILLE,Sonoma County,,10/01/1959-09/30/1967,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Water_Amounts': 'acre-feet'}",Stream Discharge,"['stream discharge', 'gage height', 'cubic feet per second']"
2888,40,,,,,"6 miles southeast of the Eden springs, valley edge",[],San Jacinto Hot Springs,Riverside County,,,,parts per million,Springs,"['sulphureted', 'alkaline', 'mud baths', 'tub baths']"
1630,393,37.3541,-121.9552,,,,[],SANTA CLARA,,Santa Clara County,09/30/1967-08/31/1968,Daily,"['Cubic Feet', 'Cubic Meters']",Stream Discharge,"['DISCHARGE', 'CUBIC']"
22610,34,32.8436,-115.6194,,,10S/6E-9F1,"['10S', '6E', '9F1']",Kovacevich Well,,"Imperial County, CA",,,"{'Altitude': 'feet', 'Perforation_Depth': 'feet', 'Yield': 'gpm', 'Drawdown': 'feet'}",Groundwater,"['Drilled', 'Pacific Coast Drilling Co.', 'casings', 'perforated', 'yield']"
22610,34,32.8436,-115.6194,,,10S/6E-9N1,"['10S', '6E', '9N1']",Fortiner Well,,"Imperial County, CA",,,"{'Altitude': 'feet', 'Perforation_Depth': 'feet', 'Yield': 'gpm', 'Drawdown': 'feet'}",Groundwater,"['Drilled', 'Roscoe Moss', 'casings', 'perforated', 'yield']"
27065,11,38.7131,-121.7255,,,"Above Colusa Trough, near Knights Landing",[],Sacramento River above Colusa Trough at Knights Landing (Site D),,Yolo County,"1960-61,1972-73",,"['ft', 'ft3/s']",Stream Discharge,"['Sacramento River', 'discharge', 'Station number', 'river width', 'river depth']"
27065,11,38.7131,-121.7255,,,"Knights Landing, near Colusa Trough",[],Sacramento River at Knights Landing (Site E),,Yolo County,"1960-61,1972-73",,"['ft', 'ft3/s']",Stream Discharge,"['Sacramento River', 'discharge', 'Station number', 'river width', 'river depth']"
56419,222,,,33.883333,-117.644444,"La Sierra Grant, on left bank of outlet channel, 2,500 ft downstream from axis of Prado Dam, and 4.5 miles west of Corona",[],SANTA ANA RIVER BELOW PRADO DAM,Riverside County,,"05/01/1930-11/30/1939, 03/01/1940-current",Daily,cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'Santa Ana River', 'Prado Dam']"
251,408,34.6026,-112.5754,,,"Roosevelt, Arizona",[],Salt River,,Coconino County,10/01/1911-12/31/1913,Monthly,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['discharge', 'second-feet', 'runoff']"
2559,15,,,,,"California, United States",[],Outlet Creek near Longvale,Trinity County,,05/01/1956-12/31/1963,Annual measurements from 1956 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
2559,15,,,,,"California, United States",[],Black Butte River near Covelo,Mendocino County,,05/01/1958-12/31/1963,Annual measurements from 1958 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
2559,15,,,,,"California, United States",[],"Middle Fork Eel River below Black Butte River, near Covelo",Mendocino County,,01/01/1951-12/31/1963,Annual measurements from 1951 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
2559,15,,,,,"California, United States",[],Williams Creek near Covelo,Mendocino County,,01/01/1961-12/31/1963,Annual measurements from 1961 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
2559,15,,,,,"California, United States",[],South Fork Eel River near Branscomb,Mendocino County,,01/01/1946-12/31/1963,Annual measurements from 1946 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
2559,15,,,,,"California, United States",[],Van Duzen River near Bridgeville,Humboldt County,,"01/01/1911-03/31/1913, 01/01/1939-12/31/1963",Annual measurements from 1911 to 1913 and 1939 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
2559,15,,,,,"California, United States",[],North Fork Mad River near Korbel,Humboldt County,,01/01/1957-12/31/1963,Annual measurements from 1957 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
2559,15,,,,,"California, United States",[],Mad River near Arcata,Humboldt County,,"01/01/1910-03/31/1913, 01/01/1950-12/31/1963",Annual measurements from 1910 to 1913 and 1950 to 1963,Square miles for drainage area,Stream Discharge,"['stream-gaging stations', 'drainage area']"
56418,140,,,33.9677778,-117.4461111,300 ft (91 m) upstream from MWD Crossing,"[""NE&NE&SW's sec. 30, T. 2 S. R. 5 W""]","SANTA ANA RIVER AT MWD CROSSING, NEAR ARLINGTON",Riverside County,Riverside County,10/01/1969-09/30/1974,Irregular intervals with specific dates given for measurements,"{'Discharge': 'CFS (cubic feet per second)', 'Nitrate and Nitrite Concentrations': 'MG/L (milligrams per liter)', 'Organic Carbon': 'G/KG'}",Stream Discharge,"['Specific Conductance', 'Nitrate (N)', 'Nitrite (NO2)', 'Ammonia Nitrogen (N)', 'Total Organic Nitrogen (N)']"
658,322,,,37.816667,-120.0,"near Oakland Recreation Camp, Calif.","['T. 1 S., R. 18 E., SE sec. 29']",South Fork Tuolumne River near Oakland Recreation Camp,,Calaveras County,03/01/1923-09/30/1953,Daily,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second'}",Stream Discharge,"['Discharge', 'Gage Height', 'Flow Measurements']"
1641,424,,,37.8816667,-119.9686111,"Forest, on Lat left 37°52'54"" bank long 119°58'09"", in NW&SW1 sec. 2, T. 1 S. R.18 E.","['NW&SW1 sec. 2', 'T. 1 S. R.18 E.']",Tuolumne River Below Early Intake,Tuolumne County,,10/01/1966-09/30/1970,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Annual_Discharge_Amount': 'acre-feet'}",Stream Discharge,"['Tuolumne River', 'stream discharge', 'gage height', 'discharge table']"
70038394,196,,,39.1906,-122.0479,"At gaging station at north end of Jimeno Grant, downstream from highway bridge at Colusa, Colusa County, and at mile 89.4 upstream from Sacramento.",[],"SACRAMENTO RIVER AT COLUSA, CALIF.",Colusa,,10/01/1963-09/30/1964,Monthly,"{'Discharge': 'cfs (cubic feet per second)', 'Silica': 'ppm', 'Iron': 'ppm', 'Calcium': 'ppm', 'Magnesium': 'ppm', 'Sodium': 'ppm', 'Potassium': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Sulfate': 'ppm', 'Chloride': 'ppm', 'Fluoride': 'ppm', 'Nitrate': 'ppm', 'Boron': 'ppm', 'Dissolved_solids_Parts_per_million': 'ppm', 'Dissolved_solids_Tons_per_acre-foot': 'tons/acre-foot', 'Dissolved_solids_Tons_per_day': 'tons/day', 'Hardness_Calcium_Magnesium': 'as CaCO3', 'Hardness_Noncarbonate': 'as CaCO3', 'Specific_conductance': 'micro-mhos at 25°C', 'pH': ''}",Stream Discharge,"['SACRAMENTO RIVER', 'COLUSA', 'GAGING STATION', 'DISCHARGE']"
70038398,287,,,34.668333,-120.474722,"Right bank at 13th Street crossing, 2.3 miles northwest of Lompoc",[],Santa Ynez River,Santa Barbara County,,10/01/1965-09/30/1966,Daily,Cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'graphic water-stage recorder', 'discharge']"
70038398,287,,,,,"Regulating flow in Santa Ynez River basin for municipal supply to Montecito, Santa Barbara, and Goleta",[],"Jameson Lake, Gibraltar Reservoir, Lake Cachuma",,Santa Barbara County,,,,Reservoir,"['water diverted', 'municipal supply']"
56414,251,,,36.830556,-119.334722,"NW1 sec. 2, T.13 S. R.24 E., Fresno County","['T.13 S. R.24 E., sec. 2']",KINGS RIVER BELOW PINE FLAT DAM,Fresno County,,10/01/1971-09/30/1972,Daily,Celsius (°C),Stream Discharge,"['KINGS RIVER', 'PINE FLAT DAM', 'TEMPERATURE', 'STREAM DISCHARGE']"
3048,398,,,37.858333,-120.633333,"Lat 37°51'30"" long 120°38'00"", in SE1 sec 10, T.1 S., R.12 E.","['T.1 S., R.12 E., SE1 sec 10']",Oakdale Canal near Knights Ferry,San Joaquin,,05/01/1914-09/30/1958,Daily,cubic feet per second (cfs),Stream Discharge,"['canal', 'discharge', 'flow', 'Stanislaus River', 'Goodwin Dam']"
1610,271,,,38.5,-120.2166667,"Below Salt Springs Dam, Calif.","['SW2 sec. 33, T. 8 N., R. 16 E.']",Tiger Creek powerhouse conduit,Calaveras County,,10/01/1942-09/30/1943,Daily,Second-feet,Stream Discharge,"['Discharge', 'Mokelumne River Basin', 'Salt Springs Dam', 'Tiger Creek powerhouse']"
2296,36,,,33.8305,-116.5453,"California, USA",[],Palm Springs,Riverside County,,1889-08-01 to 1904-07-31,Monthly,inches,Precipitation,"['Rainfall', 'Season']"
2296,36,,,33.7158,-116.2165,"California, USA",[],Indio,Riverside County,,1878-08-01 to 1904-07-31,Monthly,inches,Precipitation,"['Rainfall', 'Season']"
2296,36,,,32.7245,-114.6566,"Arizona, USA",[],Yuma,"Yuma County, Arizona",,1884-08-01 to 1904-07-31,Monthly,inches,Precipitation,"['Rainfall', 'Season']"
2248,123,37.7478,-120.8864,,,"Knights Ferry, California",[],Stanislaus River,,Stanislaus County,01/01/1911-12/31/1911,Daily,second-feet,Stream Discharge,"['discharge', 'second-feet', 'Stanislaus River']"
2248,123,37.7478,-120.8864,,,"Knights Ferry, California",[],"Combined Stanislaus River, Stanislaus Water Co.'s canal, and Schell ditch",,Stanislaus County,01/01/1911-12/31/1911,Daily,second-feet,Stream Discharge,"['combined discharge', ""Stanislaus Water Co.'s canal"", 'Schell ditch']"
2246,45,32.7631,-116.9289,,,"Near Dulzura, Calif.",[],Dulzura Conduit,San Diego County,San Diego County,12/01/1909-06/30/1915,Daily,Second-feet,Stream Discharge,"['Dulzura conduit', 'discharge']"
2249,241,,,42.433333,-122.733333,"near Lakeview, Oreg.",[''],Thomas Creek,Jackson County,,01/01/1912-09/30/1912,daily,feet,Stream Discharge,"['Daily gage height', 'Thomas Creek', 'stream discharge']"
2249,241,,,41.716667,-122.433333,"At highway bridge at Fall River Mills, in sec. 31, T. 37 N., R. 5 E.","['T. 37 N., R. 5 E., sec. 31']",Fall River,Siskiyou County,,06/19/1912-05/14/1912,specific dates,"feet for gage height, cubic feet per second (cfs) for discharge",Stream Discharge,"['Discharge measurements', 'Fall River', 'gage height']"
677,477,,,38.865278,-120.426389,"SE sec. 20, T. 12 N., R. 14 E.","['T. 12 N., R. 14 E., SE sec. 20']",Silver Creek at Union Valley,Placer County,,10/01/1924-09/30/1955,Daily,"{'Latitude': 'degrees, minutes, seconds', 'Longitude': 'degrees, minutes, seconds', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Drainage area', 'Discharge', 'Gage height', 'Peak flow', 'Rating curve']"
56414,335,,,40.014444,-120.753056,"Near Genesee, California","['T.25 N., R.11 E., sec 21']",Little Grizzly Creek,Plumas County,Plumas County,08/01/1964-09/30/1972,Daily,°C,Stream Discharge,"['Water temperatures', 'stream discharge']"
614,31,,,32.617222,-116.763889,"near Dulzura, Calif.","['T. 18 S. R. 2 E., SWE sec. 10']",Dulzura conduit,San Diego County,,10/01/1947-09/30/1948,Daily,second-feet,Stream Discharge,"['water-stage recorder', 'Cippoletti weir', 'Dulzura conduit', 'stream discharge']"
658,246,,,36.519444,-118.8,"Potwisha Camp, Calif.","['SE sec. 23, T. 16 S., R. 29 E.']",Marble Fork Kaweah River No. 3 conduit,Tulare County,,03/01/1948-09/30/1953,Daily,cubic feet per second (cfs),Stream Discharge,"['conduit', 'Kaweah River', 'stream discharge']"
2251,72,37.2894,-120.5158,,,"Herndon, California","['T. 7 S., R. 9 E., SW. 1/4 sec. 3']",San Joaquin River at Herndon,,Merced County,10/01/1900-09/30/1901,Monthly,"{'Discharge': 'second-feet', 'Run-off_per_square_mile': 'unitless', 'Depth_in_inches_on_drainage_area': 'inches', 'Total_acre_feet': 'acre-feet'}",Stream Discharge,"['Discharge', 'Run-off', 'Second-feet']"
2251,72,37.5231,-121.0659,,,"Newman, California","['T. 7 S., R. 9 E., SW. 1/4 sec. 3']",San Joaquin River near Newman,,Stanislaus County,04/30/1912-06/12/1912,Various dates in 1912,"{'Gage_height': 'Feet', 'Discharge': 'Sec.-ft'}",Stream Discharge,"['Discharge', 'Gage height']"
1641,540,,,37.876111,-120.603333,"Center of dam on Stanislaus River, 1.9 miles upstream from Goodwin Dam and 5.3 miles northeast of Knights Ferry.","['T.1 S., R.12 E., SW4 sec. 1']",Tulloch Reservoir,Tuolumne County,,11/01/1957-09/30/1970,Daily,"{'Volume': 'acre-feet', 'Elevation': 'feet'}",Reservoir,"['reservoir', 'dam', 'Stanislaus River', 'conservation', 'power']"
1607,218,,,37.833333,-120.0,"Near Buck Meadows, Calif.","['[NW sec. 28, T. 1 S., R. 18 E.]']",Middle Tuolumne River,Calaveras County,,11/01/1916-09/30/1939,Daily,Second-feet,Stream Discharge,"['stream discharge', 'water-stage recorder', 'gage height', 'second-feet']"
56419,346,,,35.57639,-120.99722,"NE sec 21, T.27 S., R.9 San Luis Obispo County, on left bank 4.8 miles east of Cambria","['T.27 S., R.9, NE sec 21']",SANTA ROSA CREEK NEAR CAMBRIA,San Luis Obispo County,,08/1957-09/1971,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",Stream Discharge,"['stream discharge', 'water-stage recorder', 'gage height']"
1640,622,,,41.093056,-122.752778,"NW4SW14 sec. 2, T.37 N., R.8 W., Trinity County, Shasta National Forest","['T.37 N., R.8 W., NW4SW14 sec. 2']",Coffee Creek,Trinity County,,09/1957-09/1966,Daily,cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'discharge measurements', 'gage height']"
70038395,390,,,38.457222,-122.630556,"on left bank 500 ft downstream from highway bridge, 1,500 ft upstream from unnamed tributary, and 4.6 miles east of Santa Rosa",[],Santa Rosa Creek,Sonoma County,,07/1959-09/1965,Daily (records available July 1959 to September 1965),"{'Latitude_Longitude': 'Degrees Decimal Minutes', 'Discharge': 'Cubic Feet per Second (cfs)', 'Water Volume': 'Acre-feet', 'Gage Height': 'Feet'}",Stream Discharge,"['Gage', 'Discharge', 'Rating Curve', 'Floodmarks']"
2252,295,37.3647,-118.3938,37.3647,-118.3938,"Near Bishop, California",[],Bishop Creek,Inyo County,Inyo County,10/26/1906-09/31/1911,Daily,feet,Stream Discharge,"['gage height', 'stream measurements']"
1641,62,,,35.8763,-118.7222,"Buena Vista Lake Basin, California",[],KERN RIVER BELOW ISABELLA DAM,Tulare County,,10/1968-09/1970,daily,"{'Stream Discharge': 'cubic feet per second (CFS)', 'Annual Totals and Averages': 'acre-feet'}",Stream Discharge,"['KERN RIVER', 'ISABELLA DAM', 'DISCHARGE']"
4538,352,,,39.1167,-120.9667,"Just downstream from lower spillway gates, 1 miles downstream from diversion dam on Bear River, and 2 miles northwest of Colfax.","['[15 N., R. 9 E., sec. 28]', '[15 N., R. 9 E., sec. 22]']",Bear River Canal near Colfax,Plumas County,,01/01/1912-09/30/1941,Daily,second-feet,Stream Discharge,"['stream', 'discharge', 'Bear River Canal', 'flow']"
56418,388,,,39.726111,-121.707778,"At gaging station on right bank, 0.7 mi (1.1 km) downstream from Little Butte Creek, and 7.5 mi (12.1 km) east of Chico","['NW&NWW sec.36, T.22 N., R.2 E.']",11390000 BUTTE CREEK NEAR CHICO,Butte County,Butte County,11/13/1973-09/16/1974,Monthly,"{'Temperature': '°C', 'Flow Rate': 'cfs (cubic feet per second)', 'Iron': 'µg/L', 'Manganese': 'µg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L', 'Potassium': 'mg/L', 'Bicarbonate': 'mg/L', 'Carbonate': 'mg/L', 'Caco3': 'mg/L', 'Chloride': 'mg/L', 'Nitrate': 'mg/L', 'Total Nitrogen': 'mg/L', 'Kjeldahl Nitrogen': 'mg/L', 'Phosphorus': 'mg/L', 'Ortho Phosphorus': 'mg/L', 'Dissolved Solids Residue at 180°C': 'mg/L', 'Specific Conductance': 'micro-mhos', 'pH': 'units', 'Turbidity': 'JTU', 'Dissolved Oxygen': 'mg/L', 'Boron': 'µg/L', 'Cadmium': 'µg/L', 'Copper': 'µg/L', 'Lead': 'µg/L', 'Zinc': 'µg/L'}",Stream Discharge,"['Chemical analyses', 'water temperatures', 'dissolved substances']"
3106,297,,,40.7333,-124.2667,"Fort Seward, California",,EEL RIVER AT FORT SEWARD,Humboldt County,,02/04/1968-09/30/1968,Daily to variable intervals within months,"{'Suspended-Sediment Concentration': 'mg/L', 'Turbidity': 'mg/L Silica'}",Stream Discharge,"['Suspended-Sediment Concentration', 'Turbidity']"
3067,605,,,34.9526,-120.4475,"Near Santa Maria, Calif.",[],Cuyama River,Santa Barbara County,,,,,Stream Discharge,['River']
3067,605,,,32.8807,-116.7106,Calif.,[],Cuyamaca Reservoir,San Diego County,,,monthly,,Reservoir,"['Reservoir', 'monthly']"
3067,605,,,34.1512,-118.148,"near Pasadena, Calif.",[],Eaton Creek,Los Angeles County,,,,,Stream Discharge,['Creek']
3067,605,,,34.1358,-118.1316,"near Pasadena, Calif.",[],Eaton Wash,Los Angeles County,,,,,Stream Discharge,['Wash']
3067,605,,,39.2928,-121.1073,"near Phillips, Calif.",[],Echo Lake Conduit,Yuba County,,,,,Irrigation,['Conduit']
3067,605,,,40.8835,-123.1588,"above Dos Rios, Calif.",[],Eel River,Trinity County,,,,,Stream Discharge,['River']
3067,605,,,32.8491,-116.9107,"Calif., San Diego River at",[],El Capitan Dam,San Diego County,,,,,Reservoir,"['Dam', 'River']"
3067,605,,,32.8491,-116.9107,Calif.,[],El Capitan Reservoir,San Diego County,,,monthly,,Reservoir,"['Reservoir', 'monthly']"
3067,605,,,33.6791,-117.6538,"at Elsinore, Calif.",[],Elsinore Lake,Orange County,,,,,Reservoir,['Lake']
3067,605,,,39.7572,-121.0711,"Calif., Yuba River at.",[],Englebright Dam,Plumas County,,,,,Dam,"['Dam', 'River']"
70038669,373,,,38.74972,-123.09111,"NE to NE1 sec. 5, T.10 N., R.11 W.","['T.10 N., R.11 W., Sec. 5']",Dry Creek near Cloverdale,Sonoma County,,10/01/1941-09/30/1963,Monthly,"{'Latitude_Longitude': 'degrees (DMS)', 'Discharge': 'cubic feet per second (cfs) and acre-feet', 'Gage_Height': 'feet'}",Stream Discharge,"['Dry Creek', 'Monthly discharge', 'Gage Water-stage recorder', 'Rating table', 'Discharge']"
56850,366,,,34.2663888889,-117.463055556,"on right bank 50 ft (15 m) upstream from the Atchison, Topeka, and Santa Fe Railway Co. bridge, 150 ft (46 m) upstream from mouth, and 1.1 mi (1.8 km) north of Keenbrook","['T.2 N., R.6 W., sec. 12']",Lone Pine Creek,San Bernardino County,,"12/1919-09/1938,06/1949-current year","Daily measurements recorded with specific timestamps for peak discharges; annual measurements from water years 1921-38, 1950-78","{'Discharge': ['ft3/s', 'm3/s'], 'Gage Height': ['ft', 'm'], 'Area': ['mi2', 'km2'], 'Volume': ['acre-ft/yr', 'hm3/yr']}",Stream Discharge,"['discharge', 'water-stage recorder', 'gauge height', 'slope-area measurement']"
1627,132,36.188,-119.406,36.188,-119.406,"Three Rivers, Calif.","['[TRS, TRS, ...]']",East Fork Kaweah River near Three Rivers,Tulare County,Tulare County,10/01/1953-09/30/1954,Daily,Cubic Feet per Second (cfs),Stream Discharge,"['Combined Discharge', 'East Fork Kaweah River']"
1627,132,36.188,-119.406,36.188,-119.406,"Three Rivers, Calif.","['[TRS, TRS, ...]']",East Fork Kaweah River near Three Rivers,Tulare County,Tulare County,10/01/1954-09/30/1955,Daily,Cubic Feet per Second (cfs),Stream Discharge,"['Combined Discharge', 'East Fork Kaweah River']"
70038402,376,,,39.724,-121.0214,"On left bank 0.1 mile downstream from Little Grass Valley Dam, 0.7 mile downstream from Ice Creek, and 3.5 miles northwest of LaPorte.","['SW1NW1 sec.31, T.22 N., R. E.']",SOUTH FORK FEATHER RIVER BELOW LITTLE GRASS VALLEY DAM,"Plumas County, California",,10/01/1966-09/30/1967,Daily,cubic feet per second (cfs),Stream Discharge,"['discharge', 'stream flow', 'water-year']"
641,456,,,38.7791666667,-122.5166666667,"Guenoc, Calif.",[],Putah Creek,Sonoma County,,"02/01/1904-07/31/1906, 07/01/1930-09/30/1951",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Date Range': 'MM/DD/YYYY-MM/DD/YYYY'}",Stream Discharge,"['Discharge', 'Gage Height', 'Rating Curve']"
56792,227,,,39.505278,-121.684999,"Near Oroville, CA","['SW4NW4 sec. 18, T.19 N., R.3 E.']",Western Canal at Intake,Butte County,,10/01/1967-Current Year,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Cumulative': 'acre-feet/year (acre-ft/yr) and hectometer cubed/year (hm³ /yr)'}",Irrigation,"['Thermalito Afterbay Dam', 'diverted for irrigation']"
22104,217,41.7782,-124.2189,,,"Near Crescent City, California",[],West Branch Mill Creek near Crescent City,Del Norte County,,03/01/1975-06/17/1975,Monthly,"{'Alkalinity': 'mg/L', 'Sulfate': 'mg/L', 'Chloride': 'mg/L', 'Fluoride': 'mg/L', 'Nitrate': 'mg/L', 'Nitrite': 'mg/L', 'Ammonia': 'mg/L', 'Organic Nitrogen': 'mg/L', 'Kjeldahl Nitrogen': 'mg/L', 'Phosphorus': 'mg/L'}",Stream Discharge,"['Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Nitrite', 'Ammonia', 'Organic Nitrogen', 'Kjeldahl Nitrogen', 'Phosphorus']"
22104,217,41.7782,-124.2189,,,"Below Red Alder Campground, near Crescent City, California",[],"West Branch Mill Creek below Red Alder Campground, near Crescent City",Del Norte County,,08/01/1974-03/17/1975,Monthly,"{'Alkalinity': 'mg/L', 'Sulfate': 'mg/L', 'Chloride': 'mg/L', 'Fluoride': 'mg/L', 'Nitrate': 'mg/L', 'Nitrite': 'mg/L', 'Ammonia': 'mg/L', 'Organic Nitrogen': 'mg/L', 'Kjeldahl Nitrogen': 'mg/L', 'Phosphorus': 'mg/L'}",Stream Discharge,"['Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Nitrite', 'Ammonia', 'Organic Nitrogen', 'Kjeldahl Nitrogen', 'Phosphorus']"
