URL,Publication ID,Index ID,Publication type,Publication Subtype,Display title,Title,Series title,Series number,Subseries,Chapter,Sub-chapter,ISSN (online),ISSN (print),ISBN,DOI,Edition,Volume,Issue,Year Published,No Year Published,Language,Publisher,Publisher location,Contributing office(s),Description,Larger Work Type,Larger Work Subtype,Larger Work Title,First page,Last page,Number of Pages,Public Comments,Time Range Start,Time Range End,Conference Title,Conference Location,Conference Date,Country,State,County,City,Other Geospatial,Datum,Projection,Scale,Online Only (Y/N),Additional Online Files(Y/N),Author(s),Editor(s),Compiler(s),Number of Links,ScienceBase URI,CHORUS DOI,CHORUS URL,CHORUS Publisher,CHORUS Authors,CHORUS Journal Name,CHORUS Publication Date,CHORUS Audited On,CHORUS Publicly Accessible Date
https://pubs.usgs.gov/publication/ofr801001,48534,ofr801001,Report,USGS Numbered Series,,"Ground-water levels in selected well fields and in west-central Florida, May 1980",Open-File Report,80-1001,,,,2331-1258,0196-1497,,10.3133/ofr801001,-,,,1980,false,ENGLISH,,,,32 maps ; on 2 sheets 106 x 66 cm.,,,,,,,,,,,,,,,,,,,,,,,"Yobbi, D. K.; Mills, L. R.; Woodham, W. M.",,,2,4f4e4aa8e4b07f02db667610,,,,,,,,
https://pubs.usgs.gov/publication/ofr80204,15319,ofr80204,Report,USGS Numbered Series,,"Ground-water conditions at Beale Air Force Base and vicinity, California",Open-File Report,80-204,,,,2331-1258,0196-1497,,10.3133/ofr80204,-,,,1980,false,ENGLISH,"U.S. Geological Survey,",,,"v, 41 p. ill., maps ;27 cm.",,,,,,,,,,,,,,,,,,,,,,,"Page, R. W.",,,4,4f4e4aafe4b07f02db66d2ef,,,,,,,,
https://pubs.usgs.gov/publication/pp1090,5878,pp1090,Report,USGS Numbered Series,,"Ordovician and Silurian Phi Kappa and Trail Creek formations, Pioneer Mountains, central Idaho: Stratigraphic and structural revisions, and new data on graptolite faunas",Professional Paper,1090,,,,2330-7102,1044-9612,,10.3133/pp1090,,,,1980,false,English,U.S. Geological Survey,,,"Report: vi, 54 p.; 1 Plate: 29.00 x 39.00 inches",,,,,,,,,,,,,United States,Idaho,,,Pioneer Mountains,,,,,,"Dover, James H.; Berry, William B. N.; Ross, Reuben James Jr.",,,3,4f4e4a60e4b07f02db635245,,,,,,,,
https://pubs.usgs.gov/publication/oc99,68766,oc99,Report,USGS Numbered Series,,"Vitrinite reflectance and C1-C7 hydrocarbon data for South Barrow nos. 14, 16, 17, and 19 wells, North Slope, Alaska",Oil and Gas Investigation Chart,99,,,,,,0607824018,10.3133/oc99,,,,1980,false,English,U.S. Geological Survey,"Reston, VA",,HTML,,,,,,,,,,,,,United States,Alaska,,,North Slope,,,0,,,"Magoon, L. B.; Claypool, George E.",,,1,4f4e4a0ee4b07f02db5fdad8,,,,,,,,
https://pubs.usgs.gov/publication/i1074I,65230,i1074I,Report,USGS Numbered Series,,"Ground-water availability in the north part of the Connecticut Valley urban area, central New England",IMAP,1074,,I,,,,,10.3133/i1074I,,,,1980,false,English,U.S. Geological Survey,,,Report: 1 p.; 1 Plate: 31.24 × 49.36 inches,,,,,,,,,,,,,United States,"Connecticut, Massachusetts, New Hampshire, Vermont",,,Connecticut Valley urban area,,,125000,,,"Frimpter, M. H.",,,3,4f4e4ab0e4b07f02db66d3b6,,,,,,,,
https://pubs.usgs.gov/publication/ofr801043,48539,ofr801043,Report,USGS Numbered Series,,"Leasable mineral and waterpower land classification map of the Rawlins quadrangle, Wyoming, Colorado : lands withdrawn, classified, and prospectively valuable for leasable minerals; occurrences of other selected minerals; and lands withdrawn or classified for waterpower and reservoir sites",Open-File Report,80-1043,,,,2331-1258,0196-1497,,10.3133/ofr801043,-,,,1980,false,ENGLISH,,,,2 maps ; 45 x 68 cm.,,,,,,,,,,,,,,,,,,,,,,,"Bateman, Andrew F. Jr.; Allen, Elizabeth G.; Lutz, Gale A.",,,2,4f4e4b1ae4b07f02db6a86a8,,,,,,,,
https://pubs.usgs.gov/publication/ofr801091,48559,ofr801091,Report,USGS Numbered Series,,"Chemical and statistical analyses from a uranium hydrogeochemical and stream-sediment survey in the North Absaroka study area, Park and Sweet Grass Counties, Montana: Part II: Stream sediments",Open-File Report,80-1091,,,,2331-1258,0196-1497,,10.3133/ofr801091,,,,1980,false,English,U.S. Geological Survey,,,"ii, 101 p.",,,,,,,,,,,,,United States,Montana,"Park County, Sweet Grass County",,North Absaroka study area,,,,,,"Suits, Vivian J.; Wenrich-Verbeek, Karen J.",,,2,4f4e49e1e4b07f02db5e4863,,,,,,,,
https://pubs.usgs.gov/publication/wdrWA792,56282,wdrWA792,Report,USGS Numbered Series,,"Water resources data for Washington, water year 1979: Vol. 2 - Eastern Washington",Water Data Report,WA-79-2,,,,,,,10.3133/wdrWA792,,,,1980,false,English,U.S. Geological Survey,,,"x, 314 p.",,,,,,,,,,,,,United States,Washington,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,1,4f4e4ac7e4b07f02db67aebb,,,,,,,,
https://pubs.usgs.gov/publication/wdrWA791,56281,wdrWA791,Report,USGS Numbered Series,,"Water resources data for Washington, water year 1979, Vol. 1 - Western Washington",Water Data Report,WA-79-1,,,,,,,10.3133/wdrWA791,,,,1980,false,English,U.S. Geological Survey,,,"xiii, 433 p.",,,,,,,,,,,,,United States,Washington,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,1,4f4e4ac7e4b07f02db67ae50,,,,,,,,
https://pubs.usgs.gov/publication/ofr801101,48566,ofr801101,Report,USGS Numbered Series,,Behavioral and catastrophic drift of invertebrates in two streams in northeastern Wyoming,Open-File Report,80-1101,,,,2331-1258,0196-1497,,10.3133/ofr801101,-,,,1980,false,ENGLISH,,,,"iii, 13 leaves (one folded) : ill., map ; 28 cm. ",,,,,,,,,,,,,,,,,,,,,,,"Wangsness, David J.; Peterson, David A. davep@usgs.gov",,,1,4f4e4a53e4b07f02db62bb03,,,,,,,,
https://pubs.usgs.gov/publication/wsp2234I,72638,wsp2234I,Report,USGS Numbered Series,,"Benthic communities of the tidal Potomac River and Estuary, Maryland and Virginia, November 1977 through August 1979",Water Supply Paper,2234,,I,,,,,10.3133/wsp2234I,-,,,1980,false,ENGLISH,,,,149 p.,,,,,,149,,,,,,,,,,,,,,,,,"Dresler, P.V.",,,0,4f4e4a53e4b07f02db62b5db,,,,,,,,
https://pubs.usgs.gov/publication/ofr801105,48569,ofr801105,Report,USGS Numbered Series,,"Reassessment of the effects of construction dewatering on ground-water levels in the Cowles Unit, Indiana Dunes National Lakeshore, Indiana : Supplement to Geological Survey Water Resources Investigations 78-138",Open-File Report,80-1105,,,,2331-1258,0196-1497,,10.3133/ofr801105,-,,,1980,false,English,U.S. Geological Survey,"Indianapolis, IN",Indiana Water Science Center,"vi, 50 p. : ill., maps ; 28 cm.",,,,,,,,,,,,,United States,Indiana,,,,,,,N,N,"Gillies, Daniel C.; Lapham, Wayne W.",,,1,4f4e4a55e4b07f02db62c725,,,,,,,,
https://pubs.usgs.gov/publication/wdrNV791,55945,wdrNV791,Report,USGS Numbered Series,,"Water resources data, Nevada, water years 1979",Water Data Report,NV-79-1,,,,,,,10.3133/wdrNV791,-,,,1980,false,ENGLISH,,,,NA,,,,,,,,,,,,,,,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,0,4f4e49f5e4b07f02db5f0e62,,,,,,,,
https://pubs.usgs.gov/publication/wri7921,29535,wri7921,Report,USGS Numbered Series,,"Selected chemical quality characteristics in streams of Kentucky, 1970-1975",Water-Resources Investigations Report,79-21,,,,,,,10.3133/wri7921,,,,1980,false,English,U.S. Geological Survey,"Reston, VA",,1 Plate: 35.75 x 13.85 inches,,,,,,,,,,,,,United States,Kentucky,,,,,,,,,"Santos, J.F.",,,1,4f4e4a09e4b07f02db5fa79f,,,,,,,,
https://pubs.usgs.gov/publication/ofr80208,17976,ofr80208,Report,USGS Numbered Series,,"Hydrology of Jumper Creek Canal basin, Sumter County, Florida",Open-File Report,80-208,,,,2331-1258,0196-1497,,10.3133/ofr80208,,,,1980,false,English,U.S. Geological Survey,,,"v, 41 p.",,,,,,,,,,,,,United States,Florida,Sumter County,,Jumper Creek Canal,,,,,,"Anderson, Warren",,,1,4f4e4acce4b07f02db67e83a,,,,,,,,
https://pubs.usgs.gov/publication/70237112,70237112,70237112,Conference Paper,Conference Paper,,Training the practicing professional at the EROS Data Center — What have we learned?,,,,,,,,,,,,,1980,false,English,American Society of Photogrammetry,,Earth Resources Observation and Science (EROS) Center,7 p.,Book,Conference publication,Technical papers of the American Society of Photogrammetry ACSM-ASP convention,120,126,,,,,ACSM–ASP Convention,"St. Louis, MO","Mar 9-14, 1980",,,,,,,,,,,"Draeger, William C.; Beck, Ronald E.",,,0,,,,,,,,,
https://pubs.usgs.gov/publication/70197809,70197809,70197809,Article,Journal Article,,Tectonic relations of carbon dioxide discharges and earthquakes,Journal of Geophysical Research B: Solid Earth,,,,,,,,10.1029/JB085iB06p03115,,85,6,1980,false,English,American Geophysical Union,,"Geology, Minerals, Energy, and Geophysics Science Center",7 p.,,,,3115,3121,,,,,,,,,,,,,,,,,,"Irwin, W. P.; Barnes, Ivan",,,0,,,,,,,,,
https://pubs.usgs.gov/publication/70199709,70199709,70199709,Article,Journal Article,,Geochemical evidence for water‐rock interaction along the San Andreas and Garlock Faults of California,Journal of Geophysical Research,,,,,,,,10.1029/JB085iB11p06286,,85,B11,1980,false,English,American Geophysical Union,,California Water Science Center,7 p.,,,,6286,6292,,,,,,,,United States,California,,,"San Andreas Fault, Garlock Fault",,,,,,"O'Neil, James R.; Hanks, Thomas C. thanks@usgs.gov",,,0,,,,,,,,,
https://pubs.usgs.gov/publication/70200769,70200769,70200769,Article,Journal Article,,Grooved terrain on Ganymede,Icarus,,,,,,,,10.1016/0019-1035(80)90039-1,,44,2,1980,false,English,Elsevier,,Astrogeology Science Center,21 p.,,,,481,501,,,,,,,,,,,,,,,,,,"Lucchitta, Baerbel K. blucchitta@usgs.gov",,,0,,,,,,,,,
https://pubs.usgs.gov/publication/70181810,70181810,70181810,Book chapter,Book Chapter,,"Surficial deposits, weathering processes, and evolution of an inner Coastal Plain landscape, Augusta, Georgia",,,,,,,,0-913312-49-5 ,,,II,,1980,false,English,American Geological Institute,"Falls Church, VA",,18 p.,Book,,Excursions in Southeastern geology; Volume II,527,544,,,,,,,,United States,Georgia,,,,,,,,,"Newell, Wayne L. wnewell@usgs.gov; Pavich, Milan J. mpavich@usgs.gov; Prowell, David C.; Markewich, Helaine W. helainem@usgs.gov; Neathery, Thorton L.; Frey, Robert W.",,,0,58a4254ae4b0c825128ad4df,,,,,,,,
https://pubs.usgs.gov/publication/70181831,70181831,70181831,Book chapter,Book Chapter,,"Upper Cretaceous and lower Tertiary geology of the Chattahoochee River valley, western Georgia and eastern Alabama",,,,,,,,0-913312-49-5 ,,,II,,1980,false,English,American Geological Institute ,"Falls Church, VA",,79 p.,Book,,Excursions in Southeastern geology,385,463,,,,,,,,,,,,,,,,,,"Reinhardt, Juergen; Gibson, Thomas G.; Neathery, Thorton L.; Frey, Robert W.",,,0,58a4254ae4b0c825128ad4e1,,,,,,,,
https://pubs.usgs.gov/publication/5221633,5221633,5221633,Article,Journal Article,,Transfer of crude oil from contaminated water to bird eggs,Environmental Research,,,,,,,,10.1016/0013-9351(80)90143-7,,22,2,1980,false,English,ScienceDirect,,Patuxent Wildlife Research Center,8 p.,,,,307,314,8,,,,,,,,,,,,,,,,,"Albers, P.H.",,,1,4f4e4a4de4b07f02db626d9e,,,,,,,,
https://pubs.usgs.gov/publication/70120137,70120137,70120137,Book,Conference publication,,"Behavioral responses of wintering bald eagles to human activity on the Skagit River, Washington",,,,,,,,,,,,,1980,false,English,The Nature Conservancy,"Seattle, WA",,11 p.,,,Proceedings of the Washington Bald Eagle Symposium,,,11,,,,Washington Bald Eagle Symposium,"Seattle, WA",1980-06-14T00:00:00,,,,,,,,,,,"Skagen, Susan K. skagens@usgs.gov",,,0,53eb2a54e4b0461e447649b5,,,,,,,,
https://pubs.usgs.gov/publication/70006696,70006696,70006696,Thesis,Thesis,,Re-evaluation of dietary riboflavin requirement of rainbow trout (Salmo gairdneri),,,,,,,,,,,,,1980,false,English,Cornell University,"Ithaca, NY",Leetown Science Center,"ix, 82 p.",,,,,,,,,,,,,,,,,,,,,,,"Hughes, Steven Gerard",,,0,505a9572e4b0c8380cd81a09,,,,,,,,
https://pubs.usgs.gov/publication/70231348,70231348,70231348,Conference Paper,Conference Paper,,Opportunities in remote sensing training for the international scientific community,,,,,,,,,,,1,,1980,false,English,University of Michigan,,Earth Resources Observation and Science (EROS) Center,5 p.,Book,Conference publication,Proceedings of the 14th International Symposium on Remote Sensing of Environment,243,247,,,,,14th International Symposium on Remote Sensing of Environment,"San José, Costa Rica","April 23-30, 1980",,,,,,,,,,,"Draeger, W. C.",,,1,,,,,,,,,
https://pubs.usgs.gov/publication/70175093,70175093,70175093,Article,Journal Article,,"High frequency radar measurements of tidal currents flowing through San Pablo Strait, San Francisco Bay",Limnology and Oceanography,,,,,,,,10.4319/lo.1980.25.5.0929,,25,5,1980,false,English,ASLO,,Pacific Regional Director's Office; San Francisco Bay-Delta,7 p.,,,,929,935,,,,,,,,,,,,,,,,N,N,"Maresca, Joseph W. Jr.; Padden, Robin R.; Cheng, Ralph T.; Seibel, Erwin",,,0,579b2cb0e4b0589fa1c980b3,,,,,,,,
https://pubs.usgs.gov/publication/70208030,70208030,70208030,Article,Journal Article,,"Organic composition of some Upper Cretaceous shale, Powder River Basin, Wyoming",American Association of Petroleum Geologists Bulletin,,,,,,,,10.1306/2F918A68-16CE-11D7-8645000102C1865D,,64,4,1980,false,English,American Association of Petroleum Geologists,,Central Energy Resources Science Center,13 p.,,,,488,500,,,,,,,,United States,Wyoming,,,Powder River Basin,,,,,,"Merewether, E. Allen merewether@usgs.gov; Claypool, G. E.",,,0,,,,,,,,,
https://pubs.usgs.gov/publication/ofr801207,23595,ofr801207,Report,USGS Numbered Series,,"Water-resources investigations, Collier County, Florida",Open-File Report,80-1207,,,,2331-1258,0196-1497,,10.3133/ofr801207,,,,1980,false,English,U.S. Geological Survey,,Caribbean-Florida Water Science Center,"v, 29 p.",,,,,,,,,,,,,United States,Florida,Collier County,,,,,,,,"Klein, Howard",,,1,4f4e49e2e4b07f02db5e4df9,,,,,,,,
https://pubs.usgs.gov/publication/70168790,70168790,70168790,Report,State or Local Government Series,,Ground water resources of Lee County,,80-56,,,,,,,,,,,1980,false,English,Iowa Geological Survey,,Iowa Water Science Center,28 p.,,,,,,28,,,,,,,United States,Iowa,Lee,,,,,,N,N,"Gordon, Donivan L.",,,0,576d0830e4b07657d1a37560,,,,,,,,
https://pubs.usgs.gov/publication/36664,36664,36664,Report,Federal Government Series,,Water resources planning under the Fish and Wildlife Coordination Act,FWS/OBS,80/44,,,,,,,,,,,1980,false,English,U.S. Fish and Wildlife Service,,,"xii, 44 p.",,,,,,,,,,,,,,,,,,,,,,,"Stutzman, Karl F.",,,0,53cd7cd9e4b0b2908510f054,,,,,,,,
https://pubs.usgs.gov/publication/70120140,70120140,70120140,Report,Other Report,,Application of the adaptive environmental assessment methodology to the Truckee-Carson River quality assessment,,,,,,,,,,,,,1980,false,English,"U.S. Fish and Wildlife Service, Western Energy and Land Use Team","Denver, CO",,64 p.,,,,,,64,,,,,,,,,,,,,,,,,"Andrews, A.K.; Ellison, R.A.; Hamilton, David B. hamiltond@usgs.gov; Roelle, J. E.",,,0,53eb2a4ee4b0461e447649a8,,,,,,,,
https://pubs.usgs.gov/publication/70120139,70120139,70120139,Report,Other Report,,Status of fisheries and aquatic habitat: River reach file phase I,,,,,,,,,,,,,1980,false,English,U.S. Fish & Wildlife Service,"Washington, D.C.",,,,,,,,,,,,,,,,,,,,,,,,,"Ischinger, Lee S.",,,0,53eb2a8be4b0461e44764ac3,,,,,,,,
https://pubs.usgs.gov/publication/70120138,70120138,70120138,Report,Other Report,,Lake Creek inflow to Twin Lakes algal growth potential tests,,ASRM 81-2-3,,,,,,,,,,,1980,false,English,U.S. Bureau of Reclamation,"Denver, CO",,7 p.,,,,,,7,,,,,,,,,,,,,,,,,"Campbell, Sharon G.",,,0,53eb2a7de4b0461e44764a54,,,,,,,,
https://pubs.usgs.gov/publication/70236564,70236564,70236564,Article,Journal Article,,Vegetation and terrain mapping of Lake Mead National Recreation Area using LANDSAT digital data,Professional Paper,,,,,,,,,,,,1980,false,English,"Department of Geography and Geology, Indiana State University",,Earth Resources Observation and Science (EROS) Center,22 p.,,,,3,24,,,,,,,,United States,"Arizona, Nevada",,,"Lake Mead, Lake Mead National Recreation Area",,,,,,"Todd, William J.; Gehring, Dale G.",,,0,,,,,,,,,
https://pubs.usgs.gov/publication/70120128,70120128,70120128,Article,Journal Article,,Effects of recreational river traffic on nest defense by longear sunfish,Transactions of the American Fisheries Society,,,,,,,,10.1577/1548-8659(1980)109<248:EORRTO>2.0.CO;2,,109,2,1980,false,English,American Fisheries Society,"Bethesda, MD",,4 p.,Article,Journal Article,Transactions of the American Fisheries Society,248,251,4,,,,,,,,,,,,,,,,,"Mueller, Gordon",,,1,53eb2a6de4b0461e447649fd,,,,,,,,
https://pubs.usgs.gov/publication/70120119,70120119,70120119,Report,Other Report,,Stipulation of instream flow regime in Section 404 permit conditions,,,,,,,,,,,,,1980,false,English,,,,7 p.,,,,389,395,7,,,,,,,,,,,,,,,,,"Henriksen, J.",,,0,53eb2a8ce4b0461e44764ac6,,,,,,,,
https://pubs.usgs.gov/publication/70120118,70120118,70120118,Article,Journal Article,,The quantification and reservation of instream flows,Progress in water technology,,,,,,,,,,43,,1980,false,English,International Association on Water Pollution Research,Oxford,,2 p.,Article,Journal Article,Progress in water technology,129,130,2,,,,,,,,,,,,,,,,,"Milhouse, Robert T.; Grenney, W.J.",,,0,53eb2a90e4b0461e44764adb,,,,,,,,
https://pubs.usgs.gov/publication/70006427,70006427,70006427,Thesis,Thesis,,Biological effects of dietary T-2 toxin on the chick and rainbow trout,,,,,,,,,,,,,1980,false,English,Cornell University,"Ithaca, NY",,128 p.,,,,128,,128,,,,,,,,,,,,,,,,,"Coffin, James Lee",,,0,5059f168e4b0c8380cd4ac4d,,,,,,,,
https://pubs.usgs.gov/publication/70236967,70236967,70236967,Conference Paper,Conference Paper,,Monitoring irrigated land acreage in the Klamath River Basin of Oregon using Landsat imagery,,,,,,,,,,,,,1980,false,English,U. S. Geological Survey,,Earth Resources Observation and Science (EROS) Center,7 p.,Book,Conference publication,Identifying irrigated lands using remote sensing techniques: State of the art: Symposium proceedings,64,70,,,,,Identifying irrigated lands using remote sensing techniques: State of the art,"Downtown Holiday Inn, Sioux Falls, South Dakota, United States","November 15-16, 1979",United States,Oregon,,,Klamath River basin,,,,,,"Draeger, William C.",,,0,,,,,,,,,
https://pubs.usgs.gov/publication/70120203,70120203,70120203,Book chapter,Book Chapter,,Technical considerations in water quality management,,,,,,,,,,,,,1980,false,English,Ann Arbor Science,"Ann Arbor, MI",,12 p.,Book,Other Government Series,"Water quality administration, a focus on Section 208",29,40,12,,,,,,,,,,,,,,,,,"Milhous, Robert T.","Lamb, Berton L.",,0,53ec7bd3e4b02bf5a76740b8,,,,,,,,
https://pubs.usgs.gov/publication/70176100,70176100,70176100,Report,State or Local Government Series,,"Water-level, recharge, discharge, specific-capacity, well-yield, and aquifer-test data for the Edwards aquifer in the San Antonio area, Texas",Texas Department of Water Resources Report,LP-133,,,,,,,,,,,1980,false,English,Texas Department of Water Resources,,Texas Water Science Center,83 p.,,,,,,,,,,,,,,,,,,,,,N,N,"Maclay, R. W.; Small, T. A.; Rettman, P.L.",,,1,57c016d1e4b0f2f0ceb8737c,,,,,,,,
https://pubs.usgs.gov/publication/70012382,70012382,70012382,Article,Journal Article,,"Mixing models and ionic geothermometers applied to warm (up to 60°C) springs: Jordan Rift Valley, Israel",Journal of Hydrology,,,,,,,,10.1016/0022-1694(80)90002-5,,45,1-2,1980,false,English,Elsevier,,,19 p.,,,,1,19,,,,,,,,,,,,,,,,N,N,"Mazor, E.; Levitte, D.; Truesdell, A.H.; Healy, J.; Nissenbaum, A.",,,0,505a5b86e4b0c8380cd6f5fb,,,,,,,,
https://pubs.usgs.gov/publication/1000290,1000290,1000290,Article,Journal Article,,"Changes in mortality of lake trout (<i>Salvelinus namaycush</i>) in Michigan waters of Lake Superior in relation to sea lamprey (<i>Petromyzon marinus</i>) predation, 1968-78",Canadian Journal of Fisheries and Aquatic Sciences,,,,,,,,10.1139/f80-247,,37,11,1980,false,English,NRC Research Press,,Great Lakes Science Center,11 p.,,,,2063,2073,,,,,,,,,,,,,,,,N,N,"Pycha, Richard L.",,,0,4f4e49e3e4b07f02db5e5519,,,,,,,,
https://pubs.usgs.gov/publication/wri80101,27573,wri80101,Report,USGS Numbered Series,,Ground water in the Springfield-Salem plateaus of southern Missouri and northern Arkansas,Water-Resources Investigations Report,80-101,,,,,,,10.3133/wri80101,,,,1980,false,English,U.S. Geological Survey,,,"iv, 66 p.",,,,,,,,,,,,,United States,"Arkansas, Missouri",,,Springfield-Salem plateaus,,,,,,"Harvey, Edward Joseph",,,2,4f4e4ab0e4b07f02db66d839,,,,,,,,
https://pubs.usgs.gov/publication/wri8012,27352,wri8012,Report,USGS Numbered Series,,"Water quality of Tampa Bay, Florida, June 1972 - May 1976",Water-Resources Investigations Report,80-12,,,,,,,10.3133/wri8012,,,,1980,false,English,U.S. Geological Survey,,,"vi, 49 p.",,,,,,,,,,,,,United States,Florida,,,Tampa Bay,,,,,,"Goetz, Carole L.; Goodwin, Carl R.",,,2,4f4e49f5e4b07f02db5f10f7,,,,,,,,
https://pubs.usgs.gov/publication/70195900,70195900,70195900,Report,State or Local Government Series,,"Ground-water data for Billings, Golden Valley, and Slope Counties, North Dakota",North Dakota Geological Survey Bulletin,72,,,,,,,,,,,1980,false,English,North Dakota Geological Survey; North Dakota State Water Commission,,Dakota Water Science Center; North Dakota Water Science Center,241 p.,,,,,,,"North Dakota State Water Commission County Ground-Water Studies 29, pt. II, and North Dakota Geological Survey Bulletin 72, pt. II",,,,,,,,,,,,,,,,"Anna, L. O.",,,0,5aff476ce4b0da30c1bfdb71,,,,,,,,
https://pubs.usgs.gov/publication/70195890,70195890,70195890,Report,State or Local Government Series,,"Ground-water resources of Morton County, North Dakota",North Dakota Geological Survey Bulletin,72,,,,,,,,,,,1980,false,English,North Dakota Geological Survey; North Dakota State Water Commission,,Dakota Water Science Center; North Dakota Water Science Center,51 p.,,,,,,,"North Dakota State Water Commission County Ground-Water Studies 27, pt. III, and North Dakota Geological Survey Bulletin 72, pt. III",,,,,,,,,,,,,,,,"Ackerman, D. J.",,,0,5aff476ce4b0da30c1bfdb73,,,,,,,,
https://pubs.usgs.gov/publication/70181763,70181763,70181763,Conference Paper,Conference Paper,, Air supersaturation in surface water: a continuing engineering and biological problem,,,,,,,,,,,,,1980,false,English,,,Western Fisheries Research Center,,Book,Conference publication,Proceedings of the symposium on surface water impoundments ASCE,,,,,,,Symposium on surface water impoundments ASCE,"Minneapolis, MN"," June 2-5, 1980",,,,,,,,,,,"Bouck, G.R.",,,0,58a2d3c3e4b0c82512869a36,,,,,,,,
https://pubs.usgs.gov/publication/70175595,70175595,70175595,Report,State or Local Government Series,,"Chemical and physical characteristics of water in estuaries of Texas, October 1974-September 1975",Texas Department of Water Resources Report,245,,,,,,,,,,,1980,false,English,Texas Department of Water Resources,,Texas Water Science Center,291 p.,,,,,,,,,,,,,,,,,,,,,N,N,"Lind, W. B.",,,0,57b58ac1e4b03bcb0104bb76,,,,,,,,
https://pubs.usgs.gov/publication/70175086,70175086,70175086,Article,Journal Article,,The behavior of <sup>14</sup>C and <sup>13</sup>C in estuarine water: Effects of In situ CO<sub>2</sub> production and atmospheric exchange,Radiocarbon,,,,,,,,10.1017/S0033822200010018,,22,3,1980,false,English,The American Journal of Science,,Pacific Regional Director's Office; San Francisco Bay-Delta,8 p.,,,,647,654,,,,,,,,,,,,,,,,N,N,"Spiker, Elliott C.",,,0,579b2cb5e4b0589fa1c980df,,,,,,,,
https://pubs.usgs.gov/publication/70142195,70142195,70142195,Article,Journal Article,,Resolving the percentage of component terrains within single resolution elements,Photogrammetric Engineering and Remote Sensing,,,,,,,,,,46,8,1980,false,English,American Society of Photogrammetry and Remote Sensing,,Earth Resources Observation and Science (EROS) Center,8 p.,,,,1079,1086,,,,,,,,,,,,,,,,N,N,"Marsh, S.E.; Switzer, P.; Kowalik, William S.",,,0,54f597cce4b02419550d2f4f,,,,,,,,
https://pubs.usgs.gov/publication/ofr801029,13364,ofr801029,Report,USGS Numbered Series,,"Geophysical, lithologic, and water-quality data from Superior Dry Lake, San Bernardino County, California",Open-File Report,80-1029,,,,2331-1258,0196-1497,,10.3133/ofr801029,,,,1980,false,English,U.S. Geological Survey,,,1 Plate: 27.54 x 24.86 inches,,,,,,,,,,,,,United States,California,San Bernardino County,,Superior Dry Lake,,,,,,"Dockter, Roger D.",,,2,4f4e4ac7e4b07f02db67b3b8,,,,,,,,
https://pubs.usgs.gov/publication/70012570,70012570,70012570,Article,Journal Article,,Satellite remote sensing of water turbidity,Hydrological Sciences Bulletin,,,,,,,,10.1080/02626668009491950,,25,4,1980,false,English,Taylor & Francis,,Earth Resources Observation and Science (EROS) Center,15 p.,,,,407,421,,,,,,,,,,,,,,,,N,N,"Moore, Gerald K.",,,0,505b86e5e4b08c986b3161b9,,,,,,,,
https://pubs.usgs.gov/publication/96324,96324,96324,Report,Other Report,,Rearing Pacific salmon in saltwater ponds fertilized with domestic wastewater; data report -- June 1979-May 1980,,,,,,,,,,,,,1980,false,English,"Humboldt State Univeristy, Dept. of Fisheries Biology Wastewater Aquaculture Project","Arcata, CA",Western Ecological Research Center,"iii, 75 p.",,,,,,,,,,,,,,,,,,,,,,,"Allen, G.H.; Hedgepeth, J.; Pandozzi, J.; Jennings, M.",,,0,4f4e4a7ee4b07f02db64863d,,,,,,,,
https://pubs.usgs.gov/publication/1000278,1000278,1000278,Article,Journal Article,,Toxicity of arsenic and PCBs to fry of deepwater ciscoes (<i>Coregonus</i>),Bulletin of Environmental Contamination and Toxicology,,,,,,,,10.1007/BF01608151,,24,5,1980,false,English,Springer,,Great Lakes Science Center,8 p.,,,,527,534,,,,,,,,,,,,,,,,N,N,"Passino, Dora R. May; Kramer, Janet Matsumoto",,,0,4f4e4a4ee4b07f02db628051,,,,,,,,
https://pubs.usgs.gov/publication/1001204,1001204,1001204,Article,Journal Article,,Net-firing gun for capturing breeding waterfowl,Journal of Wildlife Management,,,,,,,,,,44,4,1980,false,English,,,Northern Prairie Wildlife Research Center,2 p.,Article,Journal Article,Journal of Wildlife Management,895,896,,,,,,,,,,,,,,,,,,"Mechlin, L.M.; Shaiffer, C.W.",,,0,4f4e4affe4b07f02db697ad7,,,,,,,,
https://pubs.usgs.gov/publication/ofr80441,46216,ofr80441,Report,USGS Numbered Series,,"Maps showing hydrologic conditions in the San Francisco River area, Greenlee County, Arizona, 1978: A reconnaissance study",Open-File Report,80-441,,,,2331-1258,0196-1497,,10.3133/ofr80441,WRI/OFR,,,1980,false,English,U.S. Geological Survey,,,2 Plate: 27.50 × 33.00 inches and 27.92 × 33.53 inches,,,,,,,,,,,,,United States,Arizona,Greenlee county,,San Francisco River area,,,,,,"Mann, Larry J.",,,3,4f4e4a19e4b07f02db605ad4,,,,,,,,
