doc_id,page_number,table_number,water_type_final,county_spatial,actual_county,inferred_county,llm_ca_counties,consistency
641,81,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
641,81,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
641,82,1,Stream Discharge,Tulare,,Tulare County,tulare,match
641,83,1,Stream Discharge,Riverside,Riverside County,,riverside,match
641,84,1,Stream Discharge,Riverside,Riverside County,,riverside,match
641,84,2,Stream Discharge,Riverside,Riverside County,,riverside,match
641,85,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
641,85,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
641,85,3,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
641,85,4,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
641,86,1,Stream Discharge,Riverside,Riverside County,,riverside,match
641,87,1,Stream Discharge,Orange,Orange County,,orange,match
641,88,1,Stream Discharge,Riverside,Riverside County,,riverside,match
641,89,1,Stream Discharge,Riverside,Riverside County,,riverside,match
641,90,1,Stream Discharge,Los Angeles,Los Angeles,,los angeles,match
641,91,1,Stream Discharge,San Bernardino,Los Angeles County,Los Angeles County,los angeles,mismatch
641,92,1,Stream Discharge,Riverside,Riverside County,,riverside,match
641,92,2,Stream Discharge,Riverside,Riverside County,,riverside,match
641,93,1,Stream Discharge,Riverside,"['Orange', 'Riverside', 'San Bernardino']",Riverside,"orange, riverside, san bernardino",match
641,93,2,Stream Discharge,Riverside,"['Orange', 'Riverside', 'San Bernardino']",Riverside,"orange, riverside, san bernardino",match
641,94,1,Reservoir,Orange,Orange County,,orange,match
641,95,1,Stream Discharge,Orange,Orange County,,orange,match
641,96,1,Stream Discharge,Orange,Orange County,,orange,match
641,96,2,Stream Discharge,Orange,Orange County,,orange,match
641,97,1,Stream Discharge,Orange,Orange County,,orange,match
641,98,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,99,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,100,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,100,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,101,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,101,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,102,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,102,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,104,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,104,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,105,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,106,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,107,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,108,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,109,1,Stream Discharge,Orange,Orange County,Orange County,orange,match
641,110,1,Stream Discharge,Orange,Orange County,,orange,match
641,111,1,Stream Discharge,Orange,Orange County,Orange County,orange,match
641,112,1,Stream Discharge,Orange,Los Angeles County,,los angeles,mismatch
641,113,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,113,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,113,3,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,114,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,115,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,116,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,116,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,117,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,118,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,119,1,Stream Discharge,Los Angeles,,Los Angeles County,los angeles,match
641,120,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,122,1,Stream Discharge,Los Angeles,Los Angeles,,los angeles,match
641,122,2,Stream Discharge,Los Angeles,Los Angeles,,los angeles,match
641,123,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,124,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,125,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,125,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,126,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,127,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,128,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,129,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,130,1,Stream Discharge,Los Angeles,Los Angeles,Los Angeles,los angeles,match
641,131,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,132,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,133,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,134,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
641,135,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
641,136,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,136,2,Stream Discharge,Ventura,Ventura County,,ventura,match
641,137,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,138,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
641,138,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
641,139,1,Irrigation,Ventura,Ventura County,,ventura,match
641,140,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,140,2,Stream Discharge,Ventura,Ventura County,,ventura,match
641,141,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,141,2,Stream Discharge,Ventura,Ventura County,,ventura,match
641,142,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,143,1,Reservoir,Ventura,Ventura,,ventura,match
641,144,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,144,2,Stream Discharge,Ventura,Ventura County,,ventura,match
641,145,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,146,1,Stream Discharge,Ventura,Ventura County,,ventura,match
641,147,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
641,150,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,151,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,153,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,154,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,155,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,156,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
641,156,2,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
641,157,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
641,158,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,158,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,159,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
641,159,2,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
641,160,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,161,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,162,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,163,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
641,165,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
641,166,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,167,1,Stream Discharge,San Luis Obispo,Santa Barbara County,Santa Barbara County,santa barbara,mismatch
641,168,1,Stream Discharge,San Luis Obispo,Santa Barbara County,,santa barbara,mismatch
641,168,2,Stream Discharge,San Luis Obispo,Santa Barbara County,,santa barbara,mismatch
641,169,1,Stream Discharge,San Luis Obispo,Santa Barbara County,,santa barbara,mismatch
641,170,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
641,172,1,Stream Discharge,Santa Barbara,,Santa Barbara County,santa barbara,match
641,174,1,Stream Discharge,San Luis Obispo,San Luis Obispo County,,san luis obispo,match
641,174,2,Stream Discharge,San Luis Obispo,San Luis Obispo County,,san luis obispo,match
641,175,1,Stream Discharge,San Luis Obispo,San Luis Obispo County,,san luis obispo,match
641,175,2,Stream Discharge,San Luis Obispo,San Luis Obispo County,,san luis obispo,match
641,176,1,Stream Discharge,San Luis Obispo,Monterey County,,monterey,mismatch
641,177,1,Stream Discharge,San Luis Obispo,San Luis Obispo,,san luis obispo,match
641,177,2,Stream Discharge,San Luis Obispo,San Luis Obispo,,san luis obispo,match
641,178,1,Reservoir,San Luis Obispo,San Luis Obispo,,san luis obispo,match
641,178,2,Reservoir,San Luis Obispo,San Luis Obispo,,san luis obispo,match
641,178,3,Reservoir,San Luis Obispo,San Luis Obispo,,san luis obispo,match
641,179,1,Stream Discharge,San Luis Obispo,Monterey County,,monterey,mismatch
641,180,1,Stream Discharge,San Luis Obispo,San Luis Obispo County,San Luis Obispo County,san luis obispo,match
641,180,2,Stream Discharge,San Luis Obispo,San Luis Obispo County,San Luis Obispo County,san luis obispo,match
641,181,1,Stream Discharge,San Luis Obispo,San Luis Obispo County,San Luis Obispo County,san luis obispo,match
641,182,1,Stream Discharge,San Luis Obispo,San Luis Obispo County,San Luis Obispo County,san luis obispo,match
641,182,2,Stream Discharge,San Luis Obispo,San Luis Obispo County,San Luis Obispo County,san luis obispo,match
641,183,1,Stream Discharge,Monterey,Monterey County,,monterey,match
641,184,1,Stream Discharge,Monterey,Monterey County,,monterey,match
641,185,1,Stream Discharge,Monterey,Monterey County,Monterey County,monterey,match
641,185,2,Stream Discharge,Monterey,Monterey County,Monterey County,monterey,match
641,186,1,Stream Discharge,Monterey,Monterey County,,monterey,match
641,187,1,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,188,1,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,188,2,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,190,1,Stream Discharge,San Benito,Monterey County,,monterey,mismatch
641,191,1,Stream Discharge,San Benito,San Benito County,,san benito,match
641,192,1,Stream Discharge,San Benito,San Benito County,,san benito,match
641,194,1,Stream Discharge,San Benito,San Benito County,,san benito,match
641,195,1,Stream Discharge,Santa Cruz,Santa Cruz County,,santa cruz,match
641,195,2,Stream Discharge,Santa Cruz,Santa Cruz County,,santa cruz,match
641,196,1,Stream Discharge,San Mateo,San Mateo,San Mateo,san mateo,match
641,197,1,Stream Discharge,San Mateo,Santa Clara County,,santa clara,mismatch
641,197,2,Stream Discharge,San Mateo,Santa Clara County,,santa clara,mismatch
641,198,1,Stream Discharge,Santa Clara,Santa Clara,Santa Clara,santa clara,match
641,198,2,Stream Discharge,Santa Clara,Santa Clara,Santa Clara,santa clara,match
641,199,1,Stream Discharge,Santa Clara,San Joaquin County,,san joaquin,mismatch
641,199,2,Stream Discharge,Santa Clara,San Joaquin County,,san joaquin,mismatch
641,200,1,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,200,2,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,201,1,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,202,1,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,203,1,Stream Discharge,Santa Clara,Santa Clara County,Santa Clara County,santa clara,match
641,203,2,Stream Discharge,Santa Clara,Santa Clara County,Santa Clara County,santa clara,match
641,204,1,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,204,2,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,205,1,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,205,2,Stream Discharge,Santa Clara,Santa Clara County,,santa clara,match
641,206,1,Stream Discharge,Alameda,Alameda County,Alameda County,alameda,match
641,206,2,Stream Discharge,Alameda,Alameda County,Alameda County,alameda,match
641,207,1,Stream Discharge,Alameda,Alameda County,,alameda,match
641,207,2,Stream Discharge,Alameda,Alameda County,,alameda,match
641,208,1,Stream Discharge,Tulare,Tulare County,Tulare County,tulare,match
641,209,1,Stream Discharge,Tulare,Tulare County,Tulare County,tulare,match
641,209,2,Stream Discharge,Tulare,Tulare County,Tulare County,tulare,match
641,210,1,Stream Discharge,Tulare,Tulare County,,tulare,match
641,211,1,Stream Discharge,Kern,Kern County,,kern,match
641,213,1,Stream Discharge,Kern,Tulare County,Tulare County,tulare,mismatch
641,214,1,Stream Discharge,Kern,Tulare County,Tulare County,tulare,mismatch
641,214,2,Stream Discharge,Kern,Tulare County,Tulare County,tulare,mismatch
641,215,1,Stream Discharge,Kern,Tulare County,,tulare,mismatch
641,216,1,Stream Discharge,Kern,Tulare County,,tulare,mismatch
641,218,1,Stream Discharge,Kern,Tulare County,Tulare County,tulare,mismatch
641,219,1,Stream Discharge,Kern,Kern County,,kern,match
641,220,1,Reservoir,Kings,Kings County,,kings,match
641,221,1,Stream Discharge,Tulare,,Kern County,kern,mismatch
641,221,2,Stream Discharge,Tulare,,Kern County,kern,mismatch
641,222,1,Stream Discharge,Tulare,Kings County,Kings County,kings,mismatch
641,223,1,Stream Discharge,Tulare,,Fresno,fresno,mismatch
641,224,1,Stream Discharge,Tulare,Kern County,,kern,mismatch
641,224,2,Stream Discharge,Tulare,Kern County,,kern,mismatch
641,225,1,Stream Discharge,Tulare,Kern County,Kern County,kern,mismatch
641,226,1,Stream Discharge,Tulare,Tulare County,,tulare,match
641,227,1,Stream Discharge,Tulare,Tulare County,Tulare County,tulare,match
641,227,2,Stream Discharge,Tulare,Tulare County,Tulare County,tulare,match
641,228,1,Stream Discharge,Tulare,Tulare County,Tulare County,tulare,match
641,229,1,Stream Discharge,Tulare,Fresno County,,fresno,mismatch
641,229,2,Stream Discharge,Tulare,Fresno County,,fresno,mismatch
641,230,1,Stream Discharge,Tulare,Tulare County,,tulare,match
641,231,1,Stream Discharge,Tulare,Tulare County,,tulare,match
641,232,1,Stream Discharge,Tulare,,Tulare County,tulare,match
641,232,2,Stream Discharge,Tulare,,Tulare County,tulare,match
641,233,1,Stream Discharge,Tulare,Fresno County,,fresno,mismatch
641,234,1,Stream Discharge,Tulare,Tulare County,,tulare,match
641,234,2,Stream Discharge,Tulare,Tulare County,,tulare,match
641,235,1,Stream Discharge,Tulare,Tulare County,,tulare,match
641,236,1,Stream Discharge,Tulare,Tulare County,,tulare,match
641,236,2,Stream Discharge,Tulare,Tulare County,,tulare,match
641,237,1,Stream Discharge,Tulare,Tulare,,tulare,match
641,238,1,Stream Discharge,Tulare,Tulare,,tulare,match
641,238,2,Stream Discharge,Tulare,Tulare,,tulare,match
641,239,1,Stream Discharge,Fresno,Fresno County,,fresno,match
641,239,2,Stream Discharge,Fresno,Fresno County,,fresno,match
641,240,1,Stream Discharge,Fresno,Tulare County,,tulare,mismatch
641,240,2,Stream Discharge,Fresno,Tulare County,,tulare,mismatch
641,241,1,Stream Discharge,Fresno,Fresno County,,fresno,match
641,241,2,Stream Discharge,Fresno,Fresno County,,fresno,match
641,242,1,Stream Discharge,Fresno,Fresno County,Fresno County,fresno,match
641,243,1,Stream Discharge,Fresno,Fresno County,Fresno County,fresno,match
641,243,2,Stream Discharge,Fresno,Fresno County,Fresno County,fresno,match
641,243,3,Stream Discharge,Fresno,Fresno County,Fresno County,fresno,match
641,243,4,Stream Discharge,Fresno,Fresno County,Fresno County,fresno,match
641,244,1,Reservoir,Fresno,Calaveras County,,calaveras,mismatch
641,244,2,Reservoir,Fresno,Calaveras County,,calaveras,mismatch
641,245,1,Stream Discharge,Fresno,,Calaveras County,calaveras,mismatch
641,246,1,Stream Discharge,Fresno,Calaveras County,,calaveras,mismatch
641,246,2,Stream Discharge,Fresno,Calaveras County,,calaveras,mismatch
641,247,1,Stream Discharge,Fresno,Amador County,,amador,mismatch
641,247,2,Stream Discharge,Fresno,Amador County,,amador,mismatch
641,248,1,Stream Discharge,Fresno,,Mono County,mono,mismatch
641,248,2,Stream Discharge,Fresno,,Mono County,mono,mismatch
641,249,1,Stream Discharge,Fresno,Madera County,,madera,mismatch
641,249,2,Stream Discharge,Fresno,Madera County,,madera,mismatch
641,250,1,Stream Discharge,Fresno,,Mono County,mono,mismatch
641,251,1,Reservoir,Fresno,Madera County,,madera,mismatch
641,251,2,Reservoir,Fresno,Madera County,,madera,mismatch
641,252,1,Stream Discharge,Fresno,Madera County,,madera,mismatch
641,252,2,Stream Discharge,Fresno,Madera County,,madera,mismatch
641,253,1,Stream Discharge,Fresno,Calaveras County,Calaveras County,calaveras,mismatch
641,253,2,Stream Discharge,Fresno,Calaveras County,Calaveras County,calaveras,mismatch
641,254,1,Stream Discharge,Fresno,Calaveras County,,calaveras,mismatch
641,255,1,Reservoir,Fresno,Madera County,Madera County,madera,mismatch
641,255,2,Reservoir,Fresno,Madera County,Madera County,madera,mismatch
641,256,1,Stream Discharge,Madera,,Tulare County,tulare,mismatch
641,257,1,Stream Discharge,Madera,Madera County,,madera,match
641,257,2,Stream Discharge,Madera,Madera County,,madera,match
641,258,1,Stream Discharge,Fresno,Calaveras County,Calaveras County,calaveras,mismatch
641,258,2,Stream Discharge,Fresno,Calaveras County,Calaveras County,calaveras,mismatch
641,259,1,Stream Discharge,Fresno,Fresno,,fresno,match
641,259,2,Stream Discharge,Fresno,Fresno,,fresno,match
641,260,1,Stream Discharge,Madera,Tulare County,Tulare County,tulare,mismatch
641,260,2,Stream Discharge,Madera,Tulare County,Tulare County,tulare,mismatch
641,261,1,Reservoir,Fresno,Fresno County,Fresno County,fresno,match
641,261,2,Reservoir,Fresno,Fresno County,Fresno County,fresno,match
641,262,1,Other,Madera,Fresno County,Fresno County,fresno,mismatch
641,263,1,Irrigation,Fresno,Madera County,,madera,mismatch
641,264,1,Stream Discharge,Madera,Tulare County,Tulare County,tulare,mismatch
641,264,2,Stream Discharge,Madera,Tulare County,Tulare County,tulare,mismatch
641,265,1,Stream Discharge,Fresno,Fresno County,Fresno County,fresno,match
641,265,2,Stream Discharge,Fresno,Fresno County,Fresno County,fresno,match
641,266,1,Stream Discharge,Fresno,Madera,,madera,mismatch
641,266,2,Stream Discharge,Fresno,Madera,,madera,mismatch
641,267,1,Stream Discharge,Fresno,San Joaquin County,San Joaquin County,san joaquin,mismatch
641,269,1,Stream Discharge,Fresno,Madera County,,madera,mismatch
641,269,2,Stream Discharge,Fresno,Madera County,,madera,mismatch
641,270,1,Stream Discharge,Madera,Merced County,Merced County,merced,mismatch
641,271,1,Stream Discharge,Madera,Fresno County,,fresno,mismatch
641,271,2,Stream Discharge,Madera,Fresno County,,fresno,mismatch
641,272,1,Stream Discharge,Madera,Tulare County,,tulare,mismatch
641,273,1,Stream Discharge,Madera,Madera County,,madera,match
641,273,2,Stream Discharge,Madera,Madera County,,madera,match
641,274,1,Stream Discharge,Merced,Merced County,,merced,match
641,275,1,Stream Discharge,Merced,Merced County,,merced,match
641,276,1,Stream Discharge,Merced,Merced County,,merced,match
641,277,1,Stream Discharge,Mariposa,Mariposa County,,mariposa,match
641,277,2,Stream Discharge,Mariposa,Mariposa County,,mariposa,match
641,278,1,Stream Discharge,Mariposa,Mariposa County,,mariposa,match
641,279,1,Stream Discharge,Mariposa,Mariposa County,,mariposa,match
641,279,2,Stream Discharge,Mariposa,Mariposa County,,mariposa,match
641,280,1,Stream Discharge,Mariposa,Mariposa County,,mariposa,match
641,280,2,Stream Discharge,Mariposa,Mariposa County,,mariposa,match
641,281,1,Stream Discharge,Mariposa,Merced County,,merced,mismatch
641,281,2,Stream Discharge,Mariposa,Merced County,,merced,mismatch
641,282,1,Reservoir,Mariposa,Merced County,,merced,mismatch
641,282,2,Reservoir,Mariposa,Merced County,,merced,mismatch
641,283,1,Stream Discharge,Mariposa,Merced,,merced,mismatch
641,283,2,Stream Discharge,Mariposa,Merced,,merced,mismatch
641,284,1,Stream Discharge,Merced,Merced County,,merced,match
641,285,1,Stream Discharge,Merced,Merced County,,merced,match
641,285,2,Stream Discharge,Merced,Merced County,,merced,match
641,286,1,Stream Discharge,Merced,Calaveras County,,calaveras,mismatch
641,287,1,Stream Discharge,Stanislaus,Stanislaus County,,stanislaus,match
641,288,1,Stream Discharge,Tuolumne,Mariposa County,,mariposa,mismatch
641,288,2,Stream Discharge,Tuolumne,Mariposa County,,mariposa,mismatch
641,289,1,Reservoir,Tuolumne,Mariposa County,,mariposa,mismatch
641,289,2,Reservoir,Tuolumne,Mariposa County,,mariposa,mismatch
641,290,1,Stream Discharge,Tuolumne,Mariposa County,Mariposa County,mariposa,mismatch
641,290,2,Stream Discharge,Tuolumne,Mariposa County,Mariposa County,mariposa,mismatch
641,291,1,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,292,1,Reservoir,Tuolumne,Tuolumne County,Tuolumne County,tuolumne,match
641,292,2,Reservoir,Tuolumne,Tuolumne County,Tuolumne County,tuolumne,match
641,293,1,Stream Discharge,Tuolumne,Mariposa County,,mariposa,mismatch
641,294,1,Stream Discharge,Tuolumne,Calaveras County,Calaveras County,calaveras,mismatch
641,294,2,Stream Discharge,Tuolumne,Calaveras County,Calaveras County,calaveras,mismatch
641,295,1,Stream Discharge,Tuolumne,Calaveras County,,calaveras,mismatch
641,295,2,Stream Discharge,Tuolumne,Calaveras County,,calaveras,mismatch
641,296,1,Stream Discharge,Tuolumne,Calaveras County,Calaveras County,calaveras,mismatch
641,296,2,Stream Discharge,Tuolumne,Calaveras County,Calaveras County,calaveras,mismatch
641,297,1,Reservoir,Tuolumne,Tuolumne County,,tuolumne,match
641,297,2,Reservoir,Tuolumne,Tuolumne County,,tuolumne,match
641,298,1,Stream Discharge,Tuolumne,Calaveras,,calaveras,mismatch
641,298,2,Stream Discharge,Tuolumne,Calaveras,,calaveras,mismatch
641,299,1,Stream Discharge,Stanislaus,Stanislaus County,Stanislaus County,stanislaus,match
641,300,1,Stream Discharge,Stanislaus,Stanislaus County,,stanislaus,match
641,301,1,Stream Discharge,Stanislaus,Stanislaus County,,stanislaus,match
641,302,1,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,302,2,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,303,1,Stream Discharge,Tuolumne,Calaveras County,,calaveras,mismatch
641,303,2,Stream Discharge,Tuolumne,Calaveras County,,calaveras,mismatch
641,304,1,Stream Discharge,Tuolumne,Calaveras,,calaveras,mismatch
641,304,2,Stream Discharge,Tuolumne,Calaveras,,calaveras,mismatch
641,305,1,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,305,2,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,306,1,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,307,1,Stream Discharge,Tuolumne,Calaveras County,Calaveras County,calaveras,mismatch
641,308,1,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,308,2,Stream Discharge,Tuolumne,Tuolumne County,,tuolumne,match
641,309,1,Reservoir,Tuolumne,,Tuolumne County,tuolumne,match
641,309,2,Reservoir,Tuolumne,,Tuolumne County,tuolumne,match
641,310,1,Stream Discharge,Calaveras,,Tuolumne County,tuolumne,mismatch
641,311,1,Stream Discharge,Calaveras,Stanislaus County,Stanislaus County,stanislaus,mismatch
641,312,1,Other,Tuolumne,Stanislaus County,,stanislaus,mismatch
641,313,1,Stream Discharge,San Joaquin,San Joaquin,,san joaquin,match
641,313,2,Stream Discharge,San Joaquin,San Joaquin,,san joaquin,match
641,314,1,Stream Discharge,San Joaquin,San Joaquin County,,san joaquin,match
641,315,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,315,2,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,316,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,317,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,317,2,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,318,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,319,1,Stream Discharge,Calaveras,Calaveras County,Calaveras County,calaveras,match
641,319,2,Stream Discharge,Calaveras,Calaveras County,Calaveras County,calaveras,match
641,320,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,320,2,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,321,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,322,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,322,2,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,323,1,Stream Discharge,Calaveras,Tuolumne,,tuolumne,mismatch
641,324,1,Stream Discharge,San Joaquin,San Joaquin,,san joaquin,match
641,324,2,Stream Discharge,San Joaquin,San Joaquin,,san joaquin,match
641,325,1,Stream Discharge,San Joaquin,San Joaquin County,,san joaquin,match
641,326,1,Reservoir,Amador,Calaveras County,Calaveras County,calaveras,mismatch
641,326,2,Reservoir,Amador,Calaveras County,Calaveras County,calaveras,mismatch
641,327,1,Stream Discharge,Amador,,Calaveras County,calaveras,mismatch
641,328,1,Stream Discharge,Calaveras,Calaveras,,calaveras,match
641,329,1,Stream Discharge,Amador,Calaveras County,,calaveras,mismatch
641,329,2,Stream Discharge,Amador,Calaveras County,,calaveras,mismatch
641,330,1,Stream Discharge,Amador,Calaveras County,,calaveras,mismatch
641,330,2,Stream Discharge,Amador,Calaveras County,,calaveras,mismatch
641,331,1,Stream Discharge,Calaveras,,Calaveras County,calaveras,match
641,331,2,Stream Discharge,Calaveras,,Calaveras County,calaveras,match
641,332,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,332,2,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,333,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,333,2,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,334,1,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,334,2,Stream Discharge,Calaveras,Calaveras County,,calaveras,match
641,335,1,Stream Discharge,San Joaquin,Calaveras County,,calaveras,mismatch
641,335,2,Stream Discharge,San Joaquin,Calaveras County,,calaveras,mismatch
641,336,1,Irrigation,San Joaquin,San Joaquin County,,san joaquin,match
641,337,1,Stream Discharge,San Joaquin,Alameda County,Alameda County,alameda,mismatch
641,338,1,Stream Discharge,Sacramento,Sacramento County,,sacramento,match
641,338,2,Stream Discharge,Sacramento,Sacramento County,,sacramento,match
641,339,1,Stream Discharge,El Dorado,El Dorado County,,el dorado,match
641,339,2,Stream Discharge,El Dorado,El Dorado County,,el dorado,match
641,340,1,Stream Discharge,El Dorado,Calaveras County,,calaveras,mismatch
641,340,2,Stream Discharge,El Dorado,Calaveras County,,calaveras,mismatch
641,341,1,Stream Discharge,El Dorado,El Dorado County,,el dorado,match
641,341,2,Stream Discharge,El Dorado,El Dorado County,,el dorado,match
641,342,1,Stream Discharge,El Dorado,Amador County,Amador County,amador,mismatch
641,342,2,Stream Discharge,El Dorado,Amador County,Amador County,amador,mismatch
641,343,1,Stream Discharge,Amador,Sacramento County,Sacramento County,sacramento,mismatch
641,343,2,Stream Discharge,Amador,Sacramento County,Sacramento County,sacramento,mismatch
641,344,1,Stream Discharge,Stanislaus,Sacramento County,Sacramento County,sacramento,mismatch
