,ID,PAGE_NUMBER,Latitude,Longitude,Location,Townships_Ranges_Sections,Watersource_Name,County,Dates_of_Recording,Temporal_Resolution,Units_Of_Measurement,Water_Type
139,1520,509,40.3333,-123.4833,"Bairs ranch near Korbel, sec. 28, T. 7 N., R. 3 E.","['T. 7 N., R. 3 E.']",Minor Creek,Humboldt County,10/31/1912-09/10/1913,Variable (specific dates),{'Discharge': 'Sec.-ft'},Stream discharge
140,1520,509,40.1167,-124.1,"Mouth 13 miles above Orick, sec. 34, T. it N., R. E.",['T. it N.'],Prairie Creek,Humboldt County,10/04/1912-09/09/1913,Variable (specific dates),"{'Gage height': 'Feet', 'Discharge': 'Sec.-ft'}",Stream discharge
141,383,102,37.6815,-122.1667,"Irvington, Calif.",,Laguna Creek,Alameda County,02/01/1918-09/30/1918,Daily,second-feet,Stream discharge
142,383,102,37.6963,-122.0877,"Near Decoto, Calif.",,Dry Creek,Alameda County,10/01/1916-09/30/1918,"Specific dates mentioned (March 19-20, 1918)",second-feet,Stream discharge
143,1568,87,34.1188,-117.9176,"Near Azusa, Los Angeles County","['SE. 1/4 SE. 1/4 sec. 31, T. 2 N., R. 9 W.']",San Gabriel River and Southern California Edison Co.'s Canal,Los Angeles County,10/01/1924-09/30/1925,Daily,"Second-feet for Discharge, Acre-feet for Run-off",Stream discharge
144,1136,172,36.1331,-119.0978,"Ono, California",[],Cottonwood Creek,Tulare County,10/28/1907-12/19/1908,Daily to monthly,Second-feet (Sec.-ft.),Stream discharge
145,1136,172,,,"1 mile below intake from Cottonwood Creek, Ono, California",[],Bee Creek Ditch Co Canal,Tulare County,09/26/1908-09/27/1908,Specific dates in September 1908,Second-feet (Sec.-ft.),Irrigation
146,1136,172,,,"Miles below intake from Cottonwood Creek, Ono, California",[],Happy Valley Land and Water Co Canal,Tulare County,09/26/1908-09/27/1908,Specific dates in September 1908,Second-feet (Sec.-ft.),Irrigation
147,1136,172,,,"Mile below intake from Cottonwood Creek, Ono, California",[],Jerusalem Canal,Tulare County,09/26/1908-09/27/1908,Specific dates in September 1908,Second-feet (Sec.-ft.),Irrigation
148,1136,172,,,"Mile below intake from Cottonwood Creek, Ono, California",[],Marina Gold Mining Co Canal,Tulare County,09/26/1908-09/27/1908,Specific dates in September 1908,Second-feet (Sec.-ft.),Irrigation
149,383,159,37.617,-121.152,"SE sec. 17, T3S., R14E., below waste gates, 460 feet below intake at La Grange dam on Tuolumne River, near La Grange","['T3S.', 'R14E.', 'Sec. 17']",Sierra & San Francisco Power Co.'s canal,Stanislaus,10/01/1918-09/30/1918,Daily,second-feet,Stream discharge
150,1568,33,32.8481,-116.9187,"Near Lakeside, Calif.",,Boulder Creek near Lakeside,San Diego,10/01/1924-09/30/1925,Monthly,second-feet and acre-feet for discharge/run-off,Stream discharge
151,1568,33,32.8527,-116.9025,"At patrolman's cabin, half a mile above trestle crossing at Los Coches Creek, 3 miles southeast of Lakeside",,Cuyamaca Water Co.'s Flume near Lakeside,San Diego,01/01/1907-09/30/1925,Varies; specific discharge measurements on given dates,Feet and second-feet for gage height and discharge,Irrigation
152,1305,116,33.9389,-117.1808,"11 miles west of Redlands, Redlands quadrangle",[],"Bored well, 122 feet deep",San Bernardino,1900-10/01-1920-10/29,Variable (annual to multiple years),Feet and inches,Groundwater well
153,1305,116,33.9389,-117.1808,"11 miles west of Redlands, Redlands quadrangle",[],"Bored well, 284 feet deep",San Bernardino,1899-04/09-1915-07/10,Variable (annual to multiple years),Feet and inches,Groundwater well
154,1568,301,39.7194,-120.9167,"Downieville, California",['[Not specified]'],North Fork of North Fork of Yuba River,Plumas County,10/01/1924-09/30/1925,Daily,Second-feet,Stream discharge
155,1606,103,34.0236,-118.0347,"Workman-Mill road bridge, about 3 miles north of Whittier, in Altadena",[],San Jose Creek near Whittier,Los Angeles,01/01/1929-09/30/1938,Daily,second-feet,Stream discharge
156,366,59,33.1164,-117.0661,"Near Escondido, California",[],West San Pasqual ditch,San Diego,01/25/1915-09/30/1915,Daily and Specific Dates,"{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",Stream discharge
157,1548,127,34.4112,-118.5814,"Near San Fernando, California",[],Pacoima Creek,Los Angeles County,11/01/1918-09/30/1920,Daily,second-feet,Stream discharge
158,1568,268,,,"Near McArthur, Calif.","['T. 34 N., R. 4 W., sec. 23']",McArthur Drainage Canal,Shasta County,10/01/1925-09/30/1926,Daily,Second-feet,Stream discharge
159,1568,268,,,"In NW. 1/4 sec. 23, T. 34 N., R. 4 W., United States fishery at Baird","['T. 34 N., R. 4 W., sec. 23']",McCloud River at Baird,Shasta County,,,,Stream discharge
160,1744,291,41.7377,-122.8821,California,,Klamath River near Requa,Siskiyou County,10/01/1914-09/30/1915,daily,second-feet,Stream discharge
161,1128,43,39.033,-122.8,Northern California,[],Clear Lake,Lake County,01/01/1873-12/31/1899,Annual (from 1873 to 1899),"{'Intake': 'Acre-feet', 'Level': 'Feet'}",Reservoir
162,366,269,38.5839,-121.4696,"Sacramento River Basin, California",[],SACRAMENTO RIVER,,05/11/1915-09/30/1915,Daily to specific dates,{'Discharge': 'second-feet'},Stream discharge
163,366,269,38.5839,-121.4696,"Goodyear Bar, California",[],Goodyear Creek,,10/01/1914-09/30/1915,Daily,"{'Gage Height': 'Feet', 'Discharge': 'Second-feet'}",Stream discharge
164,1568,58,,,"Near East Highlands, Calif.","['T. 1 S., R. 4 W., sec. 21']",Plunge Creek,San Bernardino County,10/01/1925-09/30/1926,Daily,Second-feet,Stream discharge
165,1568,58,,,"Near Colton, Calif.","['T. 1 S., R. 4 W., sec. 21']",Warm Creek,San Bernardino County,08/07/1920-09/30/1925,,,Stream discharge
166,1136,271,37.3688,-120.5487,"Above Merced Falls, California",[],Merced River,Merced County,01/21/1907-12/31/1908,Daily,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (Sec.-ft.)'}",Stream discharge
167,1520,145,36.2189,-118.9106,"Near Hammond, SE 1/4 sec. 27, T. 17 S., R. 28 E.","['T. 17 S., R. 28 E., sec. 27']",Middle Fork of Kaweah River near Hammond,Tulare County,07/20/1913-10/16/1914,Daily,"{'Gage height': 'Feet', 'Discharge': 'Second-feet'}",Stream discharge
168,1520,145,36.2028,-118.9197,"SE 1/4 sec. 27, T. 17 S., R. 28 E., J. O. Carter ranch","['T. 17 S., R. 28 E., sec. 27']",Kaweah River near Three Rivers,Tulare County,04/11/1913-09/30/1913,Various dates in 1913,"{'Gage height': 'Feet', 'Discharge': 'Second-feet'}",Stream discharge
169,1136,267,37.7412,-119.5976,"Yosemite Valley, California",[],Merced River,Mariposa,01/01/1907-12/31/1908,Daily for 1907 and 1908; specific dates in 1906-1908 for discharge measurements,"{'Width': 'Feet', 'Area_of_section': 'Square Feet', 'Gage_height': 'Feet', 'Discharge': 'Second-feet (Sec.-ft.)'}",Stream discharge
170,1305,89,33.657,-116.544,"Winchester, Elsinore quadrangle",[],Winchester Well No. 63,Riverside County,11/10/1905-12/31/1920,Varied intervals between measurements,Feet inches,Groundwater well
171,1136,206,40.2833,-121.0833,"Near Big Bend in Plumas County, California",[],"North Fork of Feather River near Big Bend, Cal.",Plumas County,07/13/1905-12/31/1908,Monthly,"{'Discharge': 'second-feet', 'Runoff_Per_Square_Mile': 'per square mile', 'Depth_Inches_Drainage_Area': 'inches on drainage area', 'Total_Runoff': 'acre-feet'}",Stream discharge
172,1136,142,34.1138,-117.8977,"near Azusa, California",[],San Gabriel River,Los Angeles County,01/01/1907-12/31/1908,Daily,second-feet,Stream discharge
173,1136,142,34.1138,-117.8977,"near Azusa, California",[],San Gabriel Power Canal,Los Angeles County,01/01/1907-12/31/1908,Daily,second-feet,Irrigation
174,1588,281,,,"Jimeno land grant, 1,500 feet below Wilkins Slough and 6 miles southeast of Grimes, California",[],SACRAMENTO RIVER BELOW WILKINS SLOUGH,Colusa County,08/01/1931-10/31/1932,Daily,second-feet,Stream discharge
175,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],Road well,Santa Clara County,11/11/1914-10/23/1920,Variable,Feet,Groundwater well
176,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],Peter Bender Well,Santa Clara County,10/11/1914-01/23/1920,Variable,Feet,Groundwater well
177,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],F. H. Earls Well,Santa Clara County,10/10/1914-03/17/1916,Variable,Feet,Groundwater well
178,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],P. F. Compagnon Well,Santa Clara County,11/11/1914-03/17/1916,Variable,Feet,Groundwater well
179,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],John Attos Well,Santa Clara County,01/15/1916-03/17/1916,Variable,Feet,Groundwater well
180,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],Guido Bros. Well,Santa Clara County,01/15/1916-03/17/1916,Variable,Feet,Groundwater well
181,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],Ben Patrone Well,Santa Clara County,01/15/1916-04/10/1920,Variable,Feet,Groundwater well
182,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],Mrs. Casio Well,Santa Clara County,11/11/1914-03/17/1916,Variable,Feet,Groundwater well
183,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],John Burk Well,Santa Clara County,02/07/1916-04/10/1920,Variable,Feet,Groundwater well
184,1147,182,37.1364,-121.6565,"Morgan Hill, California",[],C. Conlan Well,Santa Clara County,11/11/1914-11/11/1914,Variable,Feet,Groundwater well
185,1568,219,38.0711,-120.3597,"Italian Flat, near Sequoia, Calif.",[],South Fork of Tuolumne River,Calaveras,01/31/1925-09/30/1925,Daily,"{'Gage_height': 'Feet', 'Discharge': 'Second-feet'}",Stream discharge
186,1136,207,39.4999,-121.5558,Oroville Highway Bridge area,[],Feather River at Oroville,Butte,02/09/1907-12/17/1908,"Variable, as per measurement dates","{'Width': 'Feet', 'Area of section': 'Square feet', 'Gage height': 'Feet', 'Discharge': 'Second-feet'}",Stream discharge
187,1548,212,37.7465,-119.5383,"Near Yosemite, California",['[TRS data not provided]'],Merced River at Pohono Bridge,Mariposa,10/01/1918-09/30/1920,Daily,Second-feet for discharge; Feet for gage height,Stream discharge
188,1128,12,39.0167,-122.8333,Cache Creek drainage basin,[],Bartlett Springs,Lake County,01/01/1897-12/31/1899,Monthly,Inches,Precipitation
189,1128,12,39.0767,-122.8166,Cache Creek drainage basin,[],Lakeport,Lake County,01/01/1880-12/31/1903,Annual (for specific years),Inches,Precipitation
190,1128,12,38.7333,-122.2,Cache Creek drainage basin,[],Kono Tayee,Yolo County,01/01/1855-12/31/1898,Annual (for specific years),Inches,Precipitation
191,1128,12,38.9897,-122.8114,Cache Creek drainage basin,[],Kelseyville,Lake County,01/01/1891-12/31/1898,Annual (for specific years),Inches,Precipitation
192,1128,12,38.8172,-122.0919,Cache Creek drainage basin,[],Rumsey,Yolo County,01/01/1878-12/31/1898,Annual (for specific years),Inches,Precipitation
193,1128,12,38.7542,-122.0275,Cache Creek drainage basin,[],Capay,Yolo County,01/01/1889-12/31/1898,Annual (for specific years),Inches,Precipitation
194,1128,12,38.8013,-122.0275,Cache Creek drainage basin,[],Esparto,Yolo County,01/01/1889-12/31/1898,Annual (for specific years),Inches,Precipitation
195,1128,12,38.6803,-121.7622,Cache Creek drainage basin,[],Woodland,Yolo County,01/01/1877-12/31/1899,Annual (for specific years),Inches,Precipitation
196,1128,12,38.7167,-121.75,Cache Creek drainage basin,[],Yolo,Yolo County,01/01/1888-12/31/1894,Annual (for specific years),Inches,Precipitation
197,1744,258,,,,[],Bear River at Van Trent,,10/01/1914-09/30/1915,Monthly,"second-feet, acre-feet",Stream discharge
198,1744,258,,,"SW. 1/4 sec. 30, T. 14 N., R. 10 E.","['T. 14 N., R. 10 E.']",North Fork of American River near Colfax,,08/16/1911-09/30/1914,Varied,"feet, second-feet",Stream discharge
199,1588,408,,,"{'Townships_Ranges_Sections': ['SW1/4 sec. 10, T. 16 N., R. 1 E.'], 'Latitude': 41.7355, 'Longitude': -124.2327}",,SMITH RIVER NEAR CRESCENT CITY,Del Norte,10/01/1931-09/30/1932,Daily,second-feet,Stream discharge
200,1568,184,37.2928,-119.5564,"In sec. 30, T. 5 S., R. 24 E., half a mile above mouth of Cabin Creek and 2 miles east of Mugler Meadow","['T. 5 S., R. 24 E., sec. 30']",Chiquito Creek near Mugler Meadow,Madera County,03/01/1924-09/30/1925,"Varies (some monthly, others on specific dates)","{'Gage_height': 'Feet', 'Discharge': 'Second-feet'}",Stream discharge
201,1568,307,39.65,-121.0,"Van Trent, Calif.",[],Bear River at Van Trent,California (assumed Sierra County based on geographical context),10/01/1925-09/30/1926,Monthly,second-feet,Stream discharge
202,1568,307,39.17,-121.15,"Just below lower spillway gates about 1 mile below diversion dam on Bear River and 2 miles northwest of Colfax, Placer County",[],Bear River Canal near Colfax,Placer County,01/01/1925-09/30/1925,Daily,second-feet,Irrigation
203,1568,110,34.583,-118.783,"near Sespe, Calif.",[],Sespe Creek,Ventura,11/25/1925-09/26/1925,daily,"{'Gage height': 'feet', 'Discharge': 'second-feet'}",Stream discharge
