id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,data_source,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review,lat_combined,lon_combined,lat_source_col,lon_source_col,coord_source,in_california
2447,52,40.3,-107.8,,,near Creek Parachute,"['[Unknown]', '[Unknown]']","Colo Valley, Grand near Creek Parachute",Rio Blanco County,Rio Blanco County,07/06/1957,Annual,"{'Discharge': 'Cfs', 'Stage': 'Feet'}",Stream Discharge,"['discharge', 'stage', 'gaging station']",main,2447_52,40.3,-107.8,Stream discharge,,1957,1957,[1957],SINGLE_YEAR,,False,40.3,-107.8,inferred_latitude,inferred_longitude,inferred,False
2447,52,40.3,-107.8,,,at Creek Parachute,"['[Unknown]', '[Unknown]']","Colo Valley, Grand at Creek Parachute",Rio Blanco County,Rio Blanco County,05/05/1952,Annual,"{'Discharge': 'Cfs', 'Stage': 'Feet'}",Stream Discharge,"['discharge', 'stage', 'gaging station']",main,2447_52,40.3,-107.8,Stream discharge,,1952,1952,[1952],SINGLE_YEAR,,False,40.3,-107.8,inferred_latitude,inferred_longitude,inferred,False
2447,52,40.2833,-107.8667,,,near Creek Roan,"['[Unknown]', '[Unknown]']","Colo Beque, De near Creek Roan",Rio Blanco County,Rio Blanco County,05/05/1952,Annual,"{'Discharge': 'Cfs', 'Stage': 'Feet'}",Stream Discharge,"['discharge', 'stage', 'gaging station']",main,2447_52,40.2833,-107.8667,Stream discharge,,1952,1952,[1952],SINGLE_YEAR,,False,40.2833,-107.8667,inferred_latitude,inferred_longitude,inferred,False
2447,52,40.2833,-107.8667,,,near River Colorado,"['[Unknown]', '[Unknown]']","Colo Cameo, near River Colorado",Rio Blanco County,Rio Blanco County,05/27/1922,Annual,"{'Discharge': 'Cfs', 'Stage': 'Feet'}",Stream Discharge,"['discharge', 'stage', 'gaging station']",main,2447_52,40.2833,-107.8667,Stream discharge,,1922,1922,[1922],SINGLE_YEAR,,False,40.2833,-107.8667,inferred_latitude,inferred_longitude,inferred,False
2447,52,40.3333,-107.9167,,,at Creek Plateau,"['[Unknown]', '[Unknown]']","near station, at Creek Plateau",Rio Blanco County,Rio Blanco County,27/05/1922,Annual,"{'Discharge': 'Cfs', 'Stage': 'Feet'}",Stream Discharge,"['discharge', 'stage', 'gaging station']",main,2447_52,40.3333,-107.9167,Stream discharge,,1922,1922,[1922],SINGLE_YEAR,,False,40.3333,-107.9167,inferred_latitude,inferred_longitude,inferred,False
2447,52,40.3333,-107.9167,,,near Creek Plateau,"['[Unknown]', '[Unknown]']","upper Colo Collbran, near Creek Plateau",Rio Blanco County,Rio Blanco County,27/05/1922,Annual,"{'Discharge': 'Cfs', 'Stage': 'Feet'}",Stream Discharge,"['discharge', 'stage', 'gaging station']",main,2447_52,40.3333,-107.9167,Stream discharge,,1922,1922,[1922],SINGLE_YEAR,,False,40.3333,-107.9167,inferred_latitude,inferred_longitude,inferred,False
366,329,42.116667,-121.5,,,"Somes Bar, California",[],Salmon River,,Klamath County,11/02/1915-09/30/1915,Daily,{'Discharge': 'second-feet'},Stream Discharge,"['Discharge', 'Salmon River', 'Somes Bar', 'second-feet']",main,366_329,42.116667,-121.5,Stream discharge,,1915,1915,[1915],SINGLE_YEAR,,False,42.116667,-121.5,inferred_latitude,inferred_longitude,inferred,False
3146,183,36.7417,-108.7044,,,"Shiprock, N. Mex.",[],San Juan River,,"Cibola County, New Mexico",10/01/1964-03/31/1965,Daily,"{'Discharge': 'cfs (cubic feet per second)', 'Suspended Sediment Concentration': 'ppm (parts per million)', 'Suspended Sediment Load': 'Tons per day'}",Stream Discharge,"['mean discharge', 'suspended sediment']",main,3146_183,36.7417,-108.7044,Stream discharge,,1964,1965,[1964 1965],EXACT_RANGE,,False,36.7417,-108.7044,inferred_latitude,inferred_longitude,inferred,False
2063,232,40.3,-110.2,,,Near the headwaters of Green River,[],Flaming Gorge Reservoir,,"Duchesne County, Utah",,,,Reservoir,"['Flaming Gorge reservoir', 'Green River', 'silt deposition', 'reservoir capacity']",main,2063_232,40.3,-110.2,Reservoir,,,,,UNPARSED,,True,40.3,-110.2,inferred_latitude,inferred_longitude,inferred,False
2063,232,,,40.5,-109.6,Browns Park on Green River in northeastern Utah and northwestern Colorado,[],Browns Park Reservoir Site,"Grand County, Utah and Moffat County, Colorado",,,,"['Feet', 'Acres', 'Acre-feet']",Reservoir,"['Browns Park reservoir', 'storage capacity', 'dam height', 'water surface elevation']",main,2063_232,40.5,-109.6,Reservoir,,,,,UNPARSED,,True,40.5,-109.6,actual_latitude,actual_longitude,actual,False
199,113,,,40.908333,-109.422222,"40°54'30""N, 109°25'20""W, at gaging station, 0.5 mile downstream from Flaming Gorge Dam, 2 miles south of Dutch John, 4 miles northeast of Greendale",,GREEN RIVER NEAR GREENDALE,"Daggett County, Utah",,10/01/1956-09/30/1966,Monthly,"{'pH': 'unitless', 'Specific_Conductance': 'micromhos at 25°C', 'Sodium_Absorption_Ratio': 'unitless', 'Hardness_as_CaCO3_Noncarbonate': 'mg/L as CaCO3', 'Hardness_as_CaCO3_Calcium_Magnesium': 'mg/L as CaCO3', 'Dissolved_solids_Tons_per_day': 'tons/day', 'Dissolved_solids_Tons_per_acre-foot': 'tons/acre-foot', 'Dissolved_solids_Parts_per_million': 'ppm', 'Chloride': 'mg/L', 'Sulfate': 'mg/L', 'Bicarbonate': 'mg/L as HCO3', 'Potassium': None, 'Sodium': 'mg/L', 'Magnesium': 'mg/L', 'Calcium': 'mg/L', 'Iron': None, 'Silica': 'mg/L as SiO2', 'Mean_Discharge': 'cfs (cubic feet per second)'}",Irrigation,"['chemical analyses', 'water temperatures', 'sediment records', 'dissolved solids', 'hardness', 'specific conductance']",main,199_113,40.908333,-109.422222,Irrigation,,1956,1966,[1956 1966],EXACT_RANGE,,False,40.908333,-109.422222,actual_latitude,actual_longitude,actual,False
194,160,36.9929,-112.1436,,,Arizona,[],"COLORADO RIVER AT LEES FERRY, ARIZ",,Coconino County,10/01/1963-09/30/1964,Daily,"{'pH': '', 'Specific_conductance': 'microamhos/25°C', 'Solids_residue_at_180°C': ['Tons per day', 'Tons Per acre-foot', 'Parts per million'], 'Boron_B': 'mg/L', 'Nitrate_NO2': 'mg/L', 'Fluoride_F': 'mg/L', 'Chloride_Cl': 'mg/L', 'Sulfate_SO4': 'mg/L', 'Carbonate_CO2': '', 'Bicarbonate_HCO3': 'mg/L', 'Potassium_K': 'mg/L', 'Sodium_Na': 'mg/L', 'Magnesium_Mg': 'mg/L', 'Calcium_Ca': 'mg/L', 'Iron_Fe': 'mg/L', 'Silica_SiO2': 'mg/L', 'Mean_discharge_cfs': '', 'Temperature_°F': ''}",Stream Discharge,"['pH', 'Specific conductance', 'Sodium adsorption ratio', 'Hardness CaCO3 as Non-carbonate', 'Calium, Magnesium', 'Dissolved solids 180°C', 'Boron (B)', 'Nitrate (NO2)', 'Fluoride (F)', 'Chloride (Cl)', 'Sulfate (SO4)', 'Carbonate (CO2)', 'Bicarbonate (HCO3)', 'Potassium (K)', 'Sodium (Na)', 'Magnesium (Mg)', 'Calcium (Ca)', 'Iron (Fe)', 'Silica (SiO2)', 'Mean discharge', 'Temperature']",main,194_160,36.9929,-112.1436,Stream discharge,,1963,1964,[1963 1964],EXACT_RANGE,,False,36.9929,-112.1436,inferred_latitude,inferred_longitude,inferred,False
1520,438,43.0,-118.833333,,,"near Crescent, Oregon","['T. 28 S., R. 7 E., sec. 2']",Miller Creek,,"Harney County, Oregon",11/14/1911-12/31/1912; 08/17/1913-09/30/1913,Daily and Specific Dates for Discharge Measurement,"feet (gage height), second-feet",Stream Discharge,"['Daily gage height', 'second-feet', 'gage measurements']",main,1520_438,43.0,-118.833333,Stream discharge,,1911,1913,[1911 1912 1913],MULTI_YEARS_OR_RANGES,,False,43.0,-118.833333,inferred_latitude,inferred_longitude,inferred,False
583,452,41.91666667,-120.83333333,42.15,-121.7,"Staff gage above rectangular gate at wasteway, lat. 42°09', long. 121°42'","['SW sec. 30, T. 39 S., R. 10 E.']",Diversion from Klamath River,,Modoc County,04/01/1931-09/30/1945,Daily,second-feet,Stream Discharge,"['Klamath River', 'Lost River', 'staff gage', 'diversion', 'gate']",main,583_452,42.15,-121.7,Stream discharge,,1931,1945,[1931 1945],EXACT_RANGE,,False,42.15,-121.7,actual_latitude,actual_longitude,actual,False
251,482,34.5656,-112.1269,,,"Near Douglas, Ariz.",[],Whitewater Draw,,"Yavapai County, Arizona",October 1918-December 1933,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Second-feet', 'Runoff', 'Mean discharge']",main,251_482,34.5656,-112.1269,Stream discharge,,1918,1933,[1918 1933],EXACT_RANGE,,False,34.5656,-112.1269,inferred_latitude,inferred_longitude,inferred,False
3146,264,32.9833,-111.7167,,,"Just upstream from mouth of Mineral Creek, 1,200 feet upstream from gaging station at Kelvin",[],GILA RIVER AT KELVIN,Pinal County,,10/01/1964-12/31/1964,Daily,"{'pH': '', 'Specific_Conductance': 'micromhos at 25°C', 'Sodium_Adsorption_Ratio': '', 'Hardness_CaCO3_Non_Carbonate': 'mg/L', 'Hardness_Calcium_Magnesium': 'mg/L', 'Dissolved_Solids_Tons_Per_Day': 'tons/day', 'Dissolved_Solids_Tons_Per_Acre_Foot_1965': 'tons/acre-foot', 'Dissolved_Solids_Parts_Per_Million_September': 'ppm', 'Boron_B': 'mg/L', 'Nitrate_NO3': 'mg/L', 'Fluoride_F': 'mg/L', 'Chloride_Cl': 'mg/L', 'Sulfate_SO4': 'mg/L', 'Carbonate_CO2': 'mg/L', 'Bicarbonate_HCO3': 'mg/L', 'Potassium_K': 'mg/L', 'Sodium_Na': 'mg/L', 'Magnesium_Mg': 'mg/L', 'Calcium_Ca': 'mg/L', 'Iron_Fe': 'mg/L', 'Silica_SiO2': 'mg/L', 'Mean_Discharge_cfs': 'cubic feet per second'}",Stream Discharge,"['GILA RIVER', 'stream discharge', 'chemical analyses', 'water temperature', 'sediment records']",main,3146_264,32.9833,-111.7167,Stream discharge,,1964,1964,[1964],SINGLE_YEAR,,False,32.9833,-111.7167,inferred_latitude,inferred_longitude,inferred,False
199,158,41.7333,-111.6675,,,"Near Green River, Utah",[],SAN RAFAEL RIVER NEAR GREEN RIVER,,"Cache County, Utah",10/01/1965-09/30/1966,Daily to Monthly (Water Year October 1965 - September 1966),"{'pH': '', 'Specific_Conductance': 'micro-mhos at 25°C', 'Sodium_Absorption_Ratio': '', 'Hardness_as_CaCO3_NonCarbonate_Calcium_Magnesium': 'mg/L', 'Dissolved_Solids_Tons_per_Day': 'tons/day', 'Dissolved_Solids_Tons_per_Acre-foot': 'tons/acre-foot', 'Dissolved_Solids_Parts_per_Million': 'ppm', 'Chloride': 'mg/L', 'Sulfate': 'mg/L', 'Carbonate': 'mg/L', 'Bicarbonate': 'mg/L', 'Potassium': 'mg/L', 'Sodium': 'mg/L', 'Magnesium': 'mg/L', 'Calcium': 'mg/L', 'Silica': 'mg/L', 'Mean_Discharge': 'cfs (cubic feet per second)', 'Temperature_Fahrenheit': '°F'}",Stream Discharge,"['pH', 'Specific Conductance', 'Sodium Absorption Ratio', 'Hardness', 'Dissolved Solids', 'Chloride', 'Sulfate', 'Carbonate', 'Bicarbonate', 'Potassium', 'Sodium', 'Magnesium', 'Calcium', 'Silica', 'Discharge']",main,199_158,41.7333,-111.6675,Stream discharge,,1965,1966,[1965 1966],EXACT_RANGE,,False,41.7333,-111.6675,inferred_latitude,inferred_longitude,inferred,False
1276,151,40.1833,-109.6333,,,"Myton, Utah",[],Duchesne River,,Utah County,10/01/1930-12/31/1935,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Second-feet', 'Runoff']",main,1276_151,40.1833,-109.6333,Stream discharge,,1930,1935,[1930 1935],EXACT_RANGE,,False,40.1833,-109.6333,inferred_latitude,inferred_longitude,inferred,False
70038672,46,,,32.0,-114.7152777778,"Near Pilot Knob, Calif., 2 miles east of summit of Pilot Knob, 6 miles west of Yuma, Ariz., 20.8 miles downstream from intake of All-American Canal at Imperial Dam","['[NW1/4 SW1/4, sec.25, T.16 S., R.21 San Bernardino meridian]']",Pilot Knob powerplant and wasteway,Imperial County,Imperial County,"{'Start_Date': '10/01/1956', 'End_Date': '09/30/1964'}",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Flow_Return_Flow': 'acre-feet'}",Stream Discharge,"['All-American Canal', 'Colorado River', 'Imperial Dam', 'Rockwood gates', 'tailrace gage', 'wasteway', 'flowmeter', 'gates changes']",main,70038672_46,32.0,-114.7152777778,Stream discharge,,1956,1964,[1956 1964],EXACT_RANGE,,False,32.0,-114.7152777778,actual_latitude,actual_longitude,actual,False
194,287,38.9833,-111.6833,,,"Near Salina, Utah","['TR 4N R12W Secs. 1,2,3', 'TR 4N R13E']",SALINA CREEK ABOVE DIVERSIONS,,"Sevier County, Utah",03/01/1964-09/30/1964,Monthly,"{'Discharge': 'cfs', 'Precipitation': 'inches', 'Temperature': 'degrees Fahrenheit', 'Density': 'g/ml'}",Stream Discharge,"['Discharge', 'Flow measurements']",main,194_287,38.9833,-111.6833,Stream discharge,,1964,1964,[1964],SINGLE_YEAR,,False,38.9833,-111.6833,inferred_latitude,inferred_longitude,inferred,False
3089,531,,,42.084722,-122.072222,"near Keno, Oregon","['SESE1 sec. 14, T.40 S., R.6 E.']",Klamath River below John C. Boyle powerplant,Jackson County,,01/1959-09/1965,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}",Stream Discharge,"['Klamath River', 'discharge', 'stream', 'flow regulated', 'powerplant']",main,3089_531,42.084722,-122.072222,Stream discharge,,1959,1965,[1959 1965],EXACT_RANGE,,False,42.084722,-122.072222,actual_latitude,actual_longitude,actual,False
1276,92,,,39.0638,-108.5441,"Near Grand Junction, CO",[],Gunnison River near Grand Junction,"Mesa County, Colorado",,10/1897-09/1904,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Mean', 'Maximum', 'Minimum', 'Runoff']",main,1276_92,39.0638,-108.5441,Stream discharge,,1897,1909,[1897 1904 1909],MULTI_YEARS_OR_RANGES,,False,39.0638,-108.5441,actual_latitude,actual_longitude,actual,False
3144,250,32.823333,-109.072778,,,"Near Morenci, Arizona",[],Eagle Creek above pumping plant,,"Greenlee County, Arizona","10/01/1961-09/30/1962, 10/01/1962-09/30/1963",Daily,Cubic feet per second,Stream Discharge,"['Discharge', 'Cubic Feet Per Second', 'Pumping Plant']",main,3144_250,32.823333,-109.072778,Stream discharge,,1961,1963,[1961 1962 1963],MULTI_YEARS_OR_RANGES,,False,32.823333,-109.072778,inferred_latitude,inferred_longitude,inferred,False
2447,356,,,37.119444,-108.197222,"in sec 7, T.33 N. R.12 W., 1,300 ft upstream from mouth and 2 miles northwest of Red Mesa.","['T.33 N. R.12 W., Sec 7']",Cherry Creek near Red Mesa,,"San Juan County, Colorado",03/27/1928-05/04/1949,Annual,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Stage-discharge relation', 'Gage height', 'Discharge']",main,2447_356,37.119444,-108.197222,Stream discharge,,1928,1949,[1928 1949],EXACT_RANGE,,False,37.119444,-108.197222,actual_latitude,actual_longitude,actual,False
2447,356,,,37.0,-108.1888889,"in sec.10, 32 N., R.13 W., at Colorado-New Mexico State line and 3 miles north of Pendleton, New Mexico.","['32 N., R.13 W., Sec 10']",La Plata River at Colorado-New Mexico State line,,"Montezuma County, Colorado",08/01/1920-05/16/1944,Annual,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Stage-discharge relation', 'Gage height', 'Discharge']",main,2447_356,37.0,-108.1888889,Stream discharge,,1920,1944,[1920 1944],EXACT_RANGE,,False,37.0,-108.1888889,actual_latitude,actual_longitude,actual,False
2447,232,,,41.0167,-110.4833,"Near Robertson, Wyo.",['N/A'],East Fork of Smith Fork,,"Teton County, Wyoming",05/01/1949-06/21/1962,Daily to Monthly,"{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Peak stages', 'Discharges', 'Snowmelt']",main,2447_232,41.0167,-110.4833,Stream discharge,,1949,1962,[1949 1962],EXACT_RANGE,,False,41.0167,-110.4833,actual_latitude,actual_longitude,actual,False
2447,232,,,41.0167,-110.4833,Three-quarters of a mile downstream from Archie Creek and 12 miles southwest of Robertson,"['Section 15, T.12 N., R.116 W.']",West Fork of Smith Fork,,"Teton County, Wyoming",05/01/1940-06/21/1962,Daily to Monthly,"{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Peak stages', 'Discharges', 'Snowmelt']",main,2447_232,41.0167,-110.4833,Stream discharge,,1940,1962,[1940 1962],EXACT_RANGE,,False,41.0167,-110.4833,actual_latitude,actual_longitude,actual,False
56807,468,42.2241,-121.7348,,,"Near Klamath, CA",['Unknown'],KLAMATH RIVER,Klamath County,Klamath County,10/19/1977-09/25/1978,Varies (some days have multiple measurements),"{'Hardness': 'mg/L as CaCO3', 'Calcium Dis': 'mg/L as Ca', 'Sodium': 'mg/L as Na', 'Sorption Ratio': 'Ratio', 'Alkalinity': 'mg/L as CaCO3'}",Stream Discharge,"['Hardness', 'Calcium', 'Sodium', 'Alkalinity', 'Water Quality Data']",main,56807_468,42.2241,-121.7348,Stream discharge,,1977,1978,[1977 1978],EXACT_RANGE,,False,42.2241,-121.7348,inferred_latitude,inferred_longitude,inferred,False
3144,334,33.6175,-111.8672,,,"Vail, Arizona",[],Pantano Wash near Vail,,"Maricopa County, Arizona",10/01/1961-09/30/1963,Daily,Cubic Feet per Second (CFS),Stream Discharge,"['DISCHARGE', 'CUBIC FEET PER SECOND', 'WATER YEAR']",main,3144_334,33.6175,-111.8672,Stream discharge,,1961,1963,[1961 1963],EXACT_RANGE,,False,33.6175,-111.8672,inferred_latitude,inferred_longitude,inferred,False
2913,144,41.2553,-111.8464,,,"near Ogden, Utah",['NE1SW1 sec. 16'],Pine View Reservoir,,"Weber County, California",10/01/1937-09/30/1950,monthly,acre-feet,Reservoir,"['reservoir', 'acre-feet']",main,2913_144,41.2553,-111.8464,Reservoir,,1937,1950,[1937 1950],EXACT_RANGE,,False,41.2553,-111.8464,inferred_latitude,inferred_longitude,inferred,False
2913,144,,,41.2553,-111.8464,"NE1SW1 sec. 16, T. 6 N. R. 1 E.",['T. 6 N. R. 1 E.'],"Ogden River near Ogden, Utah",,"Weber County, California",1904-1950,monthly,cubic feet per second (cfs),Stream Discharge,"['river', 'stream discharge', 'pipeline']",main,2913_144,41.2553,-111.8464,Stream discharge,,1904,1950,[1904 1950],EXACT_RANGE,,False,41.2553,-111.8464,actual_latitude,actual_longitude,actual,False
70160570,31,44.05,-121.5,,,Columbia River Gill-Net Fishery,[],Columbia River,,"Linn County, Oregon (part of Columbia River watershed extends into California)",06/01/1957-10/31/1957,Weekly,"{'Number_of_Fish_Sampled': 'Individuals', 'Percent_of_Sample_Tuberculous': 'Percentage', 'Number_of_Fish_Caught': 'Individuals', 'Estimated_Number_of_Tuberculous_Fish_Caught': 'Individuals'}",Stream Discharge,"['Salmon', 'Steelhead', 'Gill-Net Fishery', 'Tuberculosis']",main,70160570_31,44.05,-121.5,Stream discharge,,1957,1957,[1957],SINGLE_YEAR,,False,44.05,-121.5,inferred_latitude,inferred_longitude,inferred,False
199,96,41.4,-110.9,,,"Near Green River, Wyoming",[],Green River,"Uinta County, WY",,10/01/1965-09/30/1966,daily,"{'discharge': 'cfs (cubic feet per second)', 'sediment_concentration': 'ppm (parts per million)', 'sediment_load': 'tons per day'}",Stream Discharge,"['mean discharge', 'suspended sediment', 'tons per day']",main,199_96,41.4,-110.9,Stream discharge,,1965,1966,[1965 1966],EXACT_RANGE,,False,41.4,-110.9,inferred_latitude,inferred_longitude,inferred,False
3217,32,,,32.4444,-116.9069,at Rodriguez Dam on Rio de las Palmas,['TRS'],"Rodriguez Reservoir at Rodriguez Dam, Baja California, Mexico",,Tijuana Municipality,1937-10/01 to 1950-09/30,monthly,{'Storage': 'acre-feet'},Reservoir,"['Storage', 'Irrigation', 'Municipal supply']",main,3217_32,32.4444,-116.9069,Reservoir,,1937,1950,[1937 1950],EXACT_RANGE,,False,32.4444,-116.9069,actual_latitude,actual_longitude,actual,False
251,316,,,32.85,-109.7,"Near Safford, Arizona","['T. 7 S., R. 26 E., SW1/4SW1/4 sec. 4']",Graham Canal,,"Graham County, Arizona",October 1914 to September 1938,Twice daily,"Second-feet for discharge, acre-feet for yearly discharge, second-foot-days and acre-feet for runoff",Stream Discharge,"['Discharge', 'Gila River', 'Irrigation', 'Runoff']",main,251_316,32.85,-109.7,Stream discharge,,1914,1938,[1914 1938],EXACT_RANGE,,False,32.85,-109.7,actual_latitude,actual_longitude,actual,False
251,272,,,33.366667,-108.808333,"Near Mogollon, N. Mex.","['SW1 sec. 4, T. 11 S., R. 19 W.']",Whitewater Creek,,"Mora County, New Mexico",October 1909 - December 1914,"Twice daily from May 30, 1911 onwards; prior records not specified","{'Discharge': 'second-feet', 'Runoff_Second_Foot_Days': 'Second-foot-days', 'Runoff_Acre_Feet': 'Acre-feet'}",Stream Discharge,"['discharge', 'gage heights', 'stream']",main,251_272,33.366667,-108.808333,Stream discharge,,1909,1914,[1909 1914],EXACT_RANGE,,False,33.366667,-108.808333,actual_latitude,actual_longitude,actual,False
431,399,42.667,-121.8,,,"Near Fort Klamath, Oreg.","['T. 32 S., R. 6 E., sec. 36']",Anna Creek,Klamath County,Klamath County,11/12/1922-09/30/1926,Daily,second-feet for discharge; feet for gage height,Stream Discharge,"['Anna Creek', 'discharge', 'gage height', 'Klamath County', 'Fort Klamath']",main,431_399,42.667,-121.8,Stream discharge,,1922,1926,[1922 1926],EXACT_RANGE,,False,42.667,-121.8,inferred_latitude,inferred_longitude,inferred,False
32798,55,33.0,-111.5,,,Central Arizona Plain,[],Gila River,,"Pinal County, Arizona",1945-01/01-1957-12/31,Annual (Yearly),thousands of tons of dissolved solids,Stream Discharge,"['Gila River', 'dissolved solids', 'saline residues']",main,32798_55,33.0,-111.5,Stream discharge,,1945,1957,[1945 1957],EXACT_RANGE,,False,33.0,-111.5,inferred_latitude,inferred_longitude,inferred,False
32798,55,33.5,-112.1,,,Central Arizona Plain,[],Salt River,,"Maricopa County, Arizona",1945-01/01-1957-12/31,Annual (Yearly),thousands of tons of dissolved solids,Stream Discharge,"['Salt River', 'dissolved solids', 'salt banks']",main,32798_55,33.5,-112.1,Stream discharge,,1945,1957,[1945 1957],EXACT_RANGE,,False,33.5,-112.1,inferred_latitude,inferred_longitude,inferred,False
32798,55,34.0,-111.7,,,Central Arizona Plain,[],Verde River,,"Yavapai County, Arizona",1945-01/01-1957-12/31,Annual (Yearly),thousands of tons of dissolved solids,Stream Discharge,"['Verde River', 'dissolved solids']",main,32798_55,34.0,-111.7,Stream discharge,,1945,1957,[1945 1957],EXACT_RANGE,,False,34.0,-111.7,inferred_latitude,inferred_longitude,inferred,False
32798,55,33.9,-112.3,,,Central Arizona Plain,[],Agua Fria River,,"Maricopa County, Arizona",1945-01/01-1957-12/31,Annual (Yearly),thousands of tons of dissolved solids,Stream Discharge,"['Agua Fria River', 'dissolved solids']",main,32798_55,33.9,-112.3,Stream discharge,,1945,1957,[1945 1957],EXACT_RANGE,,False,33.9,-112.3,inferred_latitude,inferred_longitude,inferred,False
2987,254,35.0,-94.5,,,Various locations along Red River in Oklahoma and Arkansas,"['[TRI not specified]', '[TRS not specified]']",Red River,,Oklahoma / Arkansas border region,01/01/1902-12/31/1938,Monthly to Yearly (data spans from 1902 to 1938),['Discharge'],Stream Discharge,"['flood', 'discharge', 'Red River']",main,2987_254,35.0,-94.5,Stream discharge,,1902,1938,[1902 1912 1938],MULTI_YEARS_OR_RANGES,,False,35.0,-94.5,inferred_latitude,inferred_longitude,inferred,False
2447,279,,,40.136111,-111.027778,"NW1NW1 sec. 16, T.4 S., R.10 W., Uinta meridian, on left bank half a mile downstream from Stinking Springs, 2 miles upstream from Willow Creek, and 3 miles south of Soldier Springs","['T.4 S., R.10 W., sec. 16']",Strawberry River near Soldier Springs,Uintah County,,04/18/1943-05/14/1952,Variable (dates of recording differ),"{'Gage_height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Strawberry River', 'Gage height', 'Discharge', 'Current-meter measurements']",main,2447_279,40.136111,-111.027778,Stream discharge,,1943,1952,[1943 1952],EXACT_RANGE,,False,40.136111,-111.027778,actual_latitude,actual_longitude,actual,False
1139,183,,,43.825,-118.775,"Near Merrill, Oreg.",[],Lost River near Merrill,"Harney County, Oregon",,01/01/1906-12/31/1906,Daily,"{'Gage_Height': 'feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['gage height', 'discharge']",main,1139_183,43.825,-118.775,Stream discharge,,1906,1912,[1906 1912],EXACT_RANGE,,False,43.825,-118.775,actual_latitude,actual_longitude,actual,False
251,195,,,32.9733,-111.6194,"near Solomonsville, Arizona",[],Gila River near Solomonsville,"Pinal County, Arizona",,10/01/1921-09/30/1932,Monthly,"{'Discharge': 'second-feet', 'Runoff Second-foot-days': 'second-foot-days', 'Runoff Acre-feet': 'acre-feet'}",Stream Discharge,"['Discharge', 'Runoff', 'Second-feet', 'Acre-feet']",main,251_195,32.9733,-111.6194,Stream discharge,,1921,1932,[1921 1932],EXACT_RANGE,,False,32.9733,-111.6194,actual_latitude,actual_longitude,actual,False
4538,407,,,42.2333333,-121.8,"300 feet downstream from head gates of canal and 1 mile northwest of Klamath Falls, Oreg.","['NE1 sec. 30', 'T. 38 S. R. 9E.']","""A"" Canal at Klamath Falls",Klamath County,,10/01/1910-09/30/1941,Daily,second-feet,Irrigation,"['canal', 'irrigation', 'Upper Klamath Lake', 'Klamath River', 'Lost River']",main,4538_407,42.2333333,-121.8,Irrigation,,1910,1941,[1910 1941],EXACT_RANGE,,False,42.2333333,-121.8,actual_latitude,actual_longitude,actual,False
3217,349,42.9666667,-121.5,42.9666667,-121.5,"Sec. 14, T. 30 S., R. 10 E.","['T. 30 S., R. 10 E., Sec. 14']","Williamson River near Silver Lake, Oreg.",Klamath County,Klamath County,1917-07/1921-05,Daily (seasonal),{'Discharge': 'cubic feet per second (cfs)'},Stream Discharge,"['Discharge', 'Irrigation']",main,3217_349,42.9666667,-121.5,Stream discharge,,1917,1921,[1917 1921],EXACT_RANGE,,False,42.9666667,-121.5,actual_latitude,actual_longitude,actual,False
1553,294,42.767,-121.751,,,Oreg.,"['T. 38 S., R. 9 E.']",Wood River at Fort Klamath,,"Klamath County, Oregon",10/01/1920-09/30/1921,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['discharge', 'maximum', 'minimum', 'mean']",main,1553_294,42.767,-121.751,Stream discharge,,1920,1921,[1920 1921],EXACT_RANGE,,False,42.767,-121.751,inferred_latitude,inferred_longitude,inferred,False
