id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number
23982,53,35.0,-120.0,,,Unknown,[],Well 3,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Ot']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 4,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Ps']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 6,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Ot']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 15,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 14,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 13,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 12,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 11,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 5,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Ps']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 10,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 16,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 7,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 8,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Ps']",23982_53
23982,53,35.0,-120.0,,,Unknown,[],Well 9,,California County,,,"feet, gallons per minute",Groundwater,"['Well', 'Yield', 'Or']",23982_53
23982,55,32.7,-115.2,,,Coordinates inferred based on Township and Range information.,"['5N', '11W', '-7']",Well 5N/11W-7G2S,,Imperial County,10/26/1976,One-time measurement,"{'Specific_Conductance': 'umho/cm', 'pH': None, 'Temperature': '°C', 'Hardness_as_CaCO3': 'mg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L'}",Groundwater,"['Well', 'pH', 'Specific Conductance']",23982_55
23982,55,32.8,-115.4,,,Coordinates inferred based on Township and Range information.,"['1N', '7E', '-23']",Well 1N/7E-23A1S,,Imperial County,01/29/1970,One-time measurement,"{'Specific_Conductance': 'umho/cm', 'pH': None, 'Hardness_as_CaCO3': 'mg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L'}",Groundwater,"['Well', 'pH', 'Specific Conductance']",23982_55
23982,55,33.0,-115.5,,,Coordinates inferred based on Township and Range information.,"['30S', '37E', '-13']",Well 30S/37E-13C1M,,Imperial County,02/04/1976,One-time measurement,"{'Specific_Conductance': 'umho/cm', 'pH': None, 'Temperature': '°C', 'Hardness_as_CaCO3': 'mg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L'}",Groundwater,"['Well', 'pH', 'Specific Conductance', 'Hardness']",23982_55
23982,55,32.6,-115.1,,,Coordinates inferred based on Township and Range information.,"['5N', '11W', '-24']",Well 5N/11W-24G1S,,Imperial County,10/26/1976,One-time measurement,"{'Specific_Conductance': 'umho/cm', 'pH': None, 'Temperature': '°C', 'Hardness_as_CaCO3': 'mg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L'}",Groundwater,"['Well', 'pH', 'Specific Conductance']",23982_55
23982,55,32.5,-115.0,,,Coordinates inferred based on Township and Range information.,"['6N', '13W', '-8']",Well 6N/13W-8Q1S,,Imperial County,10/26/1976,One-time measurement,"{'Specific_Conductance': 'umho/cm', 'pH': None, 'Temperature': '°C', 'Hardness_as_CaCO3': 'mg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L'}",Groundwater,"['Well', 'pH', 'Specific Conductance']",23982_55
23982,55,32.4,-114.9,,,Coordinates inferred based on Township and Range information.,"['15S', '14E', '-18']",Well 15S/14E-18C1S,,Imperial County,05/08/1958,One-time measurement,"{'pH': None, 'Temperature': '°C', 'Hardness_as_CaCO3': 'mg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L'}",Groundwater,"['Well', 'pH']",23982_55
23982,55,32.9,-115.3,,,Coordinates inferred based on Township and Range information.,"['3N', '8E', '-29']",Well 3N/8E-29C1S,,Imperial County,04/09/1952-06/26/1952,Multiple measurements from 04/09/1952 to 06/26/1952,"{'Specific_Conductance': None, 'pH': None, 'Temperature': '°C', 'Hardness_as_CaCO3': 'mg/L', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L'}",Groundwater,"['Well', 'pH', 'Temperature']",23982_55
23995,27,34.5,-119.7,,,"30 miles east of Carpinteria, California",[],H. C. Pruner (formerly A. H. Young),Santa Barbara,,"Apr. 22, 1949-Oct. 22, 1956",Various dates from 1949 to 1956,Feet below land-surface datum (lsd),Groundwater,"['water-table well', 'alluvium', 'Casitas formation']",23995_27
23995,27,34.5,-119.7,,,"Four miles east of Carpinteria, California",[],Solari and Schweizer,Santa Barbara,,"Nov. 17, 1941-Dec. 31, 1956",Various dates from 1941 to 1956,Feet below land-surface datum (lsd),Groundwater,"['water-table well', 'alluvium', 'Casitas formation']",23995_27
23995,27,34.5,-119.7,,,"Near Carpinteria, California",[],Ben Moore,Santa Barbara,,01/30/1941-12/31/1956,Monthly,Feet below land-surface datum (lsd),Groundwater,"['water-table well', 'Casitas formation']",23995_27
23995,27,34.5,-119.7,,,"Near Carpinteria, California",[],McMes Mesa Associates Co.,Santa Barbara,,"Feb. 8, 1946-Dec. 31, 1956",Monthly,Feet below land-surface datum (lsd),Groundwater,"['water-table well', 'Casitas formation']",23995_27
23995,28,,,,,Casitas formation,[],A. F. Heimlich,,,01/31/1941-12/31/1956,Monthly,feet below land-surface datum,Groundwater,"['artesian well', 'Casitas formation', 'land-surface datum']",23995_28
23995,28,,,,,Casitas formation,[],W. H. Yule,,,02/29/1941-12/31/1956,Monthly,feet below land-surface datum,Irrigation,"['irrigation artesian well', 'Casitas formation', 'land-surface datum']",23995_28
23995,28,,,,,Alluvium,[],Mrs. A Baylor,,,07/30/1941-12/31/1956,Monthly,feet below land-surface datum,Groundwater,"['artesian well', 'alluvium', 'land-surface datum']",23995_28
23995,28,,,,,Casitas formation,[],Shepard Mesa Mutual Water Co.,,,01/31/1946-12/31/1956,Monthly,feet below land-surface datum,Groundwater,"['water-table well', 'Casitas formation', 'land-surface datum']",23995_28
23995,28,,,,,Alluvium,[],W. C. and C. A. Catlin,,,01/31/1919-12/31/1956,Monthly,feet below land-surface datum,Groundwater,"['domestic and irrigation water-table well', 'alluvium', 'land-surface datum']",23995_28
23995,29,34.4333,-119.7,,,"Alluvium, Diameter 8 inches, Depth 93 feet",[],California State Highway Department Water Well,,Santa Barbara County,"1949-05/31,1956-09/25",Monthly,Feet below land-surface datum (lsd),Groundwater,['Unused Water Well'],23995_29
23995,29,34.4333,-119.7,,,"Alluvium, Diameter 10 inches, Depth 210 feet",[],Sandyland Beach Club Artesian Well,,Santa Barbara County,"1938-05/06,1951-11/26",Monthly,Feet below land-surface datum (lsd),Groundwater,"['Artesian Well', 'Domestic']",23995_29
23995,29,34.4333,-119.7,,,"Alluvium, Diameter 10 inches, Depth 176 feet",[],Carpinteria Union High School Artesian Well,,Santa Barbara County,"1941-04/23,1955-08/29",Monthly,Feet below land-surface datum (lsd),Groundwater,"['Artesian Well', 'Unused']",23995_29
23995,29,34.4333,-119.7,,,"Alluvium, Diameter 2 inches, Depth 110 feet",[],A. P. Salsgeber Artesian Well,,Santa Barbara County,"1950-05/31,1956-09/25",Monthly,Feet below land-surface datum (lsd),Groundwater,"['Artesian Well', 'Unused']",23995_29
23995,29,34.4333,-119.7,,,"Alluvium, Diameter 12 inches, Depth 147 feet",[],H. Sturmer Artesian Well,,Santa Barbara County,"1928-04/25,1938-1941-09/25/1951",Monthly,Feet below land-surface datum (lsd),Groundwater,"['Artesian Well', 'Drilled', 'Domestic and Irrigation']",23995_29
23995,30,34.4208,-119.6982,,,Artesian,[],Frank Wymond Well,,Santa Barbara County,02/31/1941-12/31/1956,Monthly,feet below land-surface datum (lsd),Artesian,"['well', 'artesian']",23995_30
23995,30,34.4208,-119.6982,,,terrace deposits and Santa Barbara formation,[],Jack Rose Well,,Santa Barbara County,05/12/1949-11/30/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['well', 'terrace deposits', 'Santa Barbara formation']",23995_30
23995,30,34.4208,-119.6982,,,Santa Barbara formation,[],H. R. Hirsch Well,,Santa Barbara County,01/30/1949-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['well', 'Santa Barbara formation', 'perforations']",23995_30
23995,30,34.4208,-119.6982,,,Casitas formation,[],E. R. Dickover Well,,Santa Barbara County,01/31/1941-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['well', 'Casitas formation']",23995_30
23995,31,34.42,-119.81,,,Goleta Basin,[],4/27-7P1,Santa Barbara,Santa Barbara,09/1937-08/30/1956,Monthly to Bi-monthly,feet below land-surface datum,Groundwater,"['drilled', 'unused water-table well']",23995_31
23995,31,34.42,-119.81,,,Goleta Basin,[],4/27-732,Santa Barbara,Santa Barbara,04/26/1956-09/25/1956,Monthly,feet below land-surface datum,Groundwater,"['drilled', 'irrigation water-table well']",23995_31
23995,31,34.42,-119.81,,,Goleta Basin,[],4/27-6Q9,Santa Barbara,Santa Barbara,11/10/1954-11/30/1956,Monthly to Bi-monthly,feet below land-surface datum,Groundwater,"['drilled', 'unused water-table well']",23995_31
23995,31,34.42,-119.81,,,Goleta Basin,[],4/27-6N1,Santa Barbara,Santa Barbara,04/22/1942-07/29/1954,Monthly to Bi-monthly,feet below land-surface datum,Groundwater,"['drilled', 'domestic', 'irrigation water-table well']",23995_31
23995,31,34.42,-119.81,,,Goleta Basin,[],4/27-18R2,Santa Barbara,Santa Barbara,05/28/1956-12/31/1956,Monthly,feet below land-surface datum,Groundwater,"['drilled', 'exotic water-table well']",23995_31
23995,32,34.4375,-119.8458,,,"Near Goleta, Santa Barbara",[],Peter Cavaletto unused water-table well near Goleta,Santa Barbara County,Santa Barbara County,10/22/1948-04/12/1954,Variable (dates of recording do not follow a regular interval),inches below land-surface datum (lsd),Groundwater,"['water-table well', 'alluvium']",23995_32
23995,32,34.4208,-119.6982,,,"Tuckers Grove, Santa Barbara",[],County of Santa Barbara unused ester-table well in Tuckers Grove,Santa Barbara County,Santa Barbara County,11/26/1951-04/30/1954,Variable (dates of recording do not follow a regular interval),inches below land-surface datum (lsd),Groundwater,"['ester-table well', 'Santa Barbara formation']",23995_32
23995,32,34.4417,-119.6961,,,"Old San Marcos Pass Road, near Santa Barbara",[],Hollister Estate unused water-table well on Old San Marcos Pass Road,Santa Barbara County,Santa Barbara County,01/30/1956-12/31/1955,Variable (dates of recording do not follow a regular interval),inches below land-surface datum (lsd),Groundwater,"['water-table well', 'alluvium']",23995_32
23995,32,34.4208,-119.6982,,,"Victoria and Rancheria Streets, Santa Barbara",[],City of Santa Barbara unused artesian well,Santa Barbara County,Santa Barbara County,02/02/1948-10/19/1951,Variable (dates of recording do not follow a regular interval),inches below land-surface datum (lsd),Groundwater,"['artesian well', 'alluvium', 'Santa Barbara formation']",23995_32
23995,33,34.4375,-119.7076,,,Cathedral Oaks Road and Patterson Avenue,[],Unused water-table well in alluvium,,Santa Barbara County,01/30/1947-04/26/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['drilled', 'unused water-table well', 'alluvium']",23995_33
23995,33,34.4375,-119.7076,,,Old San Marcos Pass Road and Cathedral Oaks Road,[],Unused artesian well in Santa Barbara formation,,Santa Barbara County,01/30/1941-04/26/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['drilled', 'unused artesian well', 'Santa Barbara formation']",23995_33
23995,33,34.4375,-119.7076,,,Unknown specific location,[],Unused artesian well in Santa Barbara formation,,Santa Barbara County,01/30/1941-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['drilled', 'unused artesian well', 'Santa Barbara formation']",23995_33
23995,33,34.4375,-119.7076,,,Kellogg Avenue and Patterson Avenue,[],Unused water-table well in Santa Barbara formation,,Santa Barbara County,01/30/1955-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['drilled', 'unused water-table well', 'Santa Barbara formation']",23995_33
23995,33,34.4375,-119.7076,,,Between Kellog Avenue and San Jose Creek,[],Irrigation water-table well in alluvium,,Santa Barbara County,01/31/1945-04/26/1956,Monthly,feet below land-surface datum (lsd),Irrigation,"['drilled', 'irrigation water-table well', 'alluvium']",23995_33
23995,34,34.4506,-119.6969,,,Fairview Road and Encina Road,[],A. T. Spaulding,,Santa Barbara County,01/30/1941-09/25/1956,Monthly (specific dates),feet below land-surface datum (lsd),Domestic,"['drilled', 'domestic artesian well', 'Santa Barbara formation']",23995_34
23995,34,34.433,-119.7053,,,Southern Pacific Railroad and Patterson Avenue,[],L. M. Cavaletto,Santa Barbara County,Santa Barbara County,01/30/1941-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['drilled', 'unused water-table well', 'Santa Barbara formation']",23995_34
23995,34,34.4333,-119.8007,,,Near Goleta,[],Shrode-Nelson Produce Co.,,Santa Barbara County,04/07/1955-08/30/1956,Monthly (specific dates),feet below land-surface datum (lsd),Industrial,"['drilled', 'industrial artesian well', 'alluvium']",23995_34
23995,34,34.4406,-119.7069,,,Fairview Road and Stow Canyon Road,[],F. J. Ewing,Santa Barbara County,Santa Barbara County,02/27/1954-12/31/1956,Monthly (specific dates),feet below land-surface datum (lsd),Irrigation,"['drilled', 'irrigation artesian well', 'Santa Barbara formation']",23995_34
23995,34,34.4406,-119.7069,,,Stow Canyon Road and San Pedro Creek,[],Sellar Bullard,Santa Barbara County,Santa Barbara County,01/31/1941-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['drilled', 'unused water-table well', 'Santa Barbara formation']",23995_34
23995,35,34.4333,-119.7,,,Patterson Avenue and Maria Ygnacio Creek,[],J. S. Edwards,,Santa Barbara County,1932/01/30-1956/12/31,Irregular intervals (noted dates),feet below land-surface datum (lsd),Groundwater,"['artesian well', 'Santa Barbara formation']",23995_35
23995,35,34.4333,-119.7,,,,[],Giovanni Cavalli,,Santa Barbara County,1947/03/07-1956/12/31,Monthly,feet below land-surface datum (lsd),Groundwater,"['irrigation artesian well', 'Santa Barbara formation']",23995_35
23995,35,34.4333,-119.7,,,Near Santa Barbara,[],St. Vincent's School,,Santa Barbara County,1941-12/31/1956,Irregular intervals (noted dates),feet below land-surface datum (lsd),Groundwater,"['water-table well', 'alluvium']",23995_35
23995,35,34.4333,-119.7,,,Turnpike Road and Loma Abaja Creek,[],John S. Greene,,Santa Barbara County,1941-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['water-table well', 'Santa Barbara formation']",23995_35
23995,36,34.4353,-119.8331,,,3.5 miles east of Goleta,[],La Cumbre Mutual Water Co. Well 1,Santa Barbara County,,12/07/1953-04/26/1956,Variable (monthly to yearly),feet below land-surface datum,Groundwater,"['artesian well', 'public-supply', 'alluvium', 'Santa Barbara formation']",23995_36
23995,36,34.4353,-119.8331,,,2.5 miles east of Goleta,[],La Cumbre Mutual Water Co. Well 2,Santa Barbara County,,01/10/1944-12/31/1956,Variable (monthly to yearly),feet below land-surface datum,Groundwater,"['artesian well', 'public-supply', 'alluvium', 'Santa Barbara formation']",23995_36
23995,36,34.4395,-119.8453,,,U.S. Highway 101 and Goleta Beach Road,[],John Begg Well,Santa Barbara County,,1941-1956,Variable (monthly to yearly),feet below land-surface datum,Groundwater,"['artesian well', 'unused', 'Santa Barbara formation']",23995_36
23995,36,34.4353,-119.8331,,,Unknown precise location near Goleta,[],Pacific Lighting Gas Supply Co. Well,Santa Barbara County,,1941-12/31/1956,Variable (monthly to yearly),feet below land-surface datum,Groundwater,"['water-table well', 'domestic and industrial use', 'alluvium', 'Santa Barbara formation']",23995_36
23995,36,34.4244,-119.8487,,,1.5 miles southeast of Goleta,[],J. Ciampi & Sons Well,Santa Barbara County,,05/23/1946-12/31/1956,Variable (monthly to yearly),feet below land-surface datum,Irrigation,"['artesian well', 'irrigation', 'alluvium']",23995_36
23995,37,34.4365,-119.7119,,,"One mile south of Goleta, alluvium and Monterey formation",[],Observation Well,Santa Barbara County,Santa Barbara County,01/01/1955-12/31/1956,Daily,feet below land-surface datum,Groundwater,"['Observation well', 'Alluvium and Monterey formation']",23995_37
23995,37,34.4319,-119.6982,,,"Nectarine Avenue and San Jose Creek, Santa Barbara formation",[],Domestic and Irrigation Artesian Well,Santa Barbara County,Santa Barbara County,01/10/1941-11/30/1956,Daily,feet below land-surface datum,Groundwater,"['Artesian well', 'Domestic and irrigation']",23995_37
23995,39,,,,,"Hollister Avenue and Storke Road, Santa Barbara formation",[],Irrigation Water-Table Well,Santa Barbara County,,01/30/1951-12/31/1956,Monthly,Feet below land-surface datum (lsd),Irrigation,"['Irrigation water-table well', 'Santa Barbara formation']",23995_39
23995,39,,,,,"Glen Annie Road and Southern Pacific Railroad, Santa Barbara formation",[],Domestic and Irrigation Water-Table Well,Santa Barbara County,,01/30/1941-12/31/1956,Monthly,Feet below land-surface datum (lsd),Domestic and Irrigation,"['Domestic well', 'Irrigation water-table well', 'Santa Barbara formation']",23995_39
23995,39,,,,,"Storke Road south of Hollister Avenue, Santa Barbara formation",[],Unused Water-Table Well,Santa Barbara County,,01/30/1941-12/31/1956,Monthly,Feet below land-surface datum (lsd),Groundwater,"['Unused water-table well', 'Santa Barbara formation']",23995_39
23995,39,,,,,Santa Barbara formation,[],Artesian Well,Santa Barbara County,,02/27/1941-12/31/1956,Monthly,Feet below land-surface datum (lsd),Groundwater,"['Artesian well', 'Santa Barbara formation', 'perforations']",23995_39
23995,41,34.6326,-120.0214,,,"Near Santa Ynez, Rancho Juan y Lolita",[],Rancho Juan y Lolita Irrigation Well,Santa Barbara County,Santa Barbara County,02/01/1952-12/18/1956,Monthly,feet below land-surface datum,Groundwater,"['irrigation water-table well', 'river-channel deposits']",23995_41
23995,41,34.6326,-120.0214,,,"Near Santa Ynes, Rancho Juan y Lolita",[],Rancho Juan y Lolita Unused Well,Santa Barbara County,Santa Barbara County,01/01/1933-12/31/1956,Daily,feet below land-surface datum,Groundwater,"['unused water-table well', 'alluvium']",23995_41
23995,43,34.6415,-120.0978,,,Near Buellton,[],Owen E. Hollister Well,,Santa Barbara County,01/21/1932-12/29/1956,Monthly,Feet below land-surface datum (lsd),Groundwater,"['domestic water-table well', 'alluvium']",23995_43
23995,43,34.6415,-120.0978,,,Near Buellton,[],Manuel P. Domingos Well,,Santa Barbara County,01/26/1932-12/28/1956,"Monthly, Additional Records in 1932-34, 1941-56",Feet below land-surface datum (lsd),Groundwater,"['domestic and stock water-table well', 'alluvium']",23995_43
23995,43,34.6404,-120.1079,,,Highway 150 west of Buellton,[],Wallace Dine Well,,Santa Barbara County,01/26/1949-11/27/1956,Monthly,Feet below land-surface datum (lsd),Groundwater,"['domestic water-table well', 'Paso Robles formation']",23995_43
23995,43,34.6557,-120.0565,,,Alisal Road north of Santa Ynez River,[],Alisal Corporation Well,,Santa Barbara County,01/26/1941-12/28/1956,Monthly,Feet below land-surface datum (lsd),Groundwater,"['domestic water-table well', 'alluvium']",23995_43
23995,44,34.4433,-120.0957,,,Near Buellton,[],Doty and Mercer,Santa Barbara County,Santa Barbara County,01/30/1932-12/02/1956,Monthly,feet below land-surface datum,Groundwater,"['domestic water', 'table well', 'alluvium']",23995_44
23995,44,34.4433,-120.0957,,,Near Buellton,[],T. J. Donovan,Santa Barbara County,Santa Barbara County,01/26/1932-12/27/1956,Monthly,feet below land-surface datum,Groundwater,"['domestic and stock water', 'table well']",23995_44
23995,44,34.6579,-120.4355,,,Near Lompoc,[],Hollister Estate,Santa Barbara County,Santa Barbara County,01/26/1941-12/27/1956,Monthly,feet below land-surface datum,Groundwater,"['domestic water', 'table well']",23995_44
23995,44,34.6579,-120.4355,,,Near Lompoc,[],Hollister Estate (unused),Santa Barbara County,Santa Barbara County,01/26/1932-12/27/1956,Monthly,feet below land-surface datum,Groundwater,"['unused water', 'table well']",23995_44
23995,44,34.4433,-120.0957,,,Near Buellton,[],Channing Peake,Santa Barbara County,Santa Barbara County,01/26/1941-12/31/1956,Monthly,feet below land-surface datum,Groundwater,"['irrigation water', 'table well']",23995_44
23995,45,34.6381,-120.4412,,,"Near Lompoc, Santa Rosa Road and Selsipuedes Creek",[],Hollister Estate,,Santa Barbara,01/19/1949-12/27/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['irrigation water-table well', 'alluvium']",23995_45
23995,45,34.6381,-120.4412,,,"Near Lompoc, Ocean Avenue and Avenue Legge",[],Bank of America,,Santa Barbara,03/27/1930-12/28/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['domestic artesian well', 'Careaga sand']",23995_45
23995,45,34.6473,-120.4468,,,"West Olive and O Streets, Lompoc",[],City of Lompoc,,Santa Barbara,02/26/1950-12/27/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['unused water-table well', 'alluvium']",23995_45
23995,45,34.6381,-120.4412,,,"Near Lompoc, Santa Rosa Road and Selsipuedes Creek",[],William Rennie,,Santa Barbara,01/26/1949-12/27/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['irrigation water-table well', 'river-channel deposits and alluvium']",23995_45
23995,45,34.6381,-120.4412,,,Near Lompoc,[],Hattie Madsen,,Santa Barbara,02/28/1948-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['irrigation water-table well', 'alluvium']",23995_45
23995,46,35.3516,-120.6463,35.3516,-120.6463,"3.5 miles east of Ballard, San Luis Obispo County, California",,Ballard Water-Table Well,San Luis Obispo County,San Luis Obispo County,10/15/1953-10/22/1956,Variable intervals (Monthly to specific dates),Feet below land-surface datum,Groundwater,"['Unused water-table well', 'Paso Robles formation']",23995_46
23995,46,34.6301,-120.0435,34.6301,-120.0435,"Near Los Olivos, Santa Barbara County, California",,Near Los Olivos Water-Table Well,Santa Barbara County,Santa Barbara County,01/30/1942-08/28/1956,Monthly intervals (except June 25),Feet below land-surface datum,Groundwater,"['Domestic water-table well', 'Paso Robles formation']",23995_46
23995,46,35.3607,-120.6565,35.3607,-120.6565,"Near Ballard, San Luis Obispo County, California",,Ballard Water-Table Well (Refugio Ave.),San Luis Obispo County,San Luis Obispo County,01/30/1942-12/28/1956,Monthly intervals (except May 29),Feet below land-surface datum,Groundwater,"['Domestic and irrigation water-table well', 'Paso Robles formation']",23995_46
23995,46,34.6658,-120.4501,34.6658,-120.4501,"Near Lompoc, Santa Barbara County, California",,Lompoc Water-Table Well,Santa Barbara County,Santa Barbara County,02/26/1946-10/22/1956,Monthly intervals (except May 29),Feet below land-surface datum,Groundwater,"['Unused water-table well', 'Paso Robles formation']",23995_46
23995,46,34.6317,-120.0416,34.6317,-120.0416,"In Los Olivos, Santa Barbara County, California",,Los Olivos Water-Table Well,Santa Barbara County,Santa Barbara County,01/30/1942-06/25/1956,Monthly intervals (except June 25),Feet below land-surface datum,Groundwater,"['Domestic and irrigation water-table well', 'Paso Robles formation']",23995_46
23995,47,34.6398,-120.4336,34.6398,-120.4336,"Near Lompoc, California","['[TRS, TRS]']",Purisima Lease Well 1,Santa Barbara County,Santa Barbara County,01/30/1948-12/31/1956,Daily,Feet below land-surface datum,Groundwater,"['observation water-table well', 'Orcutt formation']",23995_47
23995,47,34.6398,-120.4336,34.6398,-120.4336,"Near Lompoc, California","['[TRS, TRS]']",Purisima Lease Well 2,Santa Barbara County,Santa Barbara County,01/01/1949-12/26/1956,Daily,Feet below land-surface datum,Groundwater,"['observation water-table well', 'Careaga sand']",23995_47
23995,48,34.678,-120.4643,,,Near Lompoc,['Not provided'],Water-table well in Paso Robles formation,Santa Barbara County,Santa Barbara County,02/28/1947-12/31/1955,Monthly,feet below land-surface datum (lsd),Groundwater,"['drilled', 'unused', 'water-table well', 'Paso Robles formation']",23995_48
23995,48,34.678,-120.4643,,,"Camp Cooke Military Reservation, Near Lompoc",['Not provided'],Observation artesian well in Orcutt sand,Santa Barbara County,Santa Barbara County,01/1948-12/1956,Daily,feet below land-surface datum (lsd),Groundwater,"['drilled', 'observation artesian well', 'Orcutt sand']",23995_48
23995,49,34.6457,-120.4501,,,"Near Lompoc, Rucker Crossing of Santa Ynez River",[],H. E. Harris domestic artesian well,Santa Barbara County,,01/26/1941-12/07/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['artesian well', 'alluvium', 'Orcutt formation', 'perforations']",23995_49
23995,49,34.6457,-120.4501,,,"Near Lompoc, Rucker Crossing Road and North A Street",[],U.S. Geol. Survey observation water-table well on A. Scolari property,Santa Barbara County,,01/18/1947-12/07/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['observation water-table well', 'alluvium', 'screened']",23995_49
23995,49,34.6457,-120.4501,,,"Near Lompoc, Paso Robles formation",[],J. F. de Costa irrigation water-table well,Santa Barbara County,,02/28/1938-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['irrigation water-table well', 'Paso Robles formation']",23995_49
23995,49,34.6457,-120.4501,,,"Near Lompoc, Paso Robles formation",[],La Purisime Mission State Park irrigation water-table well,Santa Barbara County,,01/26/1930-12/31/1956,Monthly,feet below land-surface datum (lsd),Groundwater,"['irrigation water-table well', 'Paso Robles formation']",23995_49
23995,5,34.9,-120.0,,,Santa Ynez River Valley,[],Santa Ynez River Valley,Santa Barbara County,,01/01/1956-12/31/1956,Annual (based on 1956 data),,Groundwater,"['stream runoff', 'ground-water storage capacity']",23995_5
23995,5,34.7,-119.9,,,Carpinteria Basin,[],Carpinteria Basin,Santa Barbara County,,01/01/1956-12/31/1956,Annual (based on 1956 data),,Groundwater,['observation wells'],23995_5
23995,5,34.8,-119.9,,,Goleta Basin,[],Goleta Basin,Santa Barbara County,,01/01/1956-12/31/1956,Annual (based on 1956 data),,Groundwater,['observation wells'],23995_5
23995,5,34.9,-119.7,,,San Antonio Valley,[],San Antonio Valley,Santa Barbara County,,01/01/1956-12/31/1956,Annual (based on 1956 data),,Groundwater,['observation wells'],23995_5
23995,5,34.9,-120.5,,,Santa Maria Valley,[],Santa Maria Valley,Santa Barbara County,,01/01/1956-12/31/1956,Annual (based on 1956 data),,Groundwater,['observation wells'],23995_5
23995,5,34.9,-118.8,,,Cuyama Valley,[],Cuyama Valley,Santa Barbara County,,01/01/1956-12/31/1956,Annual (based on 1956 data),,Groundwater,['observation wells'],23995_5
23995,50,34.6397,-120.4569,,,"Near Lompoc, on property of L. H. Schuyler",[],Driven observation water-table well,Santa Barbara,,05/22/1955-12/21/1955,Monthly,feet below lsd,Groundwater,"['Driven', 'observation water-table well', 'alluvium']",23995_50
23995,50,34.6397,-120.4569,,,Near Lompoc,[],Drilled unused water-table well,Santa Barbara,,03/09/1950-04/09/1955,Daily,feet below land-surface datum (lsd),Groundwater,"['Drilled', 'unused water-table well', 'alluvium']",23995_50
